"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width Ratio [none]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.010889226113404416,0.007235080399076225,0.004932545355141263,0.0034873156025036402,0.002456301357417994,0.0017532244677432082,0.0012920502607622075,0.0009255865726094029,0.0006636682831820495
[8.0-8.5),,,,,,,,,,0.01695684276303045,0.0110015707164248,0.007357594901623603,0.004979289993797317,0.0034840482624962383,0.002468085638735707,0.0017606216391852865,0.0012972281438769428,0.0009302161692460789,0.000665760006392122
[7.5-8.0),,,,,,,,,,0.017123071789601412,0.011037374163960695,0.007386025626279446,0.005024295163125899,0.0035044313028739665,0.0024682798892712333,0.0017668720308508961,0.0013023551330158607,0.0009309229346150794,0.000663525122331576
[7.0-7.5),,,,,,,,,,0.0169899835809717,0.011239310328160557,0.0075357774976276,0.005054904285104375,0.003507382888483202,0.0024933219472790245,0.0017695794762381107,0.0013031051022680282,0.0009344284400686009,0.0006700019429016434
[6.5-7.0),,,,,,,,,,0.017243584110761094,0.011382729682332842,0.007497236895498431,0.005103408596569311,0.0035334655250218823,0.002498421728426849,0.0017650952975567474,0.0013176208520003887,0.000937269913097416,0.0006750579778264434
[6.0-6.5),,,,,,,,,0.028059202623594775,0.017507533048719288,0.011353204311159637,0.007561514254681315,0.005133271728514804,0.003568377212487243,0.0025180177139912897,0.0017862377786227034,0.0013183096056364014,0.0009418170905268435,0.0006734240996761661
[5.5-6.0),,,,,,,,,0.028176944183261925,0.017751271754048267,0.011472095977041049,0.007616368678175382,0.005185316614934546,0.0035796942036389603,0.0025143554664595127,0.0017891193945454137,0.0013226435222939874,0.0009412631175278158,0.0006774439476771632
[5.0-5.5),,,,,,,,0.04635302828354997,0.028307631406812424,0.01795349137357144,0.011555686726894663,0.007659699438455493,0.005189447316834906,0.0036198058956115214,0.002516974232194657,0.0018028488195049545,0.0013318322547446052,0.000946489087565127,0.000675851216678869
[4.5-5.0),,,,,,,,0.04689141709818235,0.028671504866461008,0.017916791185578495,0.011643987915038012,0.007718070937526397,0.005237538596397998,0.0036203522452093705,0.0025493887948671726,0.0018095639270822165,0.0013382130251861008,0.0009501321613866556,0.0006756706539176313
[4.0-4.5),,,,,,,0.08321691596402944,0.048114039011727186,0.029361162009549163,0.018258204509192442,0.011811508631796905,0.007863913591009906,0.005298926068399896,0.003641414677155455,0.0025596337136644487,0.0018157836828456362,0.0013434816980782932,0.0009510438990142811,0.0006861659182988294
[3.5-4.0),,,,,,0.14884526242051596,0.08282784594399735,0.04885796950620399,0.02921255029180028,0.018567240003275778,0.01203253994060745,0.00787960471564872,0.005315336414296666,0.00367390458484566,0.0025769391446213825,0.001821825556781288,0.0013605020952106904,0.0009579495972755984,0.0006835307207514965
[3.0-3.5),,,,,,0.15369644139238003,0.08563605255793957,0.049359348409875076,0.03021031271957187,0.018842685940435585,0.012070872453774388,0.007927834421970452,0.0054126071605797394,0.003695489029290359,0.0025771463254377625,0.0018384282238108228,0.0013660315576583427,0.0009643282443679526,0.0006837033937430303
[2.5-3.0),,,,,,0.154177846498393,0.08638345453116712,0.05044988947324498,0.03043668869452588,0.018721202494323567,0.012221885047821124,0.008063983072369739,0.005422233435992343,0.003709570614714818,0.0026044049854038734,0.0018427451960282355,0.0013656150801846707,0.0009633735099349545,0.0006891732518497522
[2.0-2.5),,,,,0.29142218178612855,0.1588216082538083,0.0876857007884562,0.05085656671972873,0.03154104858512347,0.01925005296618381,0.012218381145972677,0.008056263335059296,0.00545357607883811,0.0037556978175732336,0.0026169961813594044,0.0018505458492410003,0.001378345348024565,0.000967705284402471,0.0006914845908407105
[1.5-2.0),,,,0.5006674172642099,0.29558775816295135,0.1599496290942309,0.08696141078326264,0.05173951928063255,0.031920401923123586,0.01972364367071045,0.01243373517594425,0.008128285892986944,0.005502035819679546,0.003752861436714451,0.002640832010986672,0.0018674537854603908,0.0013850389426464766,0.0009771157240678224,0.0006930456415436521
[1.0-1.5),,,0.6255248595516125,0.5177027010868078,0.3084945558942562,0.17172677906229894,0.09323125238452368,0.052501781144350085,0.031894698187767044,0.019814918331078252,0.012651053254882206,0.008340810296478297,0.005575792089368839,0.0037895470684087915,0.002639416764921702,0.0018716497250533465,0.0013947192066289112,0.0009784433025746256,0.0006973662564592035
[0.5-1.0),,0.343612082341641,0.6408397101238911,0.5396168686483201,0.31928030619359643,0.1726586537170446,0.09319437453144513,0.05464363482546022,0.032330955872484336,0.02018630729040606,0.012828549696171386,0.008395712372759262,0.0056116908602332925,0.0038525973118480974,0.0026832657204533855,0.0018967620725961131,0.0014105813709628194,0.0009810514063057713,0.0006961656963032627
[0.0-0.5),0.03191417679094621,0.325789892430015,0.6818794559979293,0.5907042264080917,0.35138431979002155,0.18222003033955095,0.09752184221314915,0.055621946182198456,0.03362924387942033,0.020691945286757534,0.012802653331456278,0.008413542853888262,0.005653805589129611,0.00384905193479544,0.002681600737743391,0.0018994120925632737,0.0014191373600722789,0.000986389664061442,0.000699237961760633
