"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Pitch Angle Maximum [radians]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.46480790554191376,0.36414343500119983,0.2988797172768951,0.2377445232202631,0.22377036360750452,0.21664423619456102,0.22705346415417593,0.1521199368376256,0.12027148617227536
[8.0-8.5),,,,,,,,,,0.456055919189623,0.40149506974715293,0.32551742763323815,0.27207553262273176,0.25647510580285066,0.19135882877253074,0.17752674857528208,0.1704961548684165,0.14354901814457047,0.14683441905313108
[7.5-8.0),,,,,,,,,,0.45354796874654213,0.5091781968277458,0.37183353630442506,0.2860386277780449,0.21860259425532585,0.22232647654592788,0.167305869900935,0.15504764463821555,0.1305702692140512,0.1015133285834116
[7.0-7.5),,,,,,,,,,0.36178656251486957,0.33909389690642666,0.2546442910185755,0.2781345031587841,0.28513782270086696,0.19950036347068364,0.16369006702746458,0.17421047687482685,0.12242781890209789,0.10196935119717085
[6.5-7.0),,,,,,,,,,0.38419810811909455,0.28390085769874895,0.26032897490674906,0.24180125693660098,0.23320188725448904,0.1613228539994048,0.1637619780990015,0.13576827129897281,0.11255373196330924,0.09276216897125367
[6.0-6.5),,,,,,,,,0.49898618796865024,0.40491327769624225,0.2772423214047723,0.2901036736570891,0.18804753540848168,0.16761566980362907,0.14719613065895817,0.13985750792049478,0.12762408894710417,0.09691873396794978,0.08934245997408397
[5.5-6.0),,,,,,,,,0.36076801214650295,0.32693821083141006,0.2888417774166748,0.21830387072616708,0.17772764414809195,0.1893387984920757,0.17292529265497297,0.11165007601826463,0.12560312852426983,0.09674270151114857,0.07467754902765651
[5.0-5.5),,,,,,,,0.41407587791993417,0.36867036413220666,0.27896131382040557,0.22355132572512787,0.24363480780030364,0.16873249352832412,0.14248182925688252,0.136031307568182,0.11462488592804958,0.10670735810907798,0.10411425198230935,0.07626582131029766
[4.5-5.0),,,,,,,,0.39287138681241257,0.30499467790929274,0.2392231679161012,0.20646346460085513,0.2040001097994481,0.13182504829498626,0.15077112598593928,0.12561191533079513,0.12499515474742358,0.09907299347106531,0.0921058571193674,0.06012524385546909
[4.0-4.5),,,,,,,0.3956976888058924,0.3905606498879333,0.2732061115904994,0.21777272533024913,0.1873329026648393,0.16763286877158548,0.14604741872297117,0.10369435351930639,0.11181969777819134,0.09994962791535371,0.09747040699857835,0.07065168814492996,0.06159959580744182
[3.5-4.0),,,,,,0.45354320971309947,0.3804573920494778,0.250462425789154,0.23848923036616307,0.1938934637546041,0.1720458753429119,0.1349714928400429,0.11666050278737566,0.09966654200960948,0.10200989560918465,0.07712186633482122,0.07260434841995857,0.06835267268253416,0.05528547474221348
[3.0-3.5),,,,,,0.4487110468431079,0.343477681211212,0.23152674044740587,0.19262960933847753,0.18094578787881935,0.12592375061949054,0.12482248509961043,0.09983835873955384,0.08865764549015058,0.06860463729027988,0.06734856041541777,0.06367771735910663,0.06024496598009085,0.04344633031770875
[2.5-3.0),,,,,,0.38344827523169145,0.23131407737974174,0.21269854026035487,0.18658028078741676,0.14003164423742498,0.12096055771714197,0.09856632420992736,0.08360475688624236,0.0764141083337871,0.07841305547929114,0.05996828964087835,0.05504523953161851,0.048707890283334915,0.038354780279758735
[2.0-2.5),,,,,0.32825511466790497,0.2363293816852875,0.21864242778894485,0.15740903748468527,0.1806586912110165,0.10918780845745969,0.09635248895852133,0.08095432671548285,0.06637300743739533,0.054482058063879124,0.0521438835211643,0.04778916343052767,0.054302982490545146,0.03812936920320898,0.032218154482337794
[1.5-2.0),,,,0.3083294576636826,0.23532658201563061,0.1930881816720421,0.14703948044551185,0.11868181612140807,0.10325936751681505,0.0903052347498184,0.0747311582167491,0.05880852372793927,0.05544947641986348,0.04642080320217559,0.04025643510465753,0.03512670433325767,0.03158489256065263,0.024522350566105192,0.02212969122138225
[1.0-1.5),,,0.1881363372684479,0.22672913816012794,0.20069042102952953,0.1346198058128853,0.11438811249706311,0.08509940596635493,0.09158142984708353,0.06794738301402789,0.055336735972586135,0.04282592666726905,0.046250958911748685,0.032276252988539,0.03018461400594057,0.02452096874365102,0.0257096564200024,0.020998372145241435,0.01968425994595695
[0.5-1.0),,0.05686704147995403,0.1164904804834513,0.14013705160368806,0.10813882152741056,0.09759764921846352,0.0649466868403225,0.05335581387586875,0.04648129504450189,0.03518033747811659,0.03151775297415327,0.028619493755307177,0.02349197947995562,0.018769737239781748,0.019358213981710965,0.016539070260716816,0.01601355992115918,0.010568958171537796,0.010300416720689286
[0.0-0.5),0.002646148940896047,0.019328277274241225,0.03624240552357992,0.04051111514636305,0.04121565820078991,0.028098167453938113,0.022347199639621878,0.01732005442661585,0.01597928980511744,0.012134776298625752,0.011832743664834803,0.010659405507519516,0.008511294470429035,0.0067741844423356914,0.005988131753388874,0.005108618819906009,0.005011843723719898,0.004482375282498675,0.003291903317692367
