"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Pitch Angle Delta [radians]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.8367317653377953,0.8545742649732562,0.6557814442286558,0.5904538266696477,0.7902787913055899,0.48478411683075096,0.3448474175586194,0.24947188332787007,0.1956541293866041,0.14689442420397486,0.1269476471497975,0.11587576039792762
[8.0-8.5),,,,,,,,,,1.0042149237594957,0.7568127056155121,0.7151090688205755,0.5767235299793332,0.5292685570193892,0.6265938195440467,0.43939111039921697,0.3228607123073162,0.223527873882406,0.196879427808195,0.14719308926187158,0.11792684739938852,0.11561834501655231
[7.5-8.0),,,,,,,,,,0.9354053370836585,0.9821163462465241,0.7890428425405416,0.5832579073996674,0.511075364400378,0.6229074115726501,0.4057505372278097,0.2915452591114225,0.20048660794485207,0.1509809642730011,0.14009853387695853,0.12609659580151567,0.09071073416318301
[7.0-7.5),,,,,,,,,,0.7945642222257348,0.7190055497251379,0.6183460304004627,0.5919326955797932,0.534822183494328,0.6020961508545497,0.3826159533160164,0.3042089688712235,0.1962775182995746,0.1690898801372,0.1184341802967207,0.10476116234620256,0.0940383975256472
[6.5-7.0),,,,,,,,,,0.7421436394046592,0.675163164817639,0.6258286498139161,0.49598718945731857,0.5156889306572753,0.5115022566950651,0.40574174125821194,0.2403348036346893,0.19088697547957076,0.13404941624774874,0.11422937997245629,0.10508450910013123,0.08973649275338695
[6.0-6.5),,,,,,,,,0.835155179283086,0.6890462738304932,0.6396641387519332,0.6326881214613937,0.43104434380342904,0.36244116399844756,0.484795057497385,0.35553715963081123,0.25603881098070513,0.1694323085668018,0.1332988817560927,0.1021902636797157,0.08807889951432173,0.08097386087516249
[5.5-6.0),,,,,,,,,0.8531879619173359,0.6987261430080245,0.6392141816203825,0.5336606070800971,0.43189831707971577,0.3539604978871028,0.49841632939328223,0.3110644037604004,0.22180366809992558,0.14014716278122952,0.13487246367634448,0.1069934879453167,0.0854638288788057,0.07343625251847317
[5.0-5.5),,,,,,,,0.7701609572984289,0.7247072162012593,0.5636241288565017,0.5135779341630504,0.5057959937191026,0.3657368554017972,0.30742599805219734,0.41784408873725276,0.30080501757822053,0.17793075015766024,0.15378302085917084,0.1093760320110923,0.0832972979939102,0.07866487127744208,0.06334463348700667
[4.5-5.0),,,,,,,,0.8672504810397617,0.613617163899497,0.5388303219600855,0.4685551602389492,0.3949836631194519,0.3127799040691036,0.2930541062129195,0.3541243975921071,0.27072240802049147,0.18591716630017882,0.13176877363627548,0.09215279597540513,0.08384373881128365,0.07011590295254291,0.058870167312775126
[4.0-4.5),,,,,,,0.7896918209111488,0.6717903655578901,0.5831954919988342,0.48782228658924254,0.3837685678926803,0.39074469807727563,0.32384920610956336,0.24375379745740083,0.3247663968375344,0.260106895944648,0.18922050170992685,0.11492397265315032,0.08892423479087519,0.07252133840580754,0.07013455503080812,0.04931720137703789
