"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Power Maximum [W]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,36797.0151238755,38543.496076060896,20900.39961516504,14331.699641134424,12452.780192006478,5408.708481731577,4091.3379158305256,4383.401418082702,1745.192640678424,1075.7490487812106,875.2829579502431,479.5637043896272
[8.0-8.5),,,,,,,,,,50521.22844646383,32443.86336118643,21521.677804079034,16418.16543104727,10098.460002435411,7913.745074452397,4465.803779383044,4343.0982860897675,2385.8483540642856,1851.892634425024,988.867018008089,682.5023789842108,680.012228807619
[7.5-8.0),,,,,,,,,,52353.11784725536,36303.43608570282,27044.059035918803,13519.595351510357,9993.740854672265,7565.990603365337,4645.944072563463,3226.6562808084036,1790.0565279062969,1191.1464357240627,808.6568913342434,683.9875445088522,466.5183590597663
[7.0-7.5),,,,,,,,,,35069.645667871904,21626.45494208089,19145.765492684906,13796.404458821633,9096.183507276914,6888.757169149698,3837.338789308886,2899.630362284936,1575.6998598540524,1135.4008933191437,660.4564321543967,574.0994041401246,394.95546930210355
[6.5-7.0),,,,,,,,,,32658.87882321666,23368.20089151189,17208.02188073148,13548.276263694357,12365.696538949604,5091.927902211908,6076.404751770063,2451.8151182672573,1556.1608115552515,1091.0250000271055,617.6222809087639,456.4176364278313,355.8269817086067
[6.0-6.5),,,,,,,,,41488.89167016536,29572.540496364185,20376.800942378442,14812.34450594549,9862.271593863275,7078.8227111516,4732.06620669542,2960.8956985500918,1946.0632673436912,1495.523005057314,898.8338095520493,513.8803894128455,386.7105502413194,301.4931603153619
[5.5-6.0),,,,,,,,,42795.869039011166,34929.45741306028,16072.28697549835,13291.760913853102,9398.099515064547,5489.988988126416,5282.37624954208,2558.851951400633,1502.6329597832757,1184.4619903448263,687.7145546774439,509.5253263263629,328.4322292150106,356.01725895602084
[5.0-5.5),,,,,,,,43513.262183081264,26753.383081884735,19786.020494071192,13377.848408356496,12338.97641366375,7106.412369986819,4376.636339641659,3441.2702192959123,2461.0494405562063,1313.76718844377,1029.0715097591456,557.5060485750959,448.8698100243312,312.34799122420196,235.9873477669939
[4.5-5.0),,,,,,,,57938.64947691746,29671.985685164913,17743.347894422037,13286.330257663269,6122.076936422754,4631.228030073298,3650.9523524324127,2454.9980994385924,1557.2965809589252,1025.0367363611285,755.3941928046596,462.068631021348,413.23358782915915,234.71104235406597,168.93162163152795
[4.0-4.5),,,,,,,46024.89848130648,37348.77609035502,19442.887151425915,15671.579527351578,8106.7885479385695,7344.903566223799,4352.086432426224,2572.142496774779,2207.3300959993217,1661.4806968173361,970.9470190423912,577.8996404106417,437.0282812293185,298.315400131831,190.2715552388967,134.75309478304894
[3.5-4.0),,,,,,65847.76456142579,52653.56655238,22290.836458973077,16298.241339807639,11773.843466433544,7914.6984884625035,4701.296413531878,3535.229647155428,1970.9063600275529,1771.4250342880025,943.3511201873854,815.6457997747827,540.2567201472461,285.6250834805173,204.2254878603133,158.13341508889002,121.11661017072397
[3.0-3.5),,,,,,53356.05534239364,36494.97653281594,17552.354598418144,10516.173929585728,10119.877386263224,5495.517198071334,4016.409064376888,2478.046331532312,1979.1541517947392,1022.3412413057855,949.509303495334,576.6165956603722,342.9283332885756,209.31531501904007,134.06333924916856,125.18774938118115,76.15170505780928
[2.5-3.0),,,,,,39542.51119780168,26017.818704784848,13699.803038472508,10179.308377704585,7416.420043387095,4308.347318149699,2483.6812510630903,2010.969583435274,1391.403026113666,1106.4927433897474,590.2681241944704,387.3919422375554,260.6737977468646,152.04969769790466,117.16154077870797,79.9413332282214,53.33851020458479
[2.0-2.5),,,,,40383.610082064304,24254.272265010266,14354.995385349572,9043.463050955272,6761.278538050453,3225.665076467723,2568.7512749828848,1461.3794060006778,1240.9449452506522,821.3456964670494,618.9175551669962,418.8353246365238,275.76600183809984,183.67586210593706,99.36930292435422,84.25582862465859,54.76339019767293,40.4962448670415
[1.5-2.0),,,,52738.95151210858,30947.750878089282,17654.04606199239,8719.38759442021,8790.054336671976,3117.896502997629,2598.772911849262,1464.396345443947,980.008204729582,790.8809045498056,503.518514918491,377.6010504571189,229.34886320049006,140.5555004950564,111.1462351879783,70.64380842399869,48.82437848036355,34.705846564623975,26.29021739238612
[1.0-1.5),,,31909.05735237455,21706.10697301517,13104.810712171546,6439.7149832723735,4475.17157642818,2726.271311947815,2267.3202075654167,1153.2589904551862,912.1471532552695,644.5817921181508,407.8039601767955,334.8375226490537,236.77079038256895,118.14655936822577,75.7808670783522,54.75167520701257,36.73900196535372,21.0755949778226,18.4591291656439,13.553296634742436
[0.5-1.0),,10441.341124021961,13496.823854446156,7848.091053547418,6395.735689186231,4219.311585088777,1722.1925316635354,1050.5645275700183,799.659248510076,367.8215357023661,271.3198143131472,216.62450431313158,142.3070276598909,79.53461441168805,72.92750982780184,46.95777061323153,29.408522271397587,16.21288477419784,14.02411907104452,7.397969717090758,6.54679495513509,4.720102055751691
[0.0-0.5),185.50290961538582,1327.8465443785701,1917.7677783165486,883.7299879261005,686.3797828924191,350.858182328921,243.78763346976527,125.50583834928214,83.98806403689271,54.12665199773061,31.667103405131268,27.19436140380634,15.402686495143405,9.373041345433055,9.452014993783749,4.815627286001056,3.5575040133563847,1.9335063973621636,1.414787197194701,0.8735694869835633,0.7658160501838179,0.3953509095542914
