"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width [m]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.9147240402100157,0.7662034651191745,0.6483921434455704,0.5329390465428512,0.460848522242591,0.4108862095223058,0.32690090630144525,0.304990903588428,0.2721016094237916
[8.0-8.5),,,,,,,,,,1.2556292433416976,0.980979666176012,0.8004480375342887,0.666694807311134,0.5392806495067949,0.454560696493594,0.4073210725037004,0.3471261293346479,0.31538910952460447,0.2528882975658191
[7.5-8.0),,,,,,,,,,1.3271318923630797,1.0280809786289997,0.8690768403344448,0.707078111518649,0.5488285536432208,0.4766318033935761,0.439074674867399,0.3710136901882713,0.3527996747333779,0.254479381134038
[7.0-7.5),,,,,,,,,,1.4103272221077652,1.0990749176445371,0.9050553977372416,0.7487359208896205,0.5970153379362618,0.5113201993740301,0.44872600672923807,0.39249794821561457,0.3410623775227304,0.2680500829105211
[6.5-7.0),,,,,,,,,,1.482745030585329,1.136655242403083,0.9554805776184129,0.782452125927453,0.6303651545311544,0.5174766893047853,0.468426677339414,0.3998208939878845,0.3437300936673297,0.2812139990556108
[6.0-6.5),,,,,,,,,2.104594649680983,1.6310159330392253,1.2567026252356785,1.034301792829721,0.8565761239423829,0.7181072152568625,0.5693671184750606,0.4997108303901997,0.41464483439080024,0.3777923928682729,0.30240883494028603
[5.5-6.0),,,,,,,,,2.352165785919686,1.8258867209010357,1.3173158700616763,1.1422942731560726,0.9303208093359416,0.7483917137873413,0.6250792244592626,0.5477242408586006,0.45490496305607736,0.3957540977830703,0.331900083346815
[5.0-5.5),,,,,,,,3.234180108596904,2.4669905564101677,1.8680396159019306,1.4998432169112659,1.3009591676512304,0.9856644354562369,0.799937173135674,0.6894029478302618,0.5730224404964664,0.4889113600354222,0.44307431915909207,0.35477811182194463
[4.5-5.0),,,,,,,,3.5559612142434394,2.7306119006663003,2.0951463700826713,1.595482126598565,1.4265137862587363,1.107422182544426,0.8974609024425616,0.7505500191608538,0.6246147708227305,0.5513732825819748,0.46173329402390634,0.37978423277091333
[4.0-4.5),,,,,,,4.70296291872153,3.7563097044874887,2.9144175112250172,2.3354884797772573,1.7911649203007038,1.504904196771556,1.2705466917075747,1.0150651091095981,0.8155441248774403,0.712656268787416,0.5937578382129909,0.5014818846531429,0.4295199147662979
[3.5-4.0),,,,,,5.64639273713053,5.176795522469182,4.015229115508926,3.20592269185741,2.6074064746970014,2.0394289439338897,1.6509903682993676,1.3594027999016873,1.139605977283214,0.9065242235051859,0.8050199361894776,0.6393072921835858,0.56534676138375,0.4694640389862205
[3.0-3.5),,,,,,5.666038223794789,5.557318441297897,4.3985234175767465,3.598965716279711,2.878116535499213,2.269808018972017,1.9129574174382953,1.5257620213919474,1.2214116034527622,1.008406772338815,0.9097857878628111,0.7454135918940782,0.6307641471728133,0.5185571975988555
[2.5-3.0),,,,,,5.513069015974313,5.724043773097665,5.015597334832215,4.07101312514082,3.057061204235937,2.613718388708016,2.05973891841251,1.8033441442392815,1.4208493100966766,1.1408964590852504,1.0051142307090142,0.8170080623318656,0.683417183051393,0.5930262915591612
[2.0-2.5),,,,,4.944395206165063,5.3882127032697085,5.578486914423509,5.103215125507674,4.318479799568213,3.699201697061773,2.901846362657112,2.4003314671273728,1.9350839927763621,1.5066303933958052,1.3155346725410093,1.0651433190099036,0.9318655266987032,0.774363189902824,0.6833902847770178
[1.5-2.0),,,,6.788915718983659,4.739360484619572,5.268494824155184,5.4689345608837305,5.274371348027314,5.0162888407899775,3.9440677302843405,3.3147850335766242,2.597055170817016,2.3135100590730957,1.7939123337583658,1.5374531653341612,1.2393267835191168,1.107451886729819,0.8937721909980539,0.7687111296595244
[1.0-1.5),,,7.285283221639556,6.791271697242914,4.677865160927885,5.07453726394672,5.2960434428754715,5.532217471526477,4.867375465900226,4.094562000977272,3.625834845882052,3.153843916273589,2.7131923287957624,2.145151338021964,1.8171854426559892,1.5078844127936462,1.2258337625839197,1.0488930451758471,0.8795407400027395
[0.5-1.0),,5.92822024285737,7.251575615186749,6.736974609900293,4.670762221907667,5.010219711884445,5.256389883353527,5.1069939164858935,5.145408306524245,4.59777814313194,4.074546187939696,3.568703827240049,2.9972617855658754,2.4937695088355754,1.9574635882375107,1.7725030581390873,1.4587827257174386,1.1814909368711026,1.0432367219268737
[0.0-0.5),3.3064475753347033,5.966353134710264,7.325566201757475,6.826357708992237,4.745316994676372,4.873959892633604,5.050310044292689,5.163940204298863,5.645178156964181,4.865632474718676,4.431005053355384,3.538599677731089,3.221202991893171,2.693584427834295,2.6303902253401232,1.821649683787446,1.6213821371239976,1.2086841900862908,1.1775190439436496
