"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Power Take Off Velocity Average [radian/s]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,-0.012486139867837939,-0.010845599618919883,-0.015676144693393956,-0.0192492121802668,-0.027370768778456747,-0.027877159689507883,-0.014064078067306768,-0.02045172818993987,-0.029922301199364443
[8.0-8.5),,,,,,,,,,-0.019002789710852307,-0.014655613506731563,-0.008467446265884278,-0.005287865296538581,-0.009077023952599917,-0.01792817574349591,-0.009260797566567579,-0.013609844324275656,-0.014007641646536208,-0.00859405167246839
[7.5-8.0),,,,,,,,,,-0.011180324608612974,-0.007383682850785034,-0.0035957923190298403,-0.004105489906471412,-0.002016438019465482,-0.003241904302292529,-0.011732183873866221,-0.012000673304891631,-0.019042608124224047,-0.003277891346588546
[7.0-7.5),,,,,,,,,,-0.003922829924560498,-0.0016921216317511084,-0.0024265607222580215,-0.001803927625163958,-0.0033085936301757886,-0.004977480929715335,-0.0035409365752087107,-0.010437942759323034,-0.005670535477542868,-0.0030855677493870286
[6.5-7.0),,,,,,,,,,0.0004152771678347836,0.0005168691733942076,0.00012173233235353995,-0.00013073321877456596,-0.0024367236392797073,-0.0002625580497707618,-0.001617312042573292,-0.0018894886922659435,0.00010996417638218519,5.112407363039011e-05
[6.0-6.5),,,,,,,,,-0.0005983173804880072,0.0001239750411160112,0.0003781531687379986,0.0003648383401871434,-0.00011866223909924146,0.00010150838059131814,-0.0015447926277258636,-0.0014774802344767696,-0.000302378518906362,-0.00019961624169161608,-0.001552238679145963
[5.5-6.0),,,,,,,,,-1.1895154050851764e-05,0.0006952627364869682,0.0002647389748418839,1.0593890098608424e-05,-1.881863456585194e-05,0.00016421702433149844,-0.00028413467809208526,0.0002451583320549247,-0.00019533927027604912,-0.00021391456889288774,0.0002385175783670497
[5.0-5.5),,,,,,,,-0.00023585814151594022,-0.00039215671420477757,-0.0002752610869123194,-0.00020802414126837212,-6.814259730447846e-05,-0.00018155550805328414,-4.180727778303713e-05,0.00011766964539832947,-0.0001840400311529715,8.429945841152222e-05,-0.0003500111830839983,-0.00031090465030056614
[4.5-5.0),,,,,,,,0.0005999966583479748,0.00035948301846273943,-0.00034010243562246676,-2.6877239643467136e-05,0.0002925665624274608,-0.0002737128257360943,0.0005030930571941926,-4.9040124278454374e-05,0.0001128643026195704,0.0003942620430768253,-0.0001242231469158372,-0.00043316672654113966
[4.0-4.5),,,,,,,-4.511558747883173e-05,9.630054427837016e-05,-0.00011788745934544919,0.0002615123965369933,-0.0005235339409291555,-0.00015481602656170743,-0.00014199491729063488,-0.00040164267809366153,0.00017933799961287715,0.00027694847192826763,0.00012150305579615056,-0.0003118221787786297,3.64213568484175e-05
[3.5-4.0),,,,,,-9.232096498796888e-05,0.0003704277873858596,0.0001319148922350038,0.0001790393138599754,-0.0002051211434406031,0.0002667582357872886,0.00025319330868537763,-0.00010731753632538729,0.00011723440930529221,0.000329383706482065,5.942169124765599e-05,-0.0003019770460575551,-0.00011304361132209776,8.669479223339764e-05
