"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width Ratio [none]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.046728648286219976,0.0374772443176422,0.030864331445266895,0.029110230719359236,0.026204009562208058,0.023198612864411154,0.018381365871923058,0.018751212440274948,0.01741058732012191
[8.0-8.5),,,,,,,,,,0.06152220562232094,0.048795042286214334,0.040427864022461645,0.03308907374993207,0.030524561252073125,0.02536360906347598,0.022034365123589774,0.019980789056399335,0.0191336786448993,0.01615793039027844
[7.5-8.0),,,,,,,,,,0.057516319412763396,0.048055253251703844,0.040111925131391675,0.03575381718238182,0.02827136860885156,0.024985776069802717,0.022018197611841726,0.020782922397890227,0.019409805065234365,0.015741480110766478
[7.0-7.5),,,,,,,,,,0.05911639575862565,0.04831797965130537,0.038671158204992735,0.03477377127963232,0.02852266654363358,0.025346827287692907,0.0220464105403996,0.01985591983856431,0.01892177568938552,0.015693976048731195
[6.5-7.0),,,,,,,,,,0.060169909554938616,0.05006539531315459,0.04042688614477124,0.035817227412608,0.02976829803991439,0.026880467014658724,0.023734986598289338,0.021960622639718638,0.018260577175416855,0.015756018417530753
[6.0-6.5),,,,,,,,,0.07735695032935107,0.0617366185821424,0.051675374806423174,0.042025084244410774,0.03633065340152874,0.033521448522328655,0.026624188627831637,0.024122761853836626,0.020733795039492502,0.018430098319103635,0.01759061639218428
[5.5-6.0),,,,,,,,,0.07976162333410962,0.06833325872168951,0.052659086691306096,0.04169021341535905,0.036947885749946396,0.030899738586228073,0.02636813005050224,0.02353523426445442,0.020535027865915205,0.01909279262641684,0.01742986571890613
[5.0-5.5),,,,,,,,0.0972191349929344,0.07844043332128153,0.06410177416580544,0.05387145080563823,0.04267945406418782,0.036633516775321395,0.030349598427682496,0.027382721450227458,0.022594204433663972,0.019605314689552174,0.019260808835572702,0.017480190800537157
[4.5-5.0),,,,,,,,0.09886276848764897,0.07948408290793348,0.06335990014444699,0.052594907414675034,0.04579314007713031,0.03748315590920294,0.03291127915488788,0.02816360688946425,0.023095693886759288,0.021309109007309,0.01907045066847112,0.017589940301140975
[4.0-4.5),,,,,,,0.11602986245093658,0.0962305951950037,0.0836742954802561,0.06865444752198176,0.05424780118381105,0.04575501595818734,0.039951435946574375,0.033612481651730836,0.0287305426502227,0.024824303956605856,0.022457700660321035,0.01967796843930346,0.018806756305677668
[3.5-4.0),,,,,,0.14311253078477154,0.12107563454082708,0.09517824350697447,0.07953092738894134,0.0699915574370295,0.056106620124340166,0.04613364169384705,0.03946737711604049,0.03534532568370787,0.027707040073017396,0.02637389959276435,0.02259522240290486,0.019299079345684835,0.019089725841582486
[3.0-3.5),,,,,,0.14183940295962388,0.12223006617396656,0.09841478135776802,0.07900077672513116,0.06599136552317239,0.055637851995799445,0.04649800958648155,0.04101144435857455,0.03460715269486014,0.029335279647327014,0.02645486171864717,0.023969381870106214,0.019613426411973816,0.016516670629654878
[2.5-3.0),,,,,,0.14251812810343767,0.12299325258957299,0.10117211666715653,0.08737005007538334,0.06775806545168847,0.057960165952414794,0.04711239108662366,0.04237228723177443,0.035347693421150114,0.029167235231936324,0.02560755648588079,0.023944915720845505,0.019332760524876775,0.01906518835972138
[2.0-2.5),,,,,0.17475368047296463,0.14538136076640643,0.12445034380632412,0.09966478532027044,0.08352653393297044,0.07327637657482666,0.05971522247995367,0.05034697839591092,0.041552054936798796,0.03446622777104755,0.030568407630561,0.026590446499619818,0.02299243367109314,0.019905057595628255,0.01952743547386983
[1.5-2.0),,,,0.19956210600514748,0.17684216088383678,0.14893556652854187,0.12312781709277847,0.1028108014244235,0.088655111017262,0.07086604609285614,0.059105718005576624,0.04632454286489116,0.04339109146438653,0.036471861874221675,0.03222383724334545,0.027224356844050637,0.024988323729563906,0.021521090025175,0.019180907814497227
[1.0-1.5),,,0.20405060722759424,0.20455833559201347,0.18116353140724162,0.15148350855098366,0.12478668593318196,0.10685196168269791,0.08392700349800425,0.06885713772526499,0.05849279244060463,0.05061614694028966,0.04509795055093271,0.036777052423285106,0.0321160611298342,0.02948778439185976,0.02526713015416045,0.022830872861330263,0.019431416571926166
[0.5-1.0),,0.1578043645129087,0.20956113858159106,0.2115951287446225,0.18694459387730367,0.15709164428725655,0.13020793724333532,0.10591216069459411,0.08872673580169232,0.07167980625700536,0.05907310031129026,0.051952986308190875,0.04457878841893489,0.036273689233675396,0.031870015865680994,0.030460284092389003,0.026742868498839154,0.022518608377474138,0.02063122584059428
[0.0-0.5),0.04390604402100289,0.16910800274868223,0.22231181569268585,0.22521612385971207,0.1995629147341692,0.16435672179282707,0.13806366520965743,0.11506387154135053,0.10073397347502629,0.07748880643138163,0.06274804104491215,0.05125155579331185,0.04497439865017445,0.03874196036913353,0.037595830196329415,0.029977949054988046,0.02868281305799823,0.025427552764422417,0.023778224880939808
