"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Power Take Off Heave Velocity Average [m/s]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,3.378280721134797e-05,0.0001757136095604475,-0.00042601445843172466,-8.304525868417737e-06,-2.19172499556222e-05,0.00012262346836107825,-0.0005668201295090869,-0.00020665161617695058,0.00014693960640456007,-0.000270340567235814,0.00015952561496195824,-0.00023275957486483534
[8.0-8.5),,,,,,,,,,-7.617096900652763e-05,-0.00021994825420519707,0.00023295598761323302,0.00020789558959238678,0.000250458871677539,-3.806306178290688e-06,0.00042616793347805015,0.00017458742719133016,-0.00010953291047831836,0.0005271616435212172,-0.00012178954274961455,-0.00034273488407078064,-0.0003259934672575489
[7.5-8.0),,,,,,,,,,-0.0005071101354391054,-0.000273117341700749,-0.0004731795096730865,0.00043882690831624884,-0.00043818568524784404,-0.0003266464246006891,-0.00017554943138142136,0.00037114503466765733,-0.00023491720042296546,-0.0003514828980510859,-0.00013204141021782068,0.0001781734625263165,-2.037508958852455e-05
[7.0-7.5),,,,,,,,,,-4.956608618102653e-05,-0.0003334519062317903,-0.00023815843667766092,-5.532653793050767e-05,4.2461934951619094e-05,0.00016046221848791217,-0.00014653239934859401,-0.00027939590852006375,-6.125003070486934e-05,-0.0003137890807917609,-0.0005312150808446333,0.0005921522927328903,1.143024601719422e-05
[6.5-7.0),,,,,,,,,,-0.00044956205355779603,0.0001080709886698991,0.000261247923050499,-0.0002046321760121535,-0.00031960337019158546,-0.00012111194424021484,-1.8472466695029063e-05,0.0005484653824750081,-5.390371736792646e-05,0.0006847063986249974,0.00032989279702599347,-3.0290015168864814e-05,0.0005838639262615757
[6.0-6.5),,,,,,,,,-3.3759386695403454e-05,-0.0001805983766556028,0.0005369008811455233,-0.00032099642104660154,0.00012109214919309536,4.214817030791423e-05,-3.9223368437634555e-05,2.5064343666116875e-05,-5.038096961735639e-06,0.00011862130719168313,0.00018927968466570875,0.0007012175006645266,-8.87176713675861e-05,-6.278234817527885e-05
[5.5-6.0),,,,,,,,,-0.00026601885709250155,-0.00013034223221949256,0.000408682187340044,-6.721088059385265e-05,0.00027214077490967764,-0.00042389324634811357,-0.00021187474455931207,-0.00013160891406223995,-0.00021068014154023443,-8.707195613386062e-05,-0.00010016909012244298,-0.00016088761359247833,-8.506777367828637e-05,-0.0003665790145842568
[5.0-5.5),,,,,,,,-0.00015452042380303247,-7.094918949938641e-05,-2.3272381436351803e-05,0.00036616275011316777,1.0856004451167695e-05,0.0005046858400943329,5.236448022153724e-05,0.00010807062002070662,-2.9752813785857144e-05,-0.00015873972463500432,0.0002772030654550363,0.0009624758094839362,-0.00011250366849189825,0.00022059595638047064,9.747267310445802e-06
[4.5-5.0),,,,,,,,0.00016503435162856895,0.0001952408752883562,-6.325389154938297e-05,-9.003359784753427e-05,0.00013323105690045468,2.2371473395679837e-05,6.608704989603828e-05,-6.200095905366749e-05,9.697799541868966e-05,5.514960481349609e-05,0.00014609546631635543,0.0001840572007828743,-0.00011767354280536421,4.097816352537915e-06,3.4054211007137466e-05
[4.0-4.5),,,,,,,0.0003457387025192842,0.0002938151639212934,0.00012510531424945838,-1.631590663514659e-05,-4.99385310260222e-05,-2.591501353746874e-06,5.3613671734204336e-05,1.7047911268043657e-05,-3.145659935086881e-05,-8.537082933346505e-05,9.57808780601841e-05,-0.00034954721368355416,-0.00017734615131176495,7.04528855933771e-05,1.6468435483446632e-05,7.099320536473298e-05
