"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width Ratio [none]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.005356785865817783,0.004219896604475122,0.0031313158485857156,0.0026327233185763706,0.002284110307284381,0.001821514985257927,0.0012772140332434612,0.0010891425521839019,0.000879711716793572,0.0007993850056836411,0.0006312503216102498,0.0004790433967768893
[8.0-8.5),,,,,,,,,,0.0070563986560804185,0.005232191053989581,0.00437372168261106,0.003322247117913849,0.002817807689021326,0.0020869182447484785,0.0016593849396595276,0.001285879739406279,0.0011424181589386193,0.0008673396607184137,0.0006454493694843745,0.0005661727914079096,0.00047174512682068604
[7.5-8.0),,,,,,,,,,0.00684803450132854,0.005434992541269433,0.004259045288651818,0.003405114471371433,0.0025334144446528453,0.002021118168186941,0.0016196702418139126,0.0013027145274796465,0.0010244456370442662,0.000748098680477987,0.0006414566871394082,0.0005555540835412048,0.0004708383509039801
[7.0-7.5),,,,,,,,,,0.007291879931490693,0.005338646629829267,0.004120475198755325,0.0032892543246399787,0.0024822823204504883,0.001908344715136576,0.0015637773812181516,0.0012456165842865434,0.0010384195867496327,0.0007071795951611499,0.0005750175149335594,0.0005176317182534804,0.0004137043763185459
[6.5-7.0),,,,,,,,,,0.006918161620051556,0.005298921375990115,0.004092834396117542,0.003313720392819206,0.0024034449759583235,0.002019971434567392,0.001494686784133707,0.0012414584231057151,0.0009309441561645693,0.00071797589103173,0.0006093012232083886,0.0005416651504387822,0.000468704178740691
[6.0-6.5),,,,,,,,,0.009469893995461992,0.006816228809631611,0.005386033366105325,0.00405801895894958,0.0029416380053105978,0.0024709537031158257,0.0019211336953578867,0.0015060663840106186,0.0010732766854533147,0.0008812760725905264,0.0007039078053844726,0.000552682522873557,0.0005187158189217503,0.0003744452142067972
[5.5-6.0),,,,,,,,,0.009536620962901693,0.007203645293241021,0.005198454152715263,0.0038746347662206014,0.0028751779844279728,0.002253833702007942,0.001725221292706026,0.0013968556687777702,0.0009682958643738343,0.0008190014448886667,0.0006581950372260796,0.0005911062764836204,0.00043874014418437436,0.00036396865119173063
[5.0-5.5),,,,,,,,0.013188977032504014,0.009403104748196271,0.006954371340806202,0.005001992463429957,0.003613470955085251,0.002873228656703004,0.002105158797026989,0.0016306708328264047,0.0012111437561787585,0.0009157200334206501,0.000774401467753577,0.0005872765424269672,0.00048441519328384816,0.00042189992483011716,0.0002784904100708579
[4.5-5.0),,,,,,,,0.013179009253244547,0.008988801474761188,0.006089496812872931,0.004754809185672899,0.003551193409904216,0.0025683018069008238,0.00202354484591843,0.0015654034768859575,0.0011459877124312488,0.0009385052515810358,0.0006879590536993906,0.000536700965511158,0.00043753302435797575,0.0003357046994295851,0.00033822778056646804
[4.0-4.5),,,,,,,0.018678282399174382,0.012605832551528846,0.009234248619141123,0.006088499901020295,0.004598857003578178,0.0034027075426707304,0.002488745361254449,0.001872490371972251,0.0014926988614326346,0.0010893990512371074,0.0008496076521174005,0.0006287789132201773,0.0005755837567578475,0.0004220228735376116,0.00031271913368789397,0.00029293289553570704
