"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width Ratio [none]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.03897235172807636,0.03226064216451715,0.02565584079150088,0.02491306703152627,0.02253495781366978,0.02024843799630235,0.016009687957933786,0.01585090810560716,0.014968093580356742
[8.0-8.5),,,,,,,,,,0.05058825792951632,0.04083905109021882,0.034435830765213095,0.02754196768557352,0.025861078504499563,0.02180589970506577,0.01898259706317059,0.01724671246648452,0.016332122311851625,0.013941719205428393
[7.5-8.0),,,,,,,,,,0.046740057320767754,0.039992416984781134,0.034067347694176735,0.029545645659570897,0.024032514287371402,0.021319876172073253,0.018986038209532506,0.017802007056766888,0.016367377436204734,0.013386061149374432
[7.0-7.5),,,,,,,,,,0.047997794752643944,0.03952039387370743,0.032771903561971336,0.02877061131584113,0.02386341105697807,0.02155747371449172,0.019002010520413507,0.017129291510303273,0.015915417536595484,0.013250061546875939
[6.5-7.0),,,,,,,,,,0.04819230406804929,0.040985699181636595,0.03390922785420399,0.02936717718016849,0.02472824190610517,0.023036542986946955,0.02019372630086423,0.018760777089784863,0.015464112386617598,0.013457349088419232
[6.0-6.5),,,,,,,,,0.06302584514050466,0.0495829535657308,0.04215398546278992,0.034935316404081,0.029505169733660047,0.028148853085709632,0.022587626193163263,0.02028915584909013,0.017513738443543432,0.01548525255820864,0.015000336032101184
[5.5-6.0),,,,,,,,,0.06484721203739123,0.05451873727172423,0.04286447066158923,0.03459956535948964,0.02953927801858387,0.02561721469740449,0.02239466881764382,0.01972520407099449,0.0172226924722133,0.015956666707028135,0.01475055902961884
[5.0-5.5),,,,,,,,0.0787782377582099,0.06363057920668005,0.051366593941919905,0.0435116782277664,0.035124936826559865,0.029521129846710556,0.024801289229557356,0.02293293119938016,0.018655334792535495,0.01650027369714184,0.016253060697545868,0.01460636526142977
[4.5-5.0),,,,,,,,0.08050459186402793,0.06442400304962757,0.05050052623314281,0.04238986124199775,0.037404446848028676,0.02998756805986573,0.026878100390433115,0.023436009467407072,0.01912180363972596,0.017839425645544336,0.015687102066368648,0.01470553739276149
[4.0-4.5),,,,,,,0.09609352307017051,0.07865984674002505,0.06781445018426162,0.054869557519398184,0.04367642265390053,0.03728620053659954,0.03180555825441602,0.02711718032147166,0.023740571567369126,0.020412114807859903,0.01862213407078889,0.016188676011765213,0.015579591569781477
[3.5-4.0),,,,,,0.12212339386074338,0.10046088235587164,0.07813536660688528,0.0644960033758724,0.05612405814223567,0.045282354063774524,0.03734692561471196,0.031126930690572766,0.028479541911234706,0.02264786610788961,0.021753432308370086,0.01871466616557844,0.015919131983095337,0.01590797167120011
[3.0-3.5),,,,,,0.12103135167019614,0.1017058004937974,0.08070539617276044,0.0643809927440668,0.05295197015428439,0.04458296697258361,0.037529187353853875,0.032341892093546445,0.02774270903087988,0.023989429698308907,0.021458036948925202,0.019596360711649635,0.016097426286689993,0.013546598893687554
[2.5-3.0),,,,,,0.12159282272372925,0.10223813995415029,0.08303936244934462,0.0708817415117649,0.05453053840600347,0.04662605910606941,0.03798227980560433,0.033708339877404965,0.02801335728505952,0.023894243910094638,0.020647041036806053,0.019508862197501843,0.01575604867081441,0.015506991070054644
[2.0-2.5),,,,,0.15371792151425917,0.12433694669650126,0.1035773944259702,0.08181531680401649,0.06767374776222991,0.0591234444639604,0.04802338778893578,0.04065095140543088,0.03312839757265309,0.027428313554353306,0.024843940823617343,0.02152044145233299,0.018596182171642918,0.01620624157055796,0.015862655461769865
[1.5-2.0),,,,0.1856340048013652,0.1562430629178028,0.12707266116561614,0.10241269782111675,0.08470568842561844,0.07156249215157195,0.057247508610219135,0.047279642156708906,0.037323342069631386,0.03484016290084476,0.029245956426222065,0.02599238628758757,0.022216582150188874,0.020344025419446587,0.017563646702433395,0.01541850761304712
[1.0-1.5),,,0.20840665761247174,0.1906565223626332,0.1600817983309752,0.1292373309444448,0.10391681037626838,0.08785520081190079,0.0685347579344251,0.05580304608258447,0.047382612960012706,0.040733896529864026,0.03649262739582987,0.030031561175139075,0.02579314700309983,0.02390490580834398,0.020511327871577553,0.018367498128873765,0.01569910712732068
[0.5-1.0),,0.18934601790276168,0.21396843575220711,0.19719458282741376,0.16536775069648177,0.1341923105945326,0.10804054599172469,0.08668031215304048,0.07192801625908422,0.05762407443639766,0.04741529252219775,0.04209902409244479,0.035744144497729696,0.030114312481069716,0.025311330542168886,0.024679520846046105,0.021629513479968117,0.018008400951240462,0.016591042254649125
[0.0-0.5),0.04502706821729715,0.19359814660496666,0.22413307678848762,0.20847250146642354,0.17469024633351363,0.1391926909802576,0.11273999206123728,0.09219198872637697,0.07955755643375896,0.06103790432745094,0.0494734104127973,0.04084922862327653,0.03516840360358696,0.03064615086075697,0.028528313971624673,0.02314625147105486,0.021682529501814714,0.01872092419615217,0.01820052474875985
