"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Pitch Angle Maximum [radians]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.4364976088221513,0.3994956709611877,0.36347311117914083,0.2666774864480684,0.1778447017731584,0.19229246476151843,0.12093088374190188,0.09105227868939639,0.29183978469506194
[8.0-8.5),,,,,,,,,,0.5845815859550616,0.3441635127272449,0.3568088449368377,0.2923730723945397,0.23380848430067946,0.16265174258360435,0.1271657480538748,0.10824235400041787,0.08929632390941071,0.38314227381629673
[7.5-8.0),,,,,,,,,,0.4990861117074103,0.4711223250413521,0.45921439680921466,0.34331131130253767,0.2000246501896638,0.17227020579043856,0.13060040389476565,0.09712199186450296,0.08225974073707809,0.23115233049287406
[7.0-7.5),,,,,,,,,,0.41888103823216044,0.2913466166651571,0.27639241700575945,0.32028185928173597,0.2285008507948055,0.13877992892834878,0.11361484406799965,0.11293210898376917,0.08938195387554276,0.22487376401412087
[6.5-7.0),,,,,,,,,,0.34873355654344107,0.29640479118754354,0.30781524688927925,0.21648601899976755,0.18582059941455056,0.11975814141827541,0.09029486083430557,0.08219267072476645,0.078818704159824,0.18676286019713007
[6.0-6.5),,,,,,,,,0.42556876638703933,0.3121306722750024,0.2590486860449677,0.3093491228399632,0.18694911417967183,0.1470277184018721,0.12282133512802779,0.0954739719906166,0.07236768008784811,0.05817524312931111,0.22000325496682677
[5.5-6.0),,,,,,,,,0.42013260743785436,0.28247932619197236,0.27246064572412526,0.2178272739341393,0.17605995746983513,0.16300734812187154,0.11436244989386586,0.08555330157340592,0.0718191811354548,0.05330306508120653,0.20524220481693772
[5.0-5.5),,,,,,,,0.40951085996421005,0.36254703597483473,0.25494473579080135,0.20849140199274724,0.24848108259576507,0.14623952825940184,0.1206646380117839,0.10071673265371918,0.08300032109380076,0.05634044376281978,0.06780807536886016,0.16582373336185563
[4.5-5.0),,,,,,,,0.38418296556510995,0.2818356768906292,0.2319413520820105,0.1855028936961433,0.1946650396932592,0.14874161187603335,0.121248747074104,0.0777030363668945,0.08329792300108897,0.0505832545628149,0.05175345077807425,0.12358671780247116
[4.0-4.5),,,,,,,0.4221555078815768,0.3500149079757669,0.31365130675470665,0.2137355924943302,0.16199355619354508,0.18219472514348148,0.15377824613121507,0.08912370822269021,0.07926916796265666,0.06828956101144765,0.056045274770070014,0.04174181453254777,0.12841960133409364
[3.5-4.0),,,,,,0.5485457518684694,0.35737291150159806,0.26760979604893276,0.2174363044326565,0.18312033207147496,0.14666706899737952,0.14781085283738277,0.12564935428990298,0.08089071650339473,0.07576975027468004,0.05327132396338423,0.04297943574348766,0.03517857913326967,0.11289542801553928
[3.0-3.5),,,,,,0.4042756204439221,0.3519293681714276,0.23393096868419433,0.21478159935361424,0.16102893412200728,0.13373199808063738,0.12844982881772443,0.08978611690020509,0.07702570708779531,0.05286020287987691,0.04508468185940393,0.03650845562548998,0.03598061749628167,0.09394144259191393
[2.5-3.0),,,,,,0.3183327221921528,0.2578425488525565,0.19845689305210332,0.16131593066923855,0.13811521764624407,0.10663179280487681,0.0927847391646912,0.07765749191480914,0.060824175479713645,0.05049271522762353,0.04276993790897848,0.02904222670048376,0.029956790893993036,0.08589139617876451
[2.0-2.5),,,,,0.33173919553778797,0.2523159405459308,0.21067725324466335,0.15556628014959306,0.1576906832426002,0.10063211462530046,0.09579517414547867,0.0741489634429996,0.061093578666428734,0.05110811506640689,0.041270773238963505,0.03175730233825752,0.02834283498451894,0.021570857921641443,0.0745281696659585
[1.5-2.0),,,,0.43274718091948555,0.2727446486839946,0.21979209502169883,0.15898677008109333,0.1383117146436491,0.10126027886236906,0.08286498935440191,0.06600500707497255,0.06781059218810562,0.052663744070818634,0.04074696747230826,0.028242155564311554,0.02284490302993808,0.01918233774013275,0.017240972947006654,0.056569279561711844
[1.0-1.5),,,0.29715692689905704,0.22531064796003733,0.1928823294998101,0.1265232716795622,0.10699055516521143,0.10617788725534988,0.0673471536110985,0.0581566465782162,0.046138741924415166,0.042399114092783866,0.04077698896253134,0.03062053303960081,0.02131344296613782,0.01619411936962808,0.01338008554526038,0.013037380866170633,0.03949659431865929
[0.5-1.0),,0.2320329111797347,0.19959213745545434,0.1595207996643335,0.10694377677333253,0.09321014058054987,0.0640631061579469,0.05046679276077281,0.0414555374869667,0.03713199753347836,0.029564747243673355,0.02993203088857821,0.02068530942578314,0.016035472340927583,0.013916851053396968,0.009909924393230147,0.007884805810344843,0.006806269468603894,0.025165832497904446
[0.0-0.5),0.032676826936231515,0.07070964360853321,0.0646945574653172,0.04506677038187907,0.041489841858019245,0.026632365889211775,0.022999116497903024,0.01956835487822517,0.01601001080312356,0.010173173403011488,0.00983948374663337,0.009517184462330592,0.008347446956668557,0.005583126747614946,0.004272478616444817,0.0032462901836601277,0.002706509496193588,0.0025498619756245356,0.0077351300138594715
