"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width Ratio [none]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.0011360223089839957,0.0007202179820441662,0.00044739452644611597,0.0002682285529589341,0.00015827985924786727,9.412935430205629e-05,5.7183883827777754e-05,3.57701803032032e-05,2.4249462957182553e-05
[8.0-8.5),,,,,,,,,,0.0018578536843494018,0.0011537905065340196,0.0007246420455176164,0.0004487160966581155,0.0002682456412122115,0.00015775903945122827,9.388305507724376e-05,5.6818406849980386e-05,3.58955559996029e-05,2.4496185698788822e-05
[7.5-8.0),,,,,,,,,,0.0018986675856396233,0.001152912971976417,0.0007316530920382726,0.0004502152276110053,0.0002690955215955968,0.00015800152465804344,9.369779516747771e-05,5.71051536473933e-05,3.576383051639857e-05,2.363114246349377e-05
[7.0-7.5),,,,,,,,,,0.0018683512833917782,0.0011571775309349181,0.0007325593329683686,0.00045191207014521056,0.0002700754335375401,0.00015816116862169832,9.363940162953917e-05,5.704617464816722e-05,3.583798417044283e-05,2.393402956266974e-05
[6.5-7.0),,,,,,,,,,0.0019101023671768834,0.001161813124082731,0.0007323140715635479,0.0004542013575944754,0.00026944163314680515,0.00015885710485618823,9.350563021579633e-05,5.731065815657648e-05,3.586396221906613e-05,2.4433483263523523e-05
[6.0-6.5),,,,,,,,,0.003237126817072151,0.0019095873717064316,0.0011660443468875013,0.0007370936533619249,0.00045500758322833873,0.00027045643661834486,0.0001589138010418849,9.414941141869961e-05,5.699601673779151e-05,3.587081701406332e-05,2.4153471788127968e-05
[5.5-6.0),,,,,,,,,0.0032669995570826227,0.0019166415643172324,0.0011663432681140872,0.0007396326672207395,0.0004580013727945248,0.0002702868805320991,0.00015846781546690998,9.400111556640753e-05,5.702527089561507e-05,3.576024129856503e-05,2.426055519477853e-05
[5.0-5.5),,,,,,,,0.0057595220845972454,0.0032813527307389316,0.0019299006356902888,0.001174444853528602,0.0007424810703190446,0.00045843342980782747,0.0002715812959462337,0.0001583199389822127,9.392991019451755e-05,5.707807136605702e-05,3.577794215566567e-05,2.382180329953641e-05
[4.5-5.0),,,,,,,,0.0057483616360428655,0.0032807820161388497,0.001941903389870631,0.0011797237084328453,0.0007493186378710747,0.0004587740914393962,0.0002710220188938166,0.0001587090862323497,9.401745220714923e-05,5.73675680289027e-05,3.573737769818833e-05,2.3831157436662095e-05
[4.0-4.5),,,,,,,0.01090011265533808,0.005810694869217077,0.003326559140942647,0.001948321781602239,0.0011881612458102726,0.0007542817662640669,0.000462790096081534,0.0002719911120228355,0.00015943803718427159,9.426159032462211e-05,5.713229862387634e-05,3.5693012487140837e-05,2.4427089569843267e-05
[3.5-4.0),,,,,,0.021311239265815903,0.010912665443824908,0.005902603337302697,0.003306975896582605,0.0019640536506376196,0.0011968221576331697,0.000757308757566411,0.0004638381964778528,0.000272930528230811,0.00015956581376234518,9.429780454470964e-05,5.752951069634628e-05,3.591894077075995e-05,2.4167639102531538e-05
[3.0-3.5),,,,,,0.021968343319507297,0.011027731931300869,0.005935194981862918,0.003350654355312841,0.001968257988041769,0.0011954141754774842,0.0007594285239948604,0.00046712268095280244,0.0002736357186707776,0.00015889161525195906,9.479300147750457e-05,5.7605404815965974e-05,3.6006006133540724e-05,2.400425929529295e-05
[2.5-3.0),,,,,,0.02214149054136856,0.011140633415909368,0.0060111635453234695,0.0033949680908421987,0.0019839886510409997,0.0012047072099195518,0.0007668215002262088,0.0004678720025435267,0.00027336772953497133,0.00015945115136474516,9.440685234970006e-05,5.736692854294075e-05,3.572683868689959e-05,2.4393034906735344e-05
[2.0-2.5),,,,,0.04899510316238656,0.022263233415779397,0.011310971222162694,0.006073048801210653,0.0034221343304926912,0.0019979088641889167,0.0012043792640817025,0.0007711034860577998,0.00046866522526277626,0.00027452472424222186,0.00015959028677498078,9.435264248407365e-05,5.745157036038313e-05,3.577675288235107e-05,2.4247718272697274e-05
[1.5-2.0),,,,0.11184160878090832,0.04861741529493465,0.022660347672090474,0.01137685477035984,0.0061099505348466785,0.0034474128862026017,0.0020146647374289996,0.001213180842106646,0.0007733899775867837,0.00047120361254226735,0.00027409759522661225,0.00016016152635850753,9.459438299499387e-05,5.729101051598785e-05,3.606032187605331e-05,2.4459430353599647e-05
[1.0-1.5),,,0.2840886990556246,0.11527130088000637,0.049429254665294714,0.023031755893470635,0.01159354071967811,0.0061648096511316515,0.003456067921440857,0.0020270410431094165,0.0012233049382445876,0.0007826977836544236,0.000474211369817723,0.00027510240582922043,0.00016002051844913763,9.471196975151135e-05,5.74975432182047e-05,3.598662765899462e-05,2.4544918899769736e-05
[0.5-1.0),,0.5884743559439012,0.29522771121403113,0.11890465342926229,0.0503465423491168,0.02330694043581583,0.011676627110556045,0.00625179859214527,0.00349342947749105,0.0020392226380031315,0.0012304265308570915,0.0007860520565401281,0.00047513834550857916,0.0002763423534120293,0.00016000828387822779,9.490925398441485e-05,5.7756277243557126e-05,3.5944353046198396e-05,2.4255269796772672e-05
[0.0-0.5),0.32188850337063135,0.6143802231036373,0.31148427191258754,0.12393825266959395,0.05244743544712783,0.02404779407816123,0.011883234212656659,0.00631767764902282,0.0035397553118654197,0.0020524998042472146,0.0012313227201799838,0.0007893403732915774,0.00047641723255929536,0.0002757268791488655,0.00016019930460744571,9.451264971904975e-05,5.7485188263944476e-05,3.588419688956002e-05,2.4320663365767893e-05
