"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Peak To Average Force Ratio [none]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,5.23580151078555,5.408570523077744,4.859458410709626,4.3547116317561665,4.8966298352395095,4.074238913763604,4.051775924706767,5.699691190004402,8.492986330970753
[8.0-8.5),,,,,,,,,,4.740200062811458,5.024164464663503,4.476036206766908,4.606489943904273,4.111222683280503,4.143424561348473,4.078928389206784,4.680694068683952,4.508814341673211,7.8475130381573175
[7.5-8.0),,,,,,,,,,5.032223383046858,5.362116044168929,4.868641873551994,4.142537265992998,4.27316708921031,4.44876632470395,4.018719990031733,4.029827218766717,4.007064401733514,4.334337357979736
[7.0-7.5),,,,,,,,,,4.647104466985948,4.390948311030247,4.786130855876145,4.685659762915001,4.7393626098946235,4.371984559421523,3.939222368410859,4.097584105212767,4.090405433889689,6.153872667783446
[6.5-7.0),,,,,,,,,,4.72074288900646,4.8486599753588955,4.7973392470128875,5.286294503117008,5.6353079638666665,3.9892801967681986,5.187678619948606,4.4233538054137895,4.29284585437561,5.217682283614804
[6.0-6.5),,,,,,,,,4.971277140147984,4.565094981920862,4.44174845050034,4.398008734259536,4.5587258378740625,4.24017354018328,4.1893669240647124,4.065085491521013,4.290629272256793,4.481067615927649,5.172758416460954
[5.5-6.0),,,,,,,,,5.595741912999392,4.8118580080771505,4.506204680489886,5.0438935738318404,4.885057084854853,3.8686103269847614,5.064073817076071,4.04014587517158,4.038751677508462,4.309593555135878,6.664291080157281
[5.0-5.5),,,,,,,,4.858234106269421,4.53005512257402,4.330439180648312,4.96308079691441,4.755775840681426,4.460580300123387,4.241827879049877,4.3420794274097245,4.037964008284857,3.945612927151126,4.476384805481812,5.365667258667453
[4.5-5.0),,,,,,,,5.296616697902311,4.952559190602043,4.967569124933046,4.892365613155886,3.986118816671551,3.7944571155525924,4.342533649910926,3.9215588849238685,3.744845607934652,3.8901814313414347,4.1024722311818955,4.769114721106371
[4.0-4.5),,,,,,,5.544348657034557,5.457894709459312,5.109666250245661,4.869426438273202,4.05893868015878,4.192296222535973,4.14552304502023,3.8482023090787227,4.051080061833334,4.731546350918194,4.017648649358765,4.155938434670648,4.690316992988233
[3.5-4.0),,,,,,5.248246222228759,5.413943670224966,4.868292887092125,4.519892104162364,5.056698942321321,4.642392103080219,4.274798882549563,4.295544309610657,3.897776968513853,4.427277007244662,3.8588469796524936,4.594956758871353,4.4802336555277815,4.850829447821753
[3.0-3.5),,,,,,5.619804166813388,5.272664870839105,4.779000890324488,4.826426042648531,5.055965252523421,4.628940201534354,4.670607691470586,4.04563217466361,4.163221366548292,3.9946550527503586,4.306508191229953,4.253382487865568,4.146959145513946,4.644143434645574
[2.5-3.0),,,,,,4.758104946225999,5.651522204908783,4.550637077516035,5.242741379610293,4.711381609501472,4.714753285089795,4.1195017096146005,4.090267725585452,4.186815497189107,4.6250384551188635,3.9313597278428967,4.127442968210383,4.2088926989579,4.508628287624514
[2.0-2.5),,,,,4.7902140606953605,5.304320022971171,4.348599603202455,4.781777256906947,4.372930889347408,4.088044477892661,4.60814786593973,3.7200237827422376,4.178470933183619,3.798621819740891,4.419949138361474,4.3037957637560735,4.139044303542731,4.39100690495695,4.832012944210466
[1.5-2.0),,,,5.513238324579452,5.249064790769924,4.9679356277161775,5.30008400464749,5.327463724982166,4.587451713608271,4.5744238646361985,4.466968444235695,4.126439518882891,4.25827908179284,3.9698397943703,4.038797834946186,4.0302905866239565,3.955503621440841,4.370118372723954,4.370227676098248
[1.0-1.5),,,4.62494993818776,4.466373836996141,5.342291501914731,4.3782820260493285,4.587876881195614,4.759899458906659,4.703098207413174,4.365657795148056,4.358796198957612,4.258054549763219,4.245085718255602,4.438729782657462,4.689309932144041,4.060897115471958,4.019258566142892,4.147444805947789,5.056859044833433
[0.5-1.0),,4.90069108090763,4.906289998671909,4.814351608185422,5.199223477351499,4.534068883032734,4.577715327475291,4.5546970548719194,4.73629089453771,4.547344954132507,4.189293415141994,4.561599444321035,4.15777821275627,3.8274143654298713,4.250926965784007,4.01582071152261,4.2311954885414504,3.823823418771129,4.486191635387557
[0.0-0.5),5.011020066967684,4.858511637315577,4.784536349150488,5.00001600909929,5.7941951763020665,4.8274561793596815,4.978097249108119,5.001047461372746,4.545760996792042,4.6903124793910775,4.789675578217665,4.375557241966473,4.028999796826604,3.7268860824661076,4.0479134357836415,4.000349289352188,4.210175684721704,4.015668411882262,4.358075363572252
