"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Power Take Off Heave Velocity Maximum [m/s]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,2.056906270381677,2.555863708457359,2.2591305757593885,1.932221105578104,1.640836147303236,2.1121317047025103,1.5054200589513573,1.6356740233042748,1.6740803363799481
[8.0-8.5),,,,,,,,,,2.2063266462293742,1.9444032093220738,2.235801359409762,1.7563803210862807,1.8306929998723458,1.5717324966547086,1.4749885386349015,1.4462129088189524,1.97443988689822,1.6589260797975918
[7.5-8.0),,,,,,,,,,2.5718046997475237,1.8999471215886818,1.848335430225184,1.7275598934961098,1.736664314479779,2.01267281499378,1.5735898377558644,1.3774872873179655,1.431454490646693,1.4108401100454768
[7.0-7.5),,,,,,,,,,2.0459689826956864,1.861344311356841,1.5775610148685297,1.705241096290097,1.7906349943129425,1.6602143760450137,1.287938821408438,1.4132319073267692,1.3607690607950471,1.1786719598409463
[6.5-7.0),,,,,,,,,,1.6826206703728015,1.948031721045284,1.456118820218589,1.3371388401016617,1.4209810510717984,1.3357389915689284,1.2270223125908883,1.0497340160433992,1.192572037981167,1.074765707552866
[6.0-6.5),,,,,,,,,1.53337649891961,1.6174897058760698,1.6639178660180867,1.462386516411512,1.3802738279856228,1.3300569963039286,1.5644952748847263,1.0776683491556571,1.1861476055339313,0.965162883702855,1.378783082924231
[5.5-6.0),,,,,,,,,1.39051524322349,1.4970926700488087,1.7693166192509475,1.2016948343619918,1.2502012917837135,1.1511938134205062,1.2375968281050622,1.1111781757950845,0.8846755763212328,0.9140920540809044,1.1785740618442733
[5.0-5.5),,,,,,,,1.3055404609016648,1.4825880955220099,1.42046019158999,1.3027339030509388,1.2740502275486467,1.1467514904319387,0.9476135724937876,0.9783008125405541,0.9787419328761116,0.8431085865250787,0.7848490914906419,0.7929655419068676
[4.5-5.0),,,,,,,,1.3343301593659325,1.5257031901084666,1.0581641655942322,1.0604994058842525,1.0662850144614975,0.8950771884824514,0.9374826067012608,0.904706697220267,0.7239764783287976,0.8081607666941789,0.7140008214524552,0.6227346256619236
[4.0-4.5),,,,,,,1.3294225665892663,1.0946292506879867,1.0497923590309948,0.9527402598166308,0.8445283721748599,0.8279652448419218,0.8403022206950113,0.7291700520509309,0.8434065596467416,0.7235608629677603,0.6057319303222976,0.6524605983077219,0.5809787417229413
[3.5-4.0),,,,,,1.2678746731767505,1.1662784089203222,1.1103393769355299,0.9783700378936334,0.8118837684379244,0.6660438786802712,0.7199807887414403,0.7986080118087163,0.7204749989493948,0.7295050537831475,0.5993620249264816,0.5645811124756481,0.6338035535125411,0.4956622978212087
[3.0-3.5),,,,,,1.1053142773523823,0.9981057438542453,0.9029898302899015,0.7587738631482881,0.7532694936582249,0.5876068053632322,0.6153390671314336,0.522951351225475,0.523689604838135,0.5021675225318873,0.4746356995665881,0.49479808515634144,0.5051226457051463,0.4204845951035753
[2.5-3.0),,,,,,0.9107892422789671,0.8671062920716134,0.7871188257994203,0.7179919388846413,0.6214831464908487,0.4862673507189112,0.46541899504573075,0.4534650618279995,0.4325804640475279,0.4265721598873779,0.39099613640337716,0.3798814378804153,0.3060190044068225,0.3549179786856365
[2.0-2.5),,,,,0.8807753292402614,0.7547180928456206,0.642043853639385,0.6258352023177243,0.65058564089846,0.505425228524789,0.4920445651567936,0.34202747223586255,0.4019078126774058,0.3560659475057984,0.30888570623980893,0.2812468877094921,0.26667355731936065,0.2484585158764082,0.24049437139087673
[1.5-2.0),,,,0.9172517011410563,0.6911559967655443,0.6607516724297465,0.4913491285394228,0.4859600450632619,0.4684411573655565,0.3317309065328528,0.2884061729898447,0.2674315723359379,0.2585276487943855,0.25962062494210275,0.24906722115579158,0.18328707860153354,0.1570247689906505,0.17615974183748548,0.15541436775353926
[1.0-1.5),,,0.8144246933950575,0.6649900491504963,0.5133772860998915,0.4160586813818844,0.38903480803838,0.3097314565075755,0.27849874581310635,0.20849209687590922,0.20509092926355843,0.15603102278731895,0.20949107012732293,0.14254246917505983,0.1492320567652186,0.1377888194190125,0.13937600425978192,0.11362236821275612,0.09264491753704439
[0.5-1.0),,0.6614163437633048,0.49662401721740546,0.41860733008469453,0.3183999516282728,0.2617320252100025,0.21350848755272644,0.15534681897164412,0.1342083890475734,0.11954679928337067,0.10002903583427895,0.10366923058656285,0.07922257273891836,0.07648228504505991,0.0663853548987209,0.06434634373971572,0.05472413110142637,0.05006044681678663,0.04927676721747926
[0.0-0.5),0.1944505724372667,0.22869975059439304,0.1728700258624509,0.17515472958096853,0.11665450553099407,0.10992035434880841,0.09057365233527633,0.06578495216242444,0.055357515535116565,0.04602760481122274,0.03362415516950993,0.031032938006545035,0.02533556523495454,0.024475379320064123,0.026751963606037973,0.018130187220440772,0.016662992480159112,0.015877574570558717,0.013383195576870104
