"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width [m]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.02934758119790724,0.023366611268766973,0.016991065493291057,0.014735136834529565,0.012565651384659126,0.010164717250090386,0.007049338097039573,0.006190986333266449,0.005117100303430743
[8.0-8.5),,,,,,,,,,0.03945151722490436,0.02966273254715036,0.024022561103791418,0.01777019977098373,0.015314201764435596,0.0114060798917114,0.009056818073223224,0.007129171756262933,0.006425847720705053,0.0049007742924733625
[7.5-8.0),,,,,,,,,,0.03788126695077329,0.029426307207274953,0.023517901643459703,0.01805658284851307,0.013502118824555206,0.010841821461362542,0.008935441152064433,0.0072177312473232875,0.005869305346420965,0.004230599575150329
[7.0-7.5),,,,,,,,,,0.03807787752343647,0.027860306744226022,0.021943884287892904,0.017259923784893393,0.013088546409454475,0.010312697191000036,0.008319326114755169,0.0068178893273498084,0.005784148730856564,0.003964652733585583
[6.5-7.0),,,,,,,,,,0.03661563705783024,0.02862613760868853,0.02155900791473554,0.0172146733173769,0.012561726879996108,0.010778272678719829,0.008012505038456436,0.006740974405364366,0.005141392474073203,0.004005186979644556
[6.0-6.5),,,,,,,,,0.050447250031266516,0.03574044121013478,0.028114023797822855,0.02136971730532335,0.015446727452980398,0.012978153383722532,0.010282069253362499,0.008024437917308815,0.00582249013084356,0.004842257091555761,0.003920770408261579
[5.5-6.0),,,,,,,,,0.04982671977644178,0.03772886620739035,0.026945256466818064,0.019781526894034833,0.014985278999106611,0.011771248559825446,0.009185232944584475,0.007414511985599835,0.005240464240020368,0.004471884344194613,0.003633757720236202
[5.0-5.5),,,,,,,,0.06957095407423604,0.0492033871416614,0.03599449906250352,0.026150742456179273,0.018773272650389503,0.014821662458255816,0.01100209979377803,0.008623007031033867,0.006447128496658151,0.004949471689604629,0.004188022429314813,0.0032048014088391203
[4.5-5.0),,,,,,,,0.0694571567633648,0.04704435567948409,0.031843103705733455,0.02473460392501077,0.018403264885955024,0.01343262402031567,0.01052253604692243,0.008286730508069554,0.006074466715291506,0.005027881648689267,0.0037294993985703597,0.0029117765236874754
[4.0-4.5),,,,,,,0.10031295800743271,0.06695228881379219,0.04827224949670964,0.031813492377917946,0.023957918181111412,0.017748844990888826,0.012970442544948118,0.009795805652532128,0.007898188900715157,0.005756338660924446,0.004544858353617838,0.0034067646012133327,0.0031068564132798143
[3.5-4.0),,,,,,0.15101723449222837,0.09773226276919098,0.06468131965361298,0.04260892922024342,0.03182679412351751,0.022976692728410977,0.016632266346895484,0.012113018678848737,0.009499294288120791,0.006734582871440485,0.005529363999644343,0.004225903646249834,0.003151732402724958,0.0027316930929089066
[3.0-3.5),,,,,,0.15031988279756064,0.09815206426413613,0.06349963598209178,0.04217645176055504,0.02912445449519286,0.020450007679507495,0.014480699673105769,0.011238275265086611,0.008467237148970493,0.006191849842871919,0.004945573050367925,0.003922815581118944,0.0028158149336148445,0.00210734074759757
[2.5-3.0),,,,,,0.14913589690447235,0.0944157369637442,0.06165806826210235,0.04317113144634467,0.027327128465220927,0.019579413593072328,0.013768838628470809,0.010157695373097146,0.007600673900842314,0.005386363205688577,0.0042137997298033756,0.003385480125683372,0.0023604878317494975,0.0020068790525664274
[2.0-2.5),,,,,0.24781453342608656,0.14780312058453585,0.0923539079567728,0.05775990370739584,0.03894402179181799,0.027489973557658323,0.018149473460043516,0.012510840725626542,0.008698211492901602,0.006486922680869038,0.004763732598422673,0.003684854095327046,0.0027938876636634663,0.001975978003354579,0.0016657657101589636
[1.5-2.0),,,,0.4164664943637259,0.25106321267417353,0.14734945172006175,0.08831211991995108,0.056485091417773234,0.03763251886555389,0.024200156618030686,0.016132165581119615,0.01085892742142229,0.00806622018748086,0.005707882808080041,0.004376771109642129,0.0031683777465213643,0.002301965075513043,0.0018042874551909493,0.0013785812186620642
[1.0-1.5),,,0.6773421247204517,0.43745029366959,0.25584684108532424,0.15125176210445723,0.08960263093852598,0.0538506193428261,0.034119751882041555,0.02227613765001026,0.014616402944698233,0.010065252056575496,0.007327678820529694,0.004997277181273298,0.00350673570159905,0.002683651718801497,0.0019557137468155556,0.0014534918818354982,0.0010847123180492185
[0.5-1.0),,0.8561301420680906,0.7182544123005612,0.46523929320492474,0.2732501331422223,0.1539106032688603,0.08872102308531521,0.053830920536751724,0.0325983822949251,0.02102675067920729,0.013501775705805734,0.009118188843080143,0.006274347432634643,0.004275770455352788,0.0029665955067080764,0.002220376263611386,0.0016118279696947316,0.0011512834989557796,0.0008305066513482903
[0.0-0.5),0.5153693550187602,0.9091838871858894,0.77341913494314,0.527661227332688,0.3158623374514374,0.1734588543834716,0.09860362367401569,0.05698072059705842,0.03458335197717817,0.021418991130126876,0.013371488310334356,0.008764525998985865,0.0059042311750689795,0.004021243201601816,0.0027786381004351484,0.001953726614258898,0.001404095514530782,0.0009868144260691096,0.0006963820337764366
