"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Power Take Off Velocity Maximum [radian/s]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.5101528037107812,0.28818656313901636,2.0438853246776616,2.193436283385999,2.1554873731285675,1.2527973021922567,0.8825442445592522,0.7367996103813079,1.118091525275628
[8.0-8.5),,,,,,,,,,0.9067371639577421,0.4221526277997846,0.2584498228175431,2.6807531260155746,2.6276423148426002,1.5651374749340026,1.024699891123651,0.5125487314989895,0.7189518879904528,0.9641158903258349
[7.5-8.0),,,,,,,,,,0.7160783252853405,0.4417733787133645,0.29898583861692907,2.20192370779462,1.8920540073949457,2.0590904354478026,1.1217864747069308,1.0808781974895159,0.5930546627686588,0.20134275720527645
[7.0-7.5),,,,,,,,,,0.5115446068875095,0.34590134713001125,0.24043558411246385,1.7138759467603248,1.6908765537375379,2.1673160458276315,0.47532528340856867,0.9878337369404447,0.617160401275037,0.19861168355641462
[6.5-7.0),,,,,,,,,,0.4976662618400298,0.3046549740560647,0.21039966678120353,1.2565473959669862,1.5351980281811946,0.7127732227829152,0.38162027919466496,0.30439072122450767,0.3984011241970163,0.18681920181376166
[6.0-6.5),,,,,,,,,0.670299645877217,0.4303377001007573,0.26257453824296867,0.19592974155822782,0.6950094648901207,0.6112296061403796,1.4008843011867096,0.27486587019796493,0.23823034613957306,0.17842826526447722,0.2045196638262285
[5.5-6.0),,,,,,,,,0.7244419312075832,0.37410653115263076,0.23341289746737853,0.19040333063518106,0.6530745510346135,0.9202791424795898,0.4364231208067745,0.2576783982834409,0.18895210909811477,0.16420956169946863,0.18232352035085125
[5.0-5.5),,,,,,,,0.865673214515174,0.5493369494080133,0.32130558397196257,0.22902844782367648,0.16911755517192298,0.5771045232423878,0.42265704522170405,0.3590093970290816,0.22726955440321464,0.1501338670402222,0.22767954130951654,0.12993566896079223
[4.5-5.0),,,,,,,,0.7756059674941704,0.5419614153773811,0.32417281449553154,0.20707071110095385,0.13132365278766905,0.42428758812299633,0.397674345459832,0.2554332510005164,0.1753810054014373,0.1432755255314508,0.12153331331261985,0.10439066223553915
[4.0-4.5),,,,,,,0.7973127996228979,0.669631432456787,0.4674784638188624,0.2997125098970151,0.15749140589897778,0.11577573143925572,0.46464536990244915,0.29357577945955554,0.24255619044884444,0.16140059408966173,0.160571464787654,0.11675320059270132,0.09550178521745889
[3.5-4.0),,,,,,1.0260467584552582,0.6672209466068477,0.542067839749555,0.3766479848651084,0.25277253023121676,0.1540403334645074,0.10458301470875345,0.37407365304836904,0.2538625615151108,0.24856298890787876,0.14353142203127003,0.13590394972739844,0.10339404111814979,0.0871330623718563
[3.0-3.5),,,,,,0.9414722804749951,0.7154086083536182,0.55871326996142,0.3588194472742893,0.21248719825360524,0.1392036821133163,0.09599641844666713,0.3054212377663899,0.25871836680459565,0.1677304006646297,0.13518636064020279,0.1067918514270182,0.08432455811710642,0.06809154911714176
[2.5-3.0),,,,,,0.7577268069168205,0.5036213127546589,0.38104012521456027,0.3077876941499587,0.16460483005709167,0.11291780440390285,0.07588490902318533,0.23639432780591227,0.20054959957229626,0.1719410801944505,0.10349810770524302,0.0930058735759313,0.07952873386037963,0.05779167953914877
[2.0-2.5),,,,,0.9126515740879352,0.5925230976486261,0.40222924859815934,0.31984113613550536,0.2195963831229628,0.13209949087517767,0.09021767834679345,0.055024169858719045,0.20522247392611548,0.1652929548104744,0.13489819216355947,0.0865763937067084,0.07182924111824021,0.06378336525338263,0.05002751187346514
[1.5-2.0),,,,0.9546156307896907,0.6802205206453247,0.43174288104745373,0.35416395758138347,0.2745935392111698,0.18206264980766257,0.10760425302199314,0.07009659244867203,0.04580286208022885,0.14549077641447333,0.12429436131545886,0.0964403757451872,0.059084743149984666,0.05218093281666799,0.047136026555503995,0.03726451359940277
[1.0-1.5),,,0.9806496815527149,0.6522218483973133,0.5494415566651374,0.3190435426985173,0.22881791482419114,0.18774346867012295,0.11766264960386051,0.07735192930433922,0.04808633645361815,0.0352145437604336,0.11079520344766118,0.09060834058560986,0.07018018702387283,0.042082264390454906,0.03609280012183261,0.03168847299049013,0.028840319693538324
[0.5-1.0),,0.9726229604657665,0.5879760374595955,0.3709132586851081,0.3126282146249122,0.19169745742206729,0.13334913295838177,0.10507887866325431,0.06903471971397315,0.04732072070746865,0.02860315487877439,0.022555569308628454,0.059208407530914456,0.049069786767499755,0.040280157865074835,0.026919331005822927,0.02112984594992014,0.017901761161734427,0.015974114279827374
[0.0-0.5),0.4434202790994482,0.3605545661944673,0.2053849483161602,0.13549126169751935,0.09526265061542129,0.07443535241711077,0.04613901645299916,0.03470212930778532,0.02508783225038429,0.014756712068730625,0.01082881302650959,0.007439554482889851,0.020655532013197912,0.014956648142486852,0.014318546849917723,0.008431243550386675,0.00794986871994025,0.006929044776926034,0.005166711030011944
