"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Power Average [W]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,47.946610620401884,25.814427318605922,23.59716692492387,16.511012456943373,12.956194801772218,8.672489547031365,4.529278669692977,3.251975476143916,2.6621412462672405
[8.0-8.5),,,,,,,,,,82.2444069731313,42.27036692985699,22.758562239399254,20.610091807393754,15.298330410185937,8.491712245283221,5.914819527680314,3.353452498674362,2.494386866371147,2.2148039297757203
[7.5-8.0),,,,,,,,,,70.77641385568242,37.19810610407683,20.23659286352884,16.90891161076339,11.001118344966722,7.07088242666085,4.939074763362564,3.440518733425022,2.1602795476617707,1.3643931391484332
[7.0-7.5),,,,,,,,,,60.136373718129015,31.72162071907625,17.353878106382638,13.873917608540562,8.577049757830064,5.930420651610876,3.28307087259134,3.018632190897755,1.9109460935418765,1.2015472812993024
[6.5-7.0),,,,,,,,,,52.26022491266053,27.585190402388342,14.966443996599445,10.39082220365503,6.621039983190147,4.319523024574699,2.63554667985686,1.942340156268645,1.5011130433975373,1.0576306484627098
[6.0-6.5),,,,,,,,,83.90899919433446,44.894828875310274,23.621037106531773,12.848952758171887,7.955433697133042,5.184376162729226,3.813494047612096,2.291458937729651,1.5967523475190006,1.1908273724057294,0.8908805662807113
[5.5-6.0),,,,,,,,,70.82253474344806,37.76390338386191,19.959341033622685,10.798040687041194,6.661306874702769,4.331175747295747,2.837462098133094,1.903115295868346,1.330173483867546,0.9832082992650621,0.7510794243784857
[5.0-5.5),,,,,,,,102.0738604639879,59.73177353412966,31.665457086820442,16.56825431316958,8.9625666091546,5.403232367133878,3.4549305762795113,2.2900202554600035,1.5649198787388245,1.1045815303687943,0.820673361040984,0.6061684163227473
[4.5-5.0),,,,,,,,84.03992285724968,48.68258522463329,25.984344698863968,13.59829413634941,7.3461905189998875,4.327579767877688,2.8054448161805228,1.867337143733515,1.2672310822466453,0.9178352863697715,0.669375884506195,0.4960510030402441
[4.0-4.5),,,,,,,118.05644492355438,67.98116258785525,39.38332123665314,20.76162508390875,10.906821555956302,5.903530525388144,3.462259611771973,2.2185491822700483,1.5063991003124435,1.0134144418340822,0.7279174605130277,0.5306113094699025,0.41225596880043514
[3.5-4.0),,,,,,171.26568700201136,92.67665276715888,53.75373347977178,30.54644879832611,16.25568484491186,8.520202650939575,4.585745004656493,2.6629688945761254,1.73297491831345,1.1683815149276942,0.7874340680360012,0.5732535482994273,0.4190607798009801,0.3147066757752661
[3.0-3.5),,,,,,130.43899734541043,70.51285666781341,40.589522883536304,23.241798177247976,12.250479340761938,6.384053263083732,3.4421888960110083,2.005630337665244,1.3048922049334906,0.8650431650868631,0.6015591329807023,0.4328364844221565,0.31601261284370946,0.2341655789947658
[2.5-3.0),,,,,,94.11934975796709,51.18282984280464,29.353501364286437,16.85025552371388,8.80392650525693,4.587949298103631,2.475262773781118,1.4297320456622686,0.9277758251742321,0.622525137695277,0.4271779283697682,0.30866415312011425,0.22312542972829214,0.17183034246154155
[2.0-2.5),,,,,126.197054902203,64.15163310654839,34.661946200180054,19.88389701689302,11.34500592210388,5.920182667696146,3.0699257923054524,1.6570232272843533,0.9627392082922666,0.6270908216888763,0.41472652631236595,0.28661347724281316,0.2058666936290921,0.14970982683544076,0.11400087449223875
[1.5-2.0),,,,162.71764678844147,76.83829243208883,39.38901590953286,21.25295868732603,12.169228120194969,6.919732123059461,3.595578278563644,1.8639708607215895,1.0021396118539445,0.5838836899195359,0.3768895539502878,0.2532043583571794,0.1747050430944539,0.12425874720502242,0.09265826359873544,0.06957379167920436
[1.0-1.5),,,202.13979616066496,85.14317965225112,39.85214551198561,20.407807607715426,10.95696265887019,6.2766342801563955,3.5478234558367365,1.8413024290429507,0.9538640773531253,0.5144369664096806,0.30034579463477984,0.19346284973745076,0.1286744139949562,0.0894258666653165,0.06411929772519387,0.047123619618324036,0.03560059424744187
[0.5-1.0),,191.54980310914894,75.33380887011987,31.71150088280954,14.653279536870738,7.454161719877369,3.983608030837842,2.2897318486931133,1.2885125274689773,0.6648322628873735,0.3439239048275001,0.18502070529607015,0.1080783576883133,0.07007297102651791,0.046372653265649946,0.03240389446772462,0.023241404091677725,0.016992034920492245,0.012668062764606323
[0.0-0.5),27.29081692506339,22.402252402434343,8.848004594252313,3.6353161798982097,1.6807501013741524,0.8448456893103036,0.44956910341299006,0.25781729730211034,0.1446756411584602,0.07405318031942298,0.03812306429405235,0.02048198643673471,0.011994760915421149,0.0077580427116036126,0.005185422619322298,0.003562421460865542,0.0025601540424392607,0.0018800223479513664,0.0014099012322881985
