"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Pitch Angle Delta [radians]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,47.07366703497036,40.93162532002183,59.51698520102817,72.09460568803895,103.66010177787408,103.57347995309257,53.23597069594459,75.57362974139512,109.55858709886948,109.44923512397891,103.29115242705552,71.86841637143925
[8.0-8.5),,,,,,,,,,72.76804857284804,53.6975399795974,34.65642446734418,22.062048561838974,34.59963702932698,65.88050698065058,34.56635894322891,53.22462963628333,53.198405843013504,34.28451938003347,40.539732199920074,47.16522573147046,46.70331985671108
[7.5-8.0),,,,,,,,,,40.77965293435313,28.52360804929768,15.88838258605156,15.8954521307522,9.530250578328802,15.669312664233354,44.20849539104928,46.956364012651825,72.03983313918876,15.572769836370368,46.84545058963769,34.15747004289456,21.726937865432667
[7.0-7.5),,,,,,,,,,16.074882250402723,10.46771142359319,9.63066328085123,9.538669668509192,15.781419831984245,21.94515654539404,15.611991903919357,40.70573316339707,21.72447581300338,15.481375484455684,9.279906657814422,9.097060317262244,21.55253971044123
[6.5-7.0),,,,,,,,,,3.5567548313335537,3.415029196679165,3.3509992681296077,3.3228847944215447,9.44384274280896,3.121228967779215,9.343382411362406,9.265286894398399,2.9389031999764783,2.962000692601012,2.9071499647287435,9.097522376976707,15.531331435118501
[6.0-6.5),,,,,,,,,3.7017186798251456,3.5632929962899453,3.4436881693897714,3.4310847713971135,3.194567251606963,3.19217489002427,9.324975973724163,9.224955426701202,2.9720501879139865,2.8447177103534007,9.11027697792993,2.893594955295022,15.270740419737777,2.7789551486405073
[5.5-6.0),,,,,,,,,3.6172210771104787,3.411213207848444,3.411707767969967,3.1582787054177777,3.1755959608007096,3.3272524916566626,3.080259912320104,2.9237630724858903,2.94215187983632,2.8383840629235744,2.902937116809733,10.071702327103283,9.021716962950249,2.7126029408392647
[5.0-5.5),,,,,,,,3.6461416049718935,3.4500634393363843,3.503437803862792,3.3333584379010617,3.2217947888727005,3.1427889460926286,2.986801426353606,3.0225832333576115,2.9344533770069097,2.8991196895010702,2.774673317409775,2.8376320987325885,2.7795689456994834,2.7039064670607376,2.6332509162648132
[4.5-5.0),,,,,,,,3.4355409667851937,3.487581064490767,3.3200063624964136,3.246705455560569,3.1631939732735015,3.0683689043943208,3.008430039482659,2.9820950629633316,2.8100328884314845,2.811485711015471,2.740870606208924,2.800537211314131,2.6812681725077976,2.620889914145807,2.6810269907800404
[4.0-4.5),,,,,,,3.5336846691155896,3.422368455170134,3.3459526021379853,3.309393461553727,3.311244049946006,3.0604750917503876,3.032707227129377,2.8813436655476377,2.940036461847199,2.8330754805514173,2.7536871739749573,2.706051108246945,2.703905887409633,2.6473356570387203,2.404713992761261,2.4994277307709916
