"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width [m]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,3.531096891780158,2.544589595622802,1.9388332491852296,1.680262837666787,1.363726241507909,1.224704112732838,0.9973319257207515,0.8391269472731375,0.7573878231274482,0.6742260788417642,0.5984150883486666,0.500940609476449
[8.0-8.5),,,,,,,,,,5.3569980557702515,3.7073756266667277,2.6884605967191555,2.0675905016211304,1.6852626603614993,1.4171120634232208,1.2826240254368608,1.0443449629048074,0.8965166118164395,0.7792938852763606,0.6980882975176906,0.6194608363418606,0.51271329050284
[7.5-8.0),,,,,,,,,,5.43218938071921,3.849672239868492,2.903972388498137,2.2672089229535572,1.7963278357640784,1.5816787025349865,1.315497334286818,1.1199481242383542,0.9528224595721262,0.8065551331474555,0.7414177572688624,0.6375276038087896,0.5687917792937878
[7.0-7.5),,,,,,,,,,5.689650963120899,4.219070470640104,2.9679950789585083,2.41232539670297,1.855448909388028,1.5972913370085597,1.4250841004596015,1.227370490717184,1.0448853764849062,0.8709836796106044,0.7474126966054754,0.6991198860605198,0.5646947327105377
[6.5-7.0),,,,,,,,,,5.8242979331688085,4.286004047964506,3.221916777490347,2.5646336776215133,2.0678284287641135,1.6687050045421403,1.5111552971037583,1.3120675316105492,1.0746505570974119,0.9566203442910849,0.8724297466464201,0.7109170780316292,0.6529279622458724
[6.0-6.5),,,,,,,,,7.63369651362565,6.432491006793664,4.70942755639648,3.466424784001076,2.6777720055584515,2.3604118694286824,1.8109021814618684,1.6517346304490803,1.3683397187771142,1.1976647350075829,0.9698313073062174,0.879943308217325,0.8112625334835315,0.6900130798084144
[5.5-6.0),,,,,,,,,8.2144543266607,6.941975664608967,4.991928626620937,3.773064186766739,3.0036770661526435,2.3954614848285916,2.0653291240241876,1.7965114512076046,1.4943518670817169,1.2477412661117517,1.0790610772604508,0.9296371775111236,0.8567861136897118,0.7492773397939209
[5.0-5.5),,,,,,,,8.994364595399412,7.9113228291889985,6.605740209095573,5.180301224890156,4.12115978184051,3.0808432204401943,2.6203690382394016,2.253915946901343,1.8394003656371758,1.6172270874194896,1.4122711911619013,1.2090265805201657,1.0541963954743763,0.9524223743577295,0.8092932677546169
[4.5-5.0),,,,,,,,9.172541677538941,8.057996068684462,6.906305315244756,5.421042533813655,4.644183909571268,3.4047278568162906,2.931267277091437,2.4489706831478526,2.0333552856662385,1.8383411290288538,1.4859121539155515,1.2805378481984842,1.164495856832197,0.993157336145168,0.8755102526370286
[4.0-4.5),,,,,,,10.024331726937321,8.890427961295137,8.395065677689734,7.334566649754652,5.925162667718914,4.7377533827486324,3.9613358565417416,3.2242520047839767,2.6524009392739183,2.364730856430953,1.922009416018464,1.628685722873065,1.4489007603900717,1.280528961295335,1.0516229966286057,0.9340059766589296
[3.5-4.0),,,,,,11.447824258888096,10.65351785345889,8.726432438123775,8.108592976596357,7.941307005383279,6.560211060042919,5.012033170997875,4.181022254338163,3.6276648747719316,2.835341428786429,2.6057252262089454,2.0567074774441294,1.8593419339576291,1.5741332320124983,1.399268029486343,1.235442134999205,0.9633740906520758
