"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width [m]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,2.2327717506901843,1.7487296674951562,1.4161141049377524,1.210092155842215,0.9074091599847595,0.7697636612187498,0.6427836040535597,0.544334790217915,0.5285083809716782,0.434737067036611,0.38709776874738644,0.32663763864679424
[8.0-8.5),,,,,,,,,,3.3449258733215306,2.3485967636921723,1.8572028893345527,1.5094983757056772,1.223020755795042,0.9452898520633474,0.8111305864759676,0.6660072769768166,0.5692696289880308,0.5382206431683948,0.45551622733517694,0.40171688201429656,0.3377941037608691
[7.5-8.0),,,,,,,,,,3.4906360934150067,2.481441204048493,2.018590745437623,1.6467472783394357,1.2984765280638901,1.0670933735961357,0.8471570861954485,0.7287061875971503,0.6209251047023998,0.5561833516366437,0.4821232526605769,0.41356301027781633,0.36753020812768844
[7.0-7.5),,,,,,,,,,3.7601848139893863,2.7379151417097076,2.070353802644819,1.7535836055020344,1.36436863821773,1.0770004635864714,0.9103499356813463,0.7732969929733411,0.6621941825257553,0.5907539363830231,0.48472493630342334,0.4522717363382653,0.3705357847946209
[6.5-7.0),,,,,,,,,,3.9254039944996513,2.7592798312645708,2.233855367214148,1.8686152785287533,1.4866193258068805,1.1247154715012648,0.9614377558956395,0.825422395872521,0.687837200268233,0.6443742809790892,0.5633377898737515,0.46296606259711437,0.42279736659545697
[6.0-6.5),,,,,,,,,5.854152652254321,4.384839327073195,3.083112422911083,2.4126027905262526,1.9684680354413033,1.7106931565288086,1.2223847287261154,1.0475457605947343,0.8711330394850475,0.7569376459814168,0.6664901983057487,0.5704317936047045,0.5249691357489052,0.4491938454286406
[5.5-6.0),,,,,,,,,6.377722863432827,4.721257974350552,3.2735818714416896,2.6547800065104283,2.1969807126046974,1.7461536448298132,1.3957102106607462,1.1308024616163164,0.9652498125602459,0.793205868979142,0.7455748923754376,0.6113674764437848,0.5544089167039148,0.4890364406146387
[5.0-5.5),,,,,,,,7.381304743000118,6.33142130099877,4.728315229843922,3.5233585973801578,2.96543168312679,2.2778381570646307,1.897786931786223,1.5273399308984807,1.1979600078458168,1.0473870125743805,0.9002923262517448,0.8247028866823042,0.6935067747727929,0.6204927416699635,0.5294173295190757
[4.5-5.0),,,,,,,,7.573442436324796,6.496472317083984,5.141084136789307,3.7527209120100005,3.292853148798546,2.513795439741952,2.1298896260076554,1.6698737000769843,1.324154454805633,1.183851801693121,0.955786890339464,0.8743547802643651,0.7618027641997415,0.6547482149147806,0.5700706941766915
[4.0-4.5),,,,,,,8.40117869028779,7.382265241538922,6.857268066691247,5.490839871472954,4.15109813886951,3.4034861895654225,2.9180937301429286,2.373239635832143,1.813471162832968,1.5244409062794215,1.2635063419048687,1.0508103694756066,0.9892751524665613,0.8418591335538065,0.6970759605972165,0.614509959222652
