"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Peak To Average Force Ratio [none]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,8.383976864453205,5.054310234515437,5.029205503571288,4.646727670874367,4.608096231695128,14.058224242635026,5.495671418880808,4.92808746212264,5.1046762847438485
[8.0-8.5),,,,,,,,,,5.391739637385768,4.986444398460278,5.425436770445853,5.389410774283457,4.765164475621675,4.343432844048737,4.530537756590563,4.627777612976787,4.8705676114890695,5.331764586459679
[7.5-8.0),,,,,,,,,,5.175962176626016,5.33830308367947,5.117049503738306,4.795351115378919,5.196216186096623,4.837675685546426,4.658956555013617,4.850298607280017,11.84153520612434,4.676160532353796
[7.0-7.5),,,,,,,,,,5.249675209050716,4.814508528529688,4.6212775618423585,4.511160295510518,5.690755052446401,4.18501117537141,4.312022400606939,5.0602438533028735,4.007383148403992,4.562859668317428
[6.5-7.0),,,,,,,,,,5.890534861657184,5.225960492032046,4.716822272764376,4.999691795247719,4.498173055843148,4.555836374536374,5.206686060794486,3.985898249879094,4.809226802604312,4.859173151209316
[6.0-6.5),,,,,,,,,5.428702910329694,4.776972635286371,4.406044269682073,5.167322902800501,4.796983465143373,3.662381704915935,4.7619435223150015,4.357400197877082,3.7418396323606897,3.867038801967122,5.312778234545374
[5.5-6.0),,,,,,,,,4.651954871698038,4.361838450770233,5.477577878797425,5.087100191844056,4.299323227612441,4.907245014881808,4.802556277734936,4.263763480468303,3.682080341757917,3.8090176868116705,3.9621939591590634
[5.0-5.5),,,,,,,,4.600326776716678,4.9455500055202855,4.33371819269811,5.00974782115593,4.979965055007177,4.2819182609835345,4.824297555391498,4.065951291769382,4.483297844641661,3.878356779300695,4.211264831449766,4.529898078069187
[4.5-5.0),,,,,,,,4.637832154308183,5.836508600732097,5.474723278753773,4.737191625534933,4.179866832057579,3.8396600821175295,3.756899491037925,3.74760380930069,4.17020799157884,3.6733183797116378,4.072278704779764,4.718975762219807
[4.0-4.5),,,,,,,4.5230488356718865,4.91466771660131,4.4664386954099315,4.203064288546795,4.163177529146882,4.343135974978946,4.343495170137628,4.291463258339122,3.639317717400644,3.6537361992275725,3.8885864072047784,3.8708940234241798,4.441036147428687
[3.5-4.0),,,,,,4.866413513224695,5.257710083160286,4.383026421674872,4.205880750003575,3.8402219866481184,3.8549428386575633,4.066588495567981,3.762539722448845,3.8415801553551696,4.102999697363291,3.609551062591535,3.4269347446714438,3.7576384252255446,4.080064926718893
[3.0-3.5),,,,,,4.540723254173339,4.369556291292703,4.7900089334742155,4.47760961267635,4.212620855177064,3.779609489424215,4.171049707954012,3.6176938575459574,3.839463500345054,3.626405712815148,3.955746006672065,3.4400778171459767,3.4925698640263985,3.609982240180897
[2.5-3.0),,,,,,4.570291592299929,4.439552508096903,4.918464462664016,4.813696557182853,5.29959807933315,3.787552179772539,4.034577408249461,3.3826015351002954,4.106996618083944,3.985392668127309,3.8309169061333024,3.5613386044906323,3.5132696154328182,3.6822669884587467
[2.0-2.5),,,,,4.244098447280559,4.55332189071009,4.655976180648787,4.803431877743266,5.347195212377973,4.649126085891802,4.8631666156440385,3.8986373714608336,3.6765159040429167,4.2485754402895015,3.807135342751996,3.8363408434042547,4.290922603294108,3.604729479345673,4.1565719573176745
[1.5-2.0),,,,4.869357546595091,5.172318374778008,4.486538446784817,4.369759132118942,5.026006091924972,5.470953182336754,4.702132518973858,3.9987461082862508,4.196948736914802,3.8956750336059534,4.1818820915790775,4.303658202425296,3.7774649891413223,3.466296285909435,4.174089180120526,3.607164456556857
[1.0-1.5),,,4.47642970135731,4.351233198549521,5.078037171065287,5.258796029010661,4.821028435409544,4.643728110480946,4.964424628826625,4.6360407350509725,4.0576056508101574,4.0188543564747095,4.509671920162173,3.858208580539753,3.735667886136171,3.8770971815440105,3.470792109149739,4.078480953012763,3.490177169323239
[0.5-1.0),,5.095395054361159,5.15589954622044,5.556291684180653,5.052569472908289,5.160288195800593,5.28697264652794,4.1864384456552175,4.93410061868797,4.176944762647508,4.379224813715165,5.054715503705978,3.9359414655091283,4.619553875317613,4.424157482664651,4.147932469181379,3.72413315633441,3.524143525748569,3.6430127276967395
[0.0-0.5),5.0830731135457095,4.891060094082454,4.7667357052189,4.503284431034833,4.8224159069879065,4.785499684261851,4.754215704564412,4.768714528059405,4.636071842256201,4.509489375580849,4.80031576602267,4.742971852883943,4.213994158810468,4.3247912250399825,3.7850164169664597,4.7869905260484416,3.8997156463237515,4.69107586666854,3.9082465992323656
