"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Peak To Average Power Ratio []",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,47.722244792595,17.44005852949099,17.46698925416777,14.905031639613807,14.589969995229268,133.2281674056445,20.780429252708572,16.440567364829707,17.866891756393105
[8.0-8.5),,,,,,,,,,19.029149230615484,16.753670009396593,20.12339382747185,19.878058744728566,15.593631241307389,13.04273468347051,14.207035065465568,14.66950063667932,16.255803029348613,19.737824921013452
[7.5-8.0),,,,,,,,,,17.501968201603383,19.141854632078786,18.00377975090256,16.07993101394528,18.885730141750802,16.50955031220462,15.086539599611076,16.393429555557503,95.2079290851225,15.081080264257741
[7.0-7.5),,,,,,,,,,18.11757215784693,15.841466832097149,14.662976284315853,14.140095097275555,22.27712890357493,12.354023153658787,13.067251760541378,17.769314378972656,11.195516743350908,14.335773842164132
[6.5-7.0),,,,,,,,,,22.93798238341515,18.457609625009948,15.148921284090907,17.25001153144927,14.005314415309964,14.550736142383446,19.045271715579524,11.110141325034952,15.935410015351996,16.350446011648675
[6.0-6.5),,,,,,,,,18.68424540248213,15.042413365101023,13.271021751574606,18.656790460079407,16.17160656696049,9.568160568126846,15.866751156566092,13.313073871822633,9.801250865053262,10.515273190317759,19.592790014270257
[5.5-6.0),,,,,,,,,13.764678986495959,12.785961623304493,20.307866211409543,17.862510164618612,13.163528039854528,17.056637576260073,16.31087981219978,12.549476174418393,9.499024107583253,10.117638673433095,10.885728737687472
[5.0-5.5),,,,,,,,13.579246227245921,15.713151588948719,12.282218828698943,16.830494092409726,17.212738069880814,12.689409938427382,16.387020072913604,11.65138266438698,14.150731634424433,10.38901351892919,12.398844214104065,14.490089966750563
[4.5-5.0),,,,,,,,13.758719412156317,21.963844102017582,19.713330321661136,15.03548793234271,12.08941622835779,10.23944020469183,9.991931149726872,9.91749017150383,12.036524385698302,9.611032305631092,11.740764330846678,15.798594786183296
[4.0-4.5),,,,,,,13.077593808818738,15.446840587352044,12.568064831441434,11.494194589312421,11.588745493063191,13.07881028765417,13.186957871464585,13.003872088726794,9.284095255634037,9.37148870593792,10.637927224214614,10.391627742945252,13.840962171238784
[3.5-4.0),,,,,,14.862581192637903,17.25294058596771,12.440203939219813,11.289899450639185,9.686640963189012,10.058113850551532,11.27159287789879,9.847326586920568,10.396834017912303,11.837691892354544,9.168946085346137,8.119412493617583,9.87156702645955,11.729222123990526
[3.0-3.5),,,,,,13.440396265505639,12.298883863599622,14.478043845652627,12.855469894297435,11.631191735998042,9.681747477236708,12.01194232288705,9.163960273499585,10.172288193016039,9.17759042345847,10.94280195428864,8.258215114347076,8.547219952652958,8.993990386005132
[2.5-3.0),,,,,,13.205038983092281,12.733943437719814,15.36328073145529,14.61671851743469,17.68813258092058,9.601683539987647,10.641066506644963,7.861601050072915,11.353418812620648,10.991804854227174,10.057979265554689,8.786062165872838,8.43150808775021,9.278161446579452
[2.0-2.5),,,,,11.491696159986601,13.390380225181488,13.408379077850121,14.548632439778219,18.338703873223302,13.721933378882788,15.187190205443368,10.00698150566145,9.197573400416418,12.08288202140712,9.897551158268497,9.727048188174702,12.61192901904699,9.122915765241368,11.980252169925937
[1.5-2.0),,,,15.28180171465539,16.987626671980987,12.76383816421119,12.328030198042617,15.910855022887286,19.121289484366635,14.00468744812084,10.23237724732562,11.405163114471243,10.16010359171065,11.512520935211604,12.462381287383094,9.491719044896461,8.355637839682938,11.8918639956783,8.899386190308181
[1.0-1.5),,,12.771725279284695,12.216616660285661,16.534048875291347,17.741788188344383,14.663048099040106,13.773908795122829,15.485850096912088,13.456832718604753,10.860148413945454,10.651570113428479,13.236664768156665,9.770380951697879,9.279311006478492,10.125563056405028,8.032743743748915,10.838643207136343,8.14747696708405
[0.5-1.0),,16.48384766882736,16.853335689314534,20.16889816738153,16.13512063528586,16.76922320644098,18.00086933189171,11.247637769300008,15.585336265908222,11.297165744274336,12.236559687229377,16.567229810545207,9.988768572940314,13.553223277140368,12.57963204399895,11.081494689617474,9.08330806852816,8.31562549912793,8.790373473257281
[0.0-0.5),16.420157836226846,15.287021367298133,14.790195452111966,12.736715114425046,14.806640508917551,14.686812004967777,14.33070575579644,14.38364949515959,13.504670429472387,12.950969794645035,14.934253225144499,14.142710578331293,11.201066904534613,11.88275073173206,9.209077675616289,14.609139121084928,9.657757954442951,14.067801484670895,9.91450949651673
