"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width Ratio [none]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.23758614889138102,0.17121004069313916,0.13045236059332718,0.1130547217936295,0.0917568890891124,0.08240293104190083,0.06710443203923576,0.05645977608195802,0.05096004488943942
[8.0-8.5),,,,,,,,,,0.36043999264133175,0.24944687858436626,0.1808902500261654,0.1391156572078415,0.1133911296169157,0.09534889809452536,0.0863000115880357,0.07026765491149631,0.060321179437032045,0.052433971293285996
[7.5-8.0),,,,,,,,,,0.36549916203604566,0.2590211568800405,0.1953907347816648,0.15254677321107268,0.12086403339400281,0.1064215917137738,0.08851185767732295,0.07535453428517322,0.06410965931688997,0.054268215748810286
[7.0-7.5),,,,,,,,,,0.38282219443220866,0.28387572919738974,0.19969843432498607,0.16231078286458256,0.12484193279215745,0.1074720714406994,0.09588528824080036,0.08258233548652659,0.07030401607213259,0.05860322288738018
[6.5-7.0),,,,,,,,,,0.3918817745156791,0.288379284708723,0.21678328934965918,0.17255868571650923,0.1391316658859805,0.11227706512042797,0.10167649838537633,0.08828108700342585,0.07230673501457895,0.06436519600477053
[6.0-6.5),,,,,,,,,0.5136252592501209,0.43280340724722804,0.316868891140257,0.23323475398525761,0.18017107938634028,0.15881783565909038,0.12184465295021214,0.11113523130799369,0.09206730206586757,0.08058361488631267,0.06525408178788747
[5.5-6.0),,,,,,,,,0.552700939262973,0.46708354780393674,0.33587667919856923,0.25386666441825595,0.20209925938928283,0.16117611225081266,0.13896350278928177,0.1208763877664376,0.10054589722957231,0.08395296173221047,0.0726034922354254
[5.0-5.5),,,,,,,,0.6051763832707012,0.5323050545565438,0.4444602980193935,0.3485511317981649,0.27728791124729363,0.2072913031036921,0.17630878096795974,0.15165236926681874,0.1237621233669458,0.1088134274868669,0.09502318508435015,0.08134808473870252
[4.5-5.0),,,,,,,,0.6171648412665091,0.5421738095596336,0.4646835057788139,0.36474915813931386,0.31247904082917793,0.22908354098331835,0.19722724271788064,0.16477642250809627,0.1368121766281605,0.12369085374329944,0.099978039985676,0.08615964534174987
[4.0-4.5),,,,,,,0.6744766408865235,0.5981831159143024,0.5648531844865315,0.4934986202612698,0.3986683523341739,0.318774764641729,0.2665343261500308,0.2169404126675639,0.1784640138153439,0.15910843416726783,0.1293203866333411,0.10958440974886673,0.09748776721143075
[3.5-4.0),,,,,,0.7702548421103719,0.716810769152481,0.5871488492317849,0.5455781694129648,0.5343225083868997,0.4413969170028878,0.33722939236961014,0.2813156948906542,0.24408362429021022,0.19077297267760543,0.17532348744245374,0.13838340434654947,0.12510387086505037,0.10591390264775452
[3.0-3.5),,,,,,0.7683476305455328,0.7055071783722009,0.6123732532175014,0.5374442202639071,0.5147398509513184,0.44419476189682006,0.37400181078166655,0.3069520140228885,0.25645447556220213,0.2125557002547635,0.2012619222144536,0.16488361181435754,0.13636547166594887,0.11646941712793515
[2.5-3.0),,,,,,0.76752864394742,0.722723208784925,0.6543175630407958,0.5972930458925018,0.4996535782315015,0.507715493072769,0.3822243864558807,0.34710208761422384,0.29516510140716795,0.2374930698808247,0.21766167912970602,0.1819747956937784,0.14998855831665206,0.13476252634658037
[2.0-2.5),,,,,0.8393081578845926,0.7798868867575797,0.7043915211655041,0.6266611098996285,0.572605283873669,0.5723287945614526,0.5000901335061573,0.43868014946272543,0.3467464549675071,0.28776292748390997,0.2697567337929346,0.22780569198238673,0.20023404058875918,0.16108816980257024,0.1528972382847834
[1.5-2.0),,,,0.8138870894766032,0.8225656038313377,0.7921328997507913,0.7034859821079267,0.6419634200620423,0.6079944817022623,0.5454729226795885,0.5104588322312852,0.42709568511634727,0.4108922248784255,0.3378511192088914,0.3157211654061128,0.2601456179324923,0.2370990365716119,0.19723890845812386,0.17284449384909673
[1.0-1.5),,,0.683672917711616,0.8166862506241794,0.8254515717619813,0.7844695601484996,0.7007299508225576,0.6637031012991906,0.5725504615982171,0.5071241999420434,0.49553425284455965,0.49585018782562756,0.46801848329541335,0.3957597844812414,0.34365929569413256,0.31552603869303214,0.2640112105798613,0.24013079381507127,0.19470287047817936
[0.5-1.0),,0.49780393377017684,0.6789365220837473,0.8105720681908823,0.8331841182259643,0.794857313936948,0.7218859146671005,0.6295633338727378,0.5961574712203411,0.5326053152522698,0.5051371278612306,0.5115836997885571,0.46877731410431694,0.42874960793742695,0.35900202262158715,0.37116256571391476,0.3130249621849609,0.26421922850559937,0.23582695645734655
[0.0-0.5),0.22216456149542266,0.5018116859221384,0.6850209872209487,0.8207497722280862,0.8531292121166265,0.7772944950445205,0.7037549983850298,0.643169931071473,0.6473181195562269,0.5401255419393372,0.5026185771969756,0.4583205247548327,0.4823727927436668,0.4305102193231671,0.4579621180823812,0.3545034781205105,0.33914996891849236,0.2690093303864853,0.2666008333742393
