"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Maximum Constraint Heave Force [N]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[2.5-3.0),,,,,,322182.0054029481,45032.694995442216,47257.38473891095,42036.36139818002,39468.35629425502,37857.866453881645,35924.58706213367,37614.11409637857,41739.85195403464,36478.685179235974,37943.58926547154,42335.16087316711,42702.96434232019,38643.43265972697,40287.77448898277,33098.01187627891,37796.43032085815
[2.0-2.5),,,,,73965.21802051531,46940.17965014428,39889.396453275556,34406.143131910016,34525.33445013202,37971.845467021354,34456.02236187229,32864.70038794411,32233.631562486604,37881.77047724263,32120.65360709933,34486.086628258236,37897.19609899678,36064.47893073674,35408.026869861525,31502.387502033307,31983.954404742948,30312.25066199029
[1.5-2.0),,,,51526.14510817042,39985.06549938032,37108.07024732239,34414.50357509185,33356.890913099654,30743.2394058769,28776.13478266654,28936.45467694283,28298.692705638205,30071.55798695643,30964.186550419054,28747.109616132668,28344.006728916822,27113.226883921085,25487.930447383587,27883.127164227313,26466.342231038067,26451.17069532881,25695.608670523496
[1.0-1.5),,,43985.53110314178,38808.86385694611,31435.189172114147,30012.35755501329,24735.792508545426,26129.39985493687,25290.27979951328,23505.718234866406,21761.32888024663,23232.448226607794,22742.585715057387,21979.216210741157,22114.0928865492,24644.154541597964,23339.77764783115,23313.458238091145,20769.44055520021,22075.117681855263,21791.150529804418,19569.753753585774
[0.5-1.0),,19597.152359439166,26559.585851814812,24687.061252390584,21623.56095323383,24326.956376067956,19721.57292136936,18860.86121510873,18787.020168805655,17957.549056197233,18165.560411988663,17701.455980505092,17756.751938346566,16965.371998327148,16536.692808278105,18295.898186587197,16604.2750800827,16342.187494378033,17401.998459073606,16173.499845516792,16891.772740052074,17047.835392054272
[0.0-0.5),11038.781073195634,12371.295478742588,14019.686531847847,14623.302068722363,14377.167116318622,13985.277295228736,13821.973057622952,13022.343372498628,13251.411166204733,12777.053813597127,13379.754948325392,12700.025459237753,12845.602077020516,12730.308063646677,12801.581166362395,12466.532708213634,12637.014588510894,12667.595429910489,12597.58265086365,12251.9099648752,13023.419415240593,12611.694422703722
