"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Power Take Off Heave Velocity Maximum [m/s]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,1.6544840277831845,2.01487061217598,1.7286979018932498,1.5325203164159924,1.2131235562850533,1.5915629479572957,1.1298077646717073,1.185324338937699,1.1380619994900947
[8.0-8.5),,,,,,,,,,1.9569327642037382,1.5630394426646956,1.739520164822877,1.3180397939640662,1.3444261079990885,1.1626396460671227,1.1534384630793113,1.043186759591513,1.431975046344802,1.0623111248319745
[7.5-8.0),,,,,,,,,,1.9418533016220887,1.4680035083518852,1.4082047233223869,1.3521002861799285,1.2907317470907653,1.5104493200817448,1.1761181296099117,0.9749143901112887,1.0181224078780118,0.9630178298235843
[7.0-7.5),,,,,,,,,,1.659240011369015,1.4657065625424344,1.1870807407294337,1.3083759707419904,1.3626540438655386,1.2262938727119788,0.9260933589935867,1.0287573755590471,0.993968188908917,0.7944355821432616
[6.5-7.0),,,,,,,,,,1.4657613168523185,1.5552922508658449,1.1306757368161482,1.0328383949363653,1.11813508425556,0.9521848438226646,0.9117824393004407,0.7794505841832855,0.8419443580983816,0.720308016204746
[6.0-6.5),,,,,,,,,1.277810884568025,1.3363263092811317,1.2909638621574997,1.1369778690218866,1.012538257626436,0.9819138866799112,1.145421894199065,0.7978688830984423,0.8630094779913063,0.6896657721955473,0.9518755326447191
[5.5-6.0),,,,,,,,,1.1673370836808517,1.2051905519719723,1.4174323539958198,0.9616832689716052,0.9318000471737342,0.8756119621403938,0.9107171126786117,0.8312733576206653,0.6583798850094492,0.6338812252425767,0.7618901006520928
[5.0-5.5),,,,,,,,1.1900787856961796,1.2238936918636285,1.1556785959661429,1.00605793272824,0.9864810653252943,0.8433204613967802,0.7619086153273129,0.7078485708107961,0.6928587052849956,0.5900222231165699,0.5462991125757108,0.5190761934909351
[4.5-5.0),,,,,,,,1.1027243061733405,1.2345323163254076,0.9039002678141119,0.8396968250133752,0.8391567828739651,0.6795689933309048,0.6908427201528764,0.7049371611987865,0.530770925898862,0.5903714482707767,0.49505285267911214,0.3940814106746259
[4.0-4.5),,,,,,,1.1350978322759404,1.0468906892157213,0.9330305732091833,0.8048302376528889,0.7421484355994841,0.6468808700197024,0.6356749828613796,0.5772030608497027,0.6069299574536872,0.5216332182731747,0.4254993723748098,0.4794847631080466,0.3785348599009644
[3.5-4.0),,,,,,1.2668956200372885,1.1166967201583708,0.929844644280044,0.78816663098792,0.6623302721978326,0.5230853275366231,0.5570185169736763,0.5795644867332012,0.5380934279744806,0.5329288044831867,0.41356207614259183,0.41275973922195347,0.45701448256806193,0.3354423545834167
[3.0-3.5),,,,,,1.030644818248534,0.9667054705132797,0.7697438423912168,0.6859697661213053,0.6092229786101557,0.4767333591570223,0.4930753327092557,0.3970351168412135,0.3969860733552875,0.36912201394444955,0.32787946188102723,0.35835302073101927,0.371912977654833,0.26452941985032136
[2.5-3.0),,,,,,0.8905492837463342,0.7929728250998398,0.683173198456032,0.6121919045836479,0.5240123383610343,0.4687514789761828,0.3822670915585836,0.3974617453985144,0.33938129293239555,0.3364369204349203,0.27389980113567175,0.28471590349998116,0.2233270423483348,0.21606016707903689
[2.0-2.5),,,,,0.8965220941089028,0.727218594897084,0.6511142693314464,0.5890480298447619,0.5581590559839391,0.44927576716329853,0.4170004867960591,0.3165192468353601,0.2987853061627215,0.2697215049936163,0.2321848887752916,0.20019178284483524,0.19820370054133782,0.1827977510035351,0.16336541888149828
[1.5-2.0),,,,0.8288300509913554,0.7263877213742954,0.6541962163172398,0.47686195290374706,0.45344821357571424,0.44605699681034144,0.31187206236248044,0.26697924525685224,0.2628511586695726,0.22241062491448474,0.19546172956820432,0.1848554135180823,0.15504081629969096,0.12506750044126094,0.12066299268215049,0.11465975748168063
[1.0-1.5),,,0.8174601135125812,0.6078074242277691,0.5208525862434046,0.4440388192017416,0.3960724912714934,0.29563572397708193,0.31083088848812807,0.2232212774999211,0.20353139182431407,0.17984173349468838,0.20467485782510378,0.1432728098536787,0.11839005544506717,0.11124334859247233,0.10206622167574353,0.08624422984973555,0.07620537554321609
[0.5-1.0),,0.5164975806786,0.4775740556937407,0.36957656580447223,0.3279237930110629,0.2723539175818639,0.24423247985202115,0.17622230520730967,0.152839869421188,0.1357757340894163,0.10683941401324261,0.10466673849977176,0.090004977896952,0.08455125268497592,0.07070918495565527,0.06415400948590871,0.05859801350165312,0.04879134496886955,0.05124879459777585
[0.0-0.5),0.08462561307444032,0.1843161428924248,0.15957925844993343,0.14847389999858238,0.10674404349408816,0.11241221978648111,0.07966639272697197,0.07283566750550484,0.060484019393183305,0.05511178736412922,0.042861477963183486,0.042058033781791855,0.03103330410634647,0.029431443355968923,0.02788817246379421,0.023618905511137423,0.02031058269321827,0.017372302927658567,0.014617246507106635
