"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Power Take Off Velocity Average [radian/s]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,-0.0016168324421994746,-0.002055694856634058,-0.00016894582850438393,-0.0002063935174450355,0.0005770305267925762,-0.005272393399639339,-0.0001575284924384974,-0.00300085760477187,-0.0037700817930026945
[8.0-8.5),,,,,,,,,,0.00048748349727279063,-0.0006705197139174798,0.0004153038900823113,-0.0001200085195582455,-0.0005427561145016376,-0.00041688814299750216,-0.0005844029632125644,0.00045303267029462067,-0.0018617954523356933,-0.0015683220761816782
[7.5-8.0),,,,,,,,,,-0.0005487565987034334,-0.0001802364589795409,-0.0018615622607173546,-0.0005214888217552078,-0.00036992620022332313,-0.0015629878112607227,0.00038124811096222345,-0.0015571934470880453,-0.0032068245302746424,0.00017411764467369686
[7.0-7.5),,,,,,,,,,-0.0005386101778659445,5.745737091556143e-05,-0.0004266759378216945,0.0001308240512254144,0.00017517271052002785,0.00019117455997014958,-1.7781275175944156e-05,4.803352538732453e-05,-0.002178888556141883,0.00031807110401123307
[6.5-7.0),,,,,,,,,,0.0003151693111653442,0.0003485994668960534,9.489028388453615e-05,-0.0001080623883355079,-0.0007395708084326868,-0.000182586733659797,0.00012555808913528293,-3.587022508206205e-05,9.320569811640327e-05,5.546792824622622e-05
[6.0-6.5),,,,,,,,,-0.000406533156238499,1.4921217213501119e-05,0.0003760868693632123,0.00038753652592959866,7.0749509445362455e-06,9.24758072421537e-05,9.420796349243358e-05,0.0002456348488652708,-0.0003727538847222262,-0.00022474601424361045,0.0002347834630183215
[5.5-6.0),,,,,,,,,6.591065278970192e-05,0.0006427580427999216,0.0003415164066959061,-4.156862603564087e-05,-3.6261802922616704e-05,0.0001500176927978058,-0.00024657569885109794,0.000371687940133002,-0.0001330961524846981,-0.0001939934937898087,0.00024375538567354905
[5.0-5.5),,,,,,,,-0.00014686671969070024,-0.00014340300336219782,-0.00036171049383283845,-0.0001791402309448174,-0.0002033407171432005,-6.0079304900805353e-05,-8.919476513324974e-05,1.9175037259754613e-05,-0.000213567631463924,0.0001377427094531587,-0.0004289095213837478,-0.000304202040012965
[4.5-5.0),,,,,,,,0.00011979964749896743,0.0001473046648654193,-0.0001794291384493928,-0.00014661563205170265,0.00033429953071773753,-0.0003152052480701647,0.00045536532227023215,-1.1586398711910647e-05,0.0002332181581039354,0.00032979057281800494,-0.00012599040694900244,-0.00048264233876097796
[4.0-4.5),,,,,,,-0.00015287148807654623,-0.0002614696348448494,-9.933733595109316e-05,0.0003148813181055074,-0.0004629911079118639,-0.0002578902700740212,-0.00023385100951488398,-0.00040466089482165595,-2.6984482623429425e-05,0.00026509196945323266,6.8590442878436e-05,-0.00019402832338410466,7.788752737336425e-05
