"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width Ratio [none]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.16900841723974314,0.1323691206645639,0.10719197044320487,0.09159725346305657,0.06868583224884638,0.05826683268947482,0.04865514780683196,0.04120311953732829,0.04000514828188398
[8.0-8.5),,,,,,,,,,0.2531923056889214,0.17777572725169916,0.14057994092879603,0.11426064093883252,0.09257587665393027,0.07155319019090615,0.06139807911519477,0.05041305082671737,0.043090548305344,0.04074031257316322
[7.5-8.0),,,,,,,,,,0.26422175984877483,0.187831313362004,0.15279610503659785,0.12464962037430452,0.09828745941594724,0.0807730400847075,0.06412508499673882,0.05515901003339541,0.047000580842056654,0.04209998981138484
[7.0-7.5),,,,,,,,,,0.2846251005033633,0.20724496558774871,0.15671428089464257,0.13273653680536235,0.10327512608731429,0.08152295175758707,0.06890843263143524,0.05853428627367652,0.050124420760630096,0.04471679101788161
[6.5-7.0),,,,,,,,,,0.2971312745836542,0.2088621538943321,0.1690904409905154,0.1414437953886348,0.11252882396732639,0.08513471277335964,0.07277549680043383,0.06247988968757277,0.052065454742525975,0.048775553213000505
[6.0-6.5),,,,,,,,,0.4431268327053618,0.33190797684095713,0.2333744820120195,0.18262062789400108,0.14900209434937645,0.12948996809836122,0.09252773293829623,0.07929339437835142,0.06593993146102096,0.05729597459164891,0.05044960528842126
[5.5-6.0),,,,,,,,,0.4827581889681793,0.35737299944736817,0.24779196110218346,0.2009520977150255,0.16629923449577225,0.13217413006003448,0.10564750900140371,0.08559546410845728,0.07306404831185195,0.06004127758244895,0.056435877270085213
[5.0-5.5),,,,,,,,0.5587237617965368,0.47925341792282355,0.35790719448124136,0.2666986716072481,0.2244667037922362,0.17241969383336442,0.14365192747548494,0.11561114754717668,0.09067891726055141,0.07928137803514408,0.06814712747322235,0.06242542683914664
[4.5-5.0),,,,,,,,0.5732675177495853,0.49174686289038494,0.38915150757641287,0.2840601245896459,0.2492506897354455,0.190280349258245,0.16122081196863505,0.12640016201971618,0.10023113581514861,0.08961100443371542,0.07234775767152887,0.06618379933945542
[4.0-4.5),,,,,,,0.6359225536398396,0.5587964661998212,0.5190570967148236,0.41562607360455,0.31421506745609484,0.2576249962934938,0.2208834837399856,0.17964105576784972,0.13726969218666218,0.11539170748920623,0.09564041060252132,0.07954050713391744,0.07488263306864944
[3.5-4.0),,,,,,0.7368675497239741,0.6765418629397679,0.5518516164951602,0.507867832916227,0.4622797330819963,0.35426307589281597,0.2750168734078493,0.2328826679954017,0.20078764588065118,0.14904359280512397,0.1298726828438053,0.10208112037802917,0.09128507316902114,0.08168763682492027
[3.0-3.5),,,,,,0.7377721179640512,0.6672360872039957,0.5761750437523937,0.5070172676369894,0.4693486037552898,0.37434708018873913,0.31283628274897923,0.2578366432437686,0.2123196445860619,0.16769958640028984,0.14981555478453495,0.12236610929957296,0.10211731817247723,0.09092644263464839
[2.5-3.0),,,,,,0.737450494636296,0.6849618619672445,0.6169741072639171,0.5651451722600399,0.45972967720781927,0.43754381170653256,0.32793455219660633,0.2992326589807393,0.2460473901212947,0.18920388970487545,0.16675653391278555,0.1365185466067246,0.11290798989416051,0.10465663619330766
[2.0-2.5),,,,,0.8266231750657269,0.7513113498797067,0.669091359664021,0.5919331246714511,0.5421385734971124,0.5333961185943438,0.4374920558798498,0.379675520304659,0.3036171536383175,0.24508195253609918,0.21704670232685194,0.17573048247729,0.1552428352633369,0.12745660478021947,0.1202362707372929
[1.5-2.0),,,,0.8304144116895749,0.8107623112017549,0.7630483081559611,0.6693331346269964,0.607861946800107,0.5786564624600922,0.5279580714414956,0.47245590067691867,0.381714420006988,0.36123705720618726,0.28853951356514,0.2562133613057554,0.20639649676137026,0.18898716840204463,0.153099537256944,0.1374287650781172
[1.0-1.5),,,0.7207822443268271,0.8327661666002866,0.8142911800446565,0.7562275181522533,0.6675682171300624,0.6302549960781497,0.5459587215733368,0.4895298645443866,0.4744503723984763,0.45488889116229825,0.4175643336437134,0.34168426904198446,0.29334299507653416,0.2567381261451277,0.21384107018814516,0.18933937503945966,0.157750150187738
[0.5-1.0),,0.525389445731011,0.716080217766196,0.8268085977851626,0.8221443954311454,0.7666225073528484,0.6880341403963166,0.5982943786795976,0.5690487059429384,0.513767463852838,0.49090185266340874,0.4861286030980233,0.4289528247694716,0.37986485909058515,0.3151786016410829,0.3141136259885944,0.263448867231387,0.2245798449033865,0.19160800384539123
[0.0-0.5),0.2520488710020703,0.529660903955488,0.7228341783978952,0.8374608661161814,0.8416206248316516,0.7504295226896984,0.6720336215166708,0.612302872887609,0.6192737140645401,0.5232416161916505,0.49378419818202385,0.4450185153479858,0.4459485249192726,0.38800226376018493,0.42065498361213555,0.31978071110329304,0.29411513572667736,0.23477493166925573,0.2186919396374081
