"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Peak To Average Force Ratio [none]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,10.781392975786227,5.640556678470239,5.147898086432276,4.913556027703954,4.752000093750207,15.677541582972516,5.3835387323058335,11.602948648366798,13.142206364351646
[8.0-8.5),,,,,,,,,,5.537178859665134,5.291705798596359,5.589295210145347,5.634522061320496,5.10159735924265,4.872991896082602,4.836601612088794,4.5244660206860585,14.471410611827192,8.012418993788918
[7.5-8.0),,,,,,,,,,5.643772127082567,5.753669130650095,6.892167839525449,4.9751725980435495,5.538605971622628,12.941573191892232,4.92479759885795,10.160285895525327,12.443943638658848,4.7572985116850655
[7.0-7.5),,,,,,,,,,5.56937200578949,5.0115836779820455,4.6665510953017355,4.776831835362942,6.003800286880488,4.329283136494092,4.763704302760529,5.064470393487027,8.754372176351703,4.816443958695691
[6.5-7.0),,,,,,,,,,5.617041785329973,5.164097419223864,4.507587181132883,4.867888560380531,4.526548483046904,4.7215747061053515,5.228770631548,4.227317093008286,5.063184600928381,5.25917055452834
[6.0-6.5),,,,,,,,,5.350879381002195,4.753141705011245,4.817006666990005,4.99290166410708,4.7437814816334996,3.9393131982925533,4.80844151684721,4.446052575545312,4.072872815902264,4.01335045973031,5.5092405828622155
[5.5-6.0),,,,,,,,,4.540297990860019,4.680653038384133,6.196978376936071,4.934722688701839,4.584253221227826,4.768692434767447,5.214928148691644,4.469398046268078,4.0300288861283935,3.9659693204326363,4.050502547741742
[5.0-5.5),,,,,,,,4.6479848290101735,4.840135445706476,4.537838371131217,4.973264950109831,5.23312247432855,4.439222430385971,4.838456000329892,4.221336974551389,4.536286097681275,4.393789456721148,4.229603119216909,4.721004184161987
[4.5-5.0),,,,,,,,4.556658120215548,5.651578183402958,5.555938920106153,4.578571499174851,4.399050433767284,3.978014210907734,4.102889235609294,3.853908632773442,4.303447666854574,3.7449685250266573,4.161495786036585,5.003522485139022
[4.0-4.5),,,,,,,4.54343192098482,4.918600224954797,4.66927975271408,4.3930617123502795,4.353042579784674,4.4973568380806,4.474584463142707,4.3402429303637895,4.196580559624485,4.010054571033413,4.1055330325348045,3.9361707322623376,4.646234902487494
[3.5-4.0),,,,,,4.9012735820417905,5.298573136243736,4.435621793937023,4.20178164987315,4.211831501650361,4.014815955049268,3.964696270681205,3.826794139175598,4.083773470826222,3.8535482547376527,3.442292578569709,3.7362710930286815,3.8471233117647854,4.2069924058519135
[3.0-3.5),,,,,,4.549863280395513,4.362906897064173,4.81850931366499,4.402304984912786,3.965430548322267,3.8025017580253797,4.261088580627496,3.5013128092535544,3.750517091155345,3.3120839455901865,3.9711049933137783,3.5747913777554206,3.5714048757629238,3.672966276087782
[2.5-3.0),,,,,,4.619141381660532,4.388784393376165,4.92006053312408,4.5892293348508755,4.637391025153862,3.8794567175334653,3.919233655892599,3.5227264871275215,4.474564752885706,3.944081047101911,3.9350284768658166,3.8167492046483624,3.6399808475580175,3.8466586783846135
[2.0-2.5),,,,,4.249957088808721,4.570567861299774,4.68007390617498,4.8083177002590025,5.287092914446761,4.570024525036898,4.833878202253261,3.6428380249162267,3.681846463521945,4.055649794721854,3.664706125770408,3.883797377902275,3.8908055381296336,3.447623370710089,4.266623465305098
[1.5-2.0),,,,4.873340246193499,5.190260297051458,4.457731621126591,4.3815625511290905,5.083478290756787,5.443691792322138,4.467576415631128,3.8491514131356146,4.039482243100214,3.896399297442504,4.042711027663059,4.43303374236401,3.6039302103259785,3.425415055831523,4.0838987258080035,3.7785384798945914
[1.0-1.5),,,4.475870560745009,4.403007894376618,5.038338721080435,5.235650979112225,4.823305789198689,4.635817880703371,4.972834444141501,4.34056274551637,3.8790633311301534,3.9587036636650494,4.5472142272603495,3.8501777876288727,3.734723255078995,3.7880584492597555,3.6750172577749756,4.112585406051129,3.54737575507859
[0.5-1.0),,5.119578802791912,5.158290768599346,5.515678877104487,5.065887765839209,5.199656196197137,5.303208631564394,4.166268932161881,4.900016021678597,4.142781721330111,4.380650607814506,4.982719719206641,3.8450491714370787,4.757243225910805,4.264936405054162,4.086104104028553,3.7066526217927427,3.5962555392405076,3.5007412501773096
[0.0-0.5),5.049676560917561,4.890480299646074,4.851020662824251,4.544797761003235,4.906456351808331,4.812450125482951,4.755644270251307,4.7732497334945565,4.657056130818029,4.609295400518785,4.658523565791506,4.622791120957748,4.34163357780189,4.169559241438935,4.011578017028983,4.65843279966899,4.007491268308135,4.551465322085147,3.733542671692989
