"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width [m]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,2.2327717506901843,1.7487296674951562,1.4161141049377524,1.210092155842215,0.9074091599847595,0.7697636612187498,0.6427836040535597,0.544334790217915,0.5285083809716782
[8.0-8.5),,,,,,,,,,3.3449258733215306,2.3485967636921723,1.8572028893345527,1.5094983757056772,1.223020755795042,0.9452898520633474,0.8111305864759676,0.6660072769768166,0.5692696289880308,0.5382206431683948
[7.5-8.0),,,,,,,,,,3.4906360934150067,2.481441204048493,2.018590745437623,1.6467472783394357,1.2984765280638901,1.0670933735961357,0.8471570861954485,0.7287061875971503,0.6209251047023998,0.5561833516366437
[7.0-7.5),,,,,,,,,,3.7601848139893863,2.7379151417097076,2.070353802644819,1.7535836055020344,1.36436863821773,1.0770004635864714,0.9103499356813463,0.7732969929733411,0.6621941825257553,0.5907539363830231
[6.5-7.0),,,,,,,,,,3.9254039944996513,2.7592798312645708,2.233855367214148,1.8686152785287533,1.4866193258068805,1.1247154715012648,0.9614377558956395,0.825422395872521,0.687837200268233,0.6443742809790892
[6.0-6.5),,,,,,,,,5.854152652254321,4.384839327073195,3.083112422911083,2.4126027905262526,1.9684680354413033,1.7106931565288086,1.2223847287261154,1.0475457605947343,0.8711330394850475,0.7569376459814168,0.6664901983057487
[5.5-6.0),,,,,,,,,6.377722863432827,4.721257974350552,3.2735818714416896,2.6547800065104283,2.1969807126046974,1.7461536448298132,1.3957102106607462,1.1308024616163164,0.9652498125602459,0.793205868979142,0.7455748923754376
[5.0-5.5),,,,,,,,7.381304743000118,6.33142130099877,4.728315229843922,3.5233585973801578,2.96543168312679,2.2778381570646307,1.897786931786223,1.5273399308984807,1.1979600078458168,1.0473870125743805,0.9002923262517448,0.8247028866823042
[4.5-5.0),,,,,,,,7.573442436324796,6.496472317083984,5.141084136789307,3.7527209120100005,3.292853148798546,2.513795439741952,2.1298896260076554,1.6698737000769843,1.324154454805633,1.183851801693121,0.955786890339464,0.8743547802643651
[4.0-4.5),,,,,,,8.40117869028779,7.382265241538922,6.857268066691247,5.490839871472954,4.15109813886951,3.4034861895654225,2.9180937301429286,2.373239635832143,1.813471162832968,1.5244409062794215,1.2635063419048687,1.0508103694756066,0.9892751524665613
[3.5-4.0),,,,,,9.73476395965617,8.937800758103355,7.2905167683764285,6.70944659999419,6.107181794844721,4.680172745739954,3.6332504376816788,3.07661506342549,2.652607431817777,1.9690162719209037,1.7157492045420148,1.3485946178381836,1.2059679391136737,1.0791761195218823
[3.0-3.5),,,,,,9.74671421897462,8.81486206948398,7.611853789022448,6.698209774286832,6.200568710161626,4.945502710750315,4.132883001454404,3.406282259367218,2.804956772513111,2.2154807744625447,1.9792146687131222,1.6165797925815142,1.3490728272327266,1.2012300678338867
[2.5-3.0),,,,,,9.742465250240974,9.049037442503046,8.15085059137652,7.46613805554548,6.07349298329596,5.780395310618411,4.33234637764324,3.9531654030482986,3.2505343282079298,2.499574322706611,2.2030220993982677,1.803547771685169,1.4916284903448727,1.382619780902413
[2.0-2.5),,,,,10.920526349492171,9.925581136025482,8.839372090974221,7.820033940613666,7.162197668218731,7.046701016292247,5.779711563917282,5.015896782006504,4.011089002194286,3.237779923412686,2.8674059756941905,2.3215770162137392,2.0509145209101387,1.6838303750781287,1.588442475795429
[1.5-2.0),,,,10.970612411311814,10.710988331472725,10.080638199491595,8.84256618222821,8.030469755891321,7.644635834335162,6.974858925465631,6.241619238300577,5.0428327046794745,4.772306076852382,3.811898160860565,3.3848370667916305,2.726706012260304,2.4967112155866444,2.022599391284398,1.8155726762613646
[1.0-1.5),,,9.522260842482853,11.00168146701296,10.757608250131241,9.990528680176556,8.81924984098431,8.326304535344363,7.2126656795009625,6.467183531595565,6.26796822251198,6.009541314437701,5.516446242632544,4.513994013031721,3.8753569991762307,3.3917697398989346,2.825056340100266,2.501364220704788,2.084038681379291
[0.5-1.0),,6.940924787639044,9.460142326452496,10.922975970739762,10.861357150649994,10.127856977872492,9.089625341015559,7.904072525675417,7.517707674842489,6.787386678422814,6.485308879223014,6.422249435423427,5.666899703376505,5.018398138444427,4.16382739782715,4.149757994711705,3.480425401955938,2.9669263913841886,2.5313350966730583
[0.0-0.5),3.329819947183314,6.997355061430301,9.549368962320816,11.063703185388084,11.118657795941084,9.913931308928126,8.878242339302806,8.08913887117575,8.18123071791686,6.912549791889695,6.523387572312975,5.879143689000913,5.891430053979381,5.125901466189599,5.5572768477199554,4.2246259081535955,3.8855577563891317,3.1016137761809928,2.8891412208978684
