"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width [m]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.6526455460784198,0.5070677632344568,0.4166992906432847,0.33051728874275327,0.29322197839340797,0.2593631919120806,0.20327414847463296,0.1911884243388501,0.17388219176502961
[8.0-8.5),,,,,,,,,,0.8875896096563965,0.6941380909082163,0.5244400001485766,0.4319714206693398,0.3480460331837914,0.28184543779408566,0.2479283730371448,0.2164100884173496,0.1922261543520595,0.16385620422936578
[7.5-8.0),,,,,,,,,,0.8882795214967999,0.719313261614835,0.5606247151838426,0.4593652973091678,0.33293345285914333,0.2803415995670286,0.2653083814736608,0.22605162629142064,0.20468216169590903,0.15336026026816177
[7.0-7.5),,,,,,,,,,0.9328845462465978,0.7189825653917574,0.5705462714875261,0.4799329537542952,0.35698840839434576,0.30277359066235715,0.28160263563309207,0.23100328118579994,0.20090181872867982,0.16145329415671045
[6.5-7.0),,,,,,,,,,0.9820676341934241,0.7582134402630129,0.6055905491679988,0.4935217548899704,0.3783926017633417,0.3163187687621104,0.2828541594163721,0.242860190719058,0.1976021301855757,0.1665612267969017
[6.0-6.5),,,,,,,,,1.5094511691809354,1.0360587272680963,0.8232610569584665,0.6423014766747936,0.5289308921052172,0.41184787393185757,0.3340419107657473,0.29305760585944335,0.24203907942910224,0.2132190171489703,0.1797348635945449
[5.5-6.0),,,,,,,,,1.6182761824440854,1.1908353140891772,0.861910314754528,0.6888408075213414,0.5596110766878699,0.43410115273501954,0.3536094230234224,0.31287550484557797,0.2612031327624372,0.22296139623147054,0.19198029860852067
[5.0-5.5),,,,,,,,2.1994994645693358,1.7037650659384955,1.2139121897046752,0.9696160623849267,0.7641110241134266,0.5935281907563061,0.4586529822846002,0.38817566404822684,0.3296118571122885,0.2743186937583772,0.24158783839327783,0.19755564566521946
[4.5-5.0),,,,,,,,2.312188549495522,1.8246595745072125,1.3366240654763488,1.0182399735674772,0.8419734855610074,0.6608525230675026,0.5082783151650018,0.4181819318878844,0.3518124328343725,0.3086023959148223,0.24879406588231684,0.21042314290991387
[4.0-4.5),,,,,,,2.882154776228144,2.337659877312426,1.965437259027437,1.4855270655661685,1.1314989253021643,0.899277446651896,0.7501992623792666,0.565774549410331,0.45941950084392286,0.39782359403338774,0.32767917672437635,0.2701093600731929,0.23734253184091314
[3.5-4.0),,,,,,3.539901918230925,2.9951742595619306,2.4007999247277767,2.0458319582896265,1.6304928364136224,1.2758427267395047,0.9937216769142768,0.7924676910006581,0.644115548098842,0.5093493203274818,0.44525321865645906,0.3583554473766759,0.2996535230152081,0.25947156166764346
[3.0-3.5),,,,,,3.5592542699749288,3.091337783531432,2.528756519054105,2.1696848030678364,1.7486085158511997,1.3680721517848495,1.1040580382933132,0.8881107644140698,0.6905256743547592,0.5663317941859354,0.4966344282004362,0.4106848419528436,0.335239361318965,0.28101847092792204
[2.5-3.0),,,,,,3.5641925199945277,3.1324993754173835,2.671351003490017,2.4371662814895276,1.887203851377478,1.5497167954681204,1.1852531771255517,1.004607837514286,0.7760145444397293,0.6300229847199657,0.5382270066440629,0.45264024182031654,0.3590556232377548,0.32587167119906923
[2.0-2.5),,,,,4.490430201204427,3.658321953634187,3.2139624528506183,2.704437126313626,2.462947272313821,2.200197512695593,1.7024344642151081,1.376365516734337,1.1051540691263742,0.861710277487534,0.7398973844249127,0.5770514464102278,0.4972999876260927,0.4145664317051723,0.3633043460949289
[1.5-2.0),,,,5.285010231759238,4.509112051126937,3.7197012265132807,3.2383016537926927,2.8176288094540944,2.7391373537924433,2.305064042093716,1.8749278241569258,1.44298943215524,1.2504710262447747,0.9958551411214851,0.8310760082077153,0.6658974147982063,0.5898485889575094,0.4802368648474098,0.4090982700825789
[1.0-1.5),,,5.6698833958566555,5.257614348982269,4.545938119798296,3.7288607560858265,3.2556288480379214,2.9479462343654053,2.6777652088138586,2.47294786916557,2.0211940385079874,1.714574283686492,1.4785171541992443,1.1818779737542102,0.9736590076812495,0.7889836957606067,0.6450922135770618,0.5406476618264558,0.45594846717209053
[0.5-1.0),,4.827322221604701,5.616439280776776,5.230604448203421,4.593637926515158,3.759289439488513,3.34752607122355,2.92425973534511,2.9550493977821857,2.7439167007689407,2.239830813237713,1.9164073005290894,1.5908301530416566,1.3566827448674526,1.0707048164519468,0.8917649885149048,0.7463987213102558,0.6131326706019047,0.5163943805219375
[0.0-0.5),2.7095290823755427,4.7724547309959195,5.67383444114454,5.35210595780711,4.690473303246404,3.7940912016124035,3.3917828876290455,3.0320839490510405,3.1904018802046177,2.909805840121729,2.4233739166761055,1.9019257241371579,1.6571295365318022,1.4750702579640267,1.3548404019438882,0.9371982607209643,0.791275894573529,0.6398877371255302,0.5646822925300333
