"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width [m]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.15588940691230543,0.1290425686580686,0.10262336316600353,0.09965226812610509,0.09013983125467911,0.0809937519852094,0.06403875183173514,0.06340363242242864,0.05987237432142697,0.057615535492927056,0.0510897601179211,0.040091784977514214
[8.0-8.5),,,,,,,,,,0.2023530317180653,0.16335620436087528,0.13774332306085238,0.11016787074229407,0.10344431401799825,0.08722359882026308,0.07593038825268236,0.06898684986593807,0.0653284892474065,0.05576687682171357,0.0493016478883691,0.048441280856448485,0.043238075966690555
[7.5-8.0),,,,,,,,,,0.18696022928307102,0.15996966793912454,0.13626939077670694,0.11818258263828359,0.09613005714948561,0.08527950468829301,0.07594415283813002,0.07120802822706755,0.06546950974481894,0.05354424459749773,0.05027664502162585,0.04576096903032561,0.042684171862166435
[7.0-7.5),,,,,,,,,,0.19199117901057577,0.1580815754948297,0.13108761424788534,0.11508244526336452,0.09545364422791228,0.08622989485796688,0.07600804208165403,0.06851716604121309,0.06366167014638194,0.053000246187503756,0.046307568234979245,0.046854570873982905,0.04078672326785394
[6.5-7.0),,,,,,,,,,0.19276921627219715,0.16394279672654638,0.13563691141681597,0.11746870872067396,0.09891296762442069,0.09214617194778782,0.08077490520345693,0.07504310835913945,0.06185644954647039,0.05382939635367693,0.054197959670282715,0.0537133002637623,0.04998861695660383
[6.0-6.5),,,,,,,,,0.25210338056201864,0.1983318142629232,0.1686159418511597,0.139741265616324,0.11802067893464019,0.11259541234283853,0.09035050477265305,0.08115662339636052,0.07005495377417373,0.06194101023283456,0.060001344128404736,0.05124091099995034,0.05089800453819751,0.0418077274791922
[5.5-6.0),,,,,,,,,0.2593888481495649,0.21807494908689692,0.17145788264635692,0.13839826143795855,0.11815711207433548,0.10246885878961796,0.08957867527057528,0.07890081628397796,0.0688907698888532,0.06382666682811254,0.05900223611847536,0.056478736924579685,0.04454279784187343,0.04629678928209826
[5.0-5.5),,,,,,,,0.3151129510328396,0.2545223168267202,0.20546637576767962,0.1740467129110656,0.14049974730623946,0.11808451938684222,0.09920515691822943,0.09173172479752063,0.07462133917014198,0.06600109478856736,0.06501224279018347,0.05842546104571908,0.050011026825203996,0.05028860562677395,0.039538858639054986
[4.5-5.0),,,,,,,,0.32201836745611173,0.2576960121985103,0.20200210493257123,0.169559444967991,0.1496177873921147,0.11995027223946292,0.10751240156173246,0.09374403786962829,0.07648721455890384,0.07135770258217734,0.06274840826547459,0.05882214957104596,0.05070494083543455,0.041885559576239524,0.04596266036896833
[4.0-4.5),,,,,,,0.38437409228068203,0.3146393869601002,0.2712578007370465,0.21947823007759273,0.17470569061560212,0.14914480214639816,0.12722223301766408,0.10846872128588664,0.0949622862694765,0.08164845923143961,0.07448853628315556,0.06475470404706085,0.06231836627912591,0.053746188405762625,0.04524470628255005,0.04645846168304977
[3.5-4.0),,,,,,0.4884935754429735,0.40184352942348656,0.3125414664275411,0.2579840135034896,0.2244962325689427,0.1811294162550981,0.14938770245884783,0.12450772276229106,0.11391816764493883,0.09059146443155844,0.08701372923348034,0.07485866466231376,0.06367652793238135,0.06363188668480044,0.05119374451100006,0.05257781179635651,0.041282083612806685
[3.0-3.5),,,,,,0.4841254066807846,0.4068232019751896,0.3228215846910418,0.2575239709762672,0.21180788061713757,0.17833186789033445,0.1501167494154155,0.12936756837418578,0.11097083612351952,0.09595771879323563,0.08583214779570081,0.07838544284659854,0.06438970514675997,0.05418639557475022,0.052879627697139706,0.04784374955798108,0.0479611533508779
