"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Power Take Off Heave Position Maximum [m]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,2.8963506209552623,2.7584796601246477,3.0717675035149337,3.600465068434149,3.429920101697867,4.420243875908822,2.81396129152467,3.3089803670460456,3.737934792289321,3.857649762622707,3.3353759592277052,2.766133543160771
[8.0-8.5),,,,,,,,,,2.6659778339036,3.307830979159869,3.372323058333369,2.7426359606824633,2.869943126023967,2.942930802901622,2.8939751545502514,2.882689385281274,3.055352955612871,3.359115601477832,2.8355927196989894,3.583260315523756,2.855388501602885
[7.5-8.0),,,,,,,,,,2.624079938533836,2.6775872029821177,2.7341498202088617,2.9386848233273635,2.675321219340675,2.911943368494934,3.5135835716035517,2.827042171306285,3.574057998879961,3.7259851795364245,3.4847164739774796,2.970477313725338,2.679084016049632
[7.0-7.5),,,,,,,,,,2.3346843108190503,2.257264446447142,2.7189090368932067,3.133850213278379,2.491961184526349,2.9030719922395893,2.5302375222770226,2.7301585610151475,2.7414565945936697,2.656790112444133,2.8790695163104876,3.1945080569693807,2.5200384074815516
[6.5-7.0),,,,,,,,,,2.2766254445696914,2.5858858824657167,2.254845842076725,2.6143392880185194,2.582366135214591,2.8133694810166827,2.9657156186086002,2.315312247895881,2.7252970373991157,2.390664303907124,2.585715824977125,2.5598023702222155,2.3502688096203403
[6.0-6.5),,,,,,,,,1.9212170405317273,1.9296448603770289,2.193418225707938,2.5301771979272516,2.5229516661931877,2.6227509478767046,2.7496117234893718,2.5071821404931955,2.1770037452602935,2.1667824688178636,2.703979436078233,2.252086278913932,2.959144584810796,2.0012450200912144
[5.5-6.0),,,,,,,,,2.18452687613709,1.8780904135546488,2.434426445218744,1.9318845018100563,2.357297307906795,2.0545328143751753,2.264132006102459,2.2878828399816573,2.0191951079181334,1.7972962090970404,2.3617734019249843,2.412576822987195,2.559191360253517,2.0901195417811707
[5.0-5.5),,,,,,,,1.4335153068471849,1.6250420155886427,1.8360392584036342,2.1499625263801065,1.9938124912233712,1.9951596970762744,1.6654124869688531,1.943192491188655,1.8435778632058528,1.8220010204031185,1.9638410542618185,1.8635412709889918,1.729442883126127,2.189220470660782,1.8494801949584136
[4.5-5.0),,,,,,,,1.2532865636837942,1.7657483051191674,1.6216822471517078,1.9288766204746224,1.794433679032569,1.7028272106110074,1.695103345235758,1.7321565641234629,1.8367086218799429,1.5698365156827299,1.8665751616034447,1.73481457924753,1.9039928014784862,1.875934546514696,1.9271977962701994
[4.0-4.5),,,,,,,1.198229029870956,1.3145631246758933,1.0892497758504613,1.429380726470518,1.6285136330023726,1.64242724729351,1.4892849938718504,1.5699403814195438,1.7778630813206933,1.562656754100516,1.5816354019268701,1.5517487168527402,1.7449170987876021,1.6164028158169108,1.6811633384703752,1.434987705529691
