"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width [m]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.05639485662813757,0.04444542261829317,0.03245571863398798,0.028111075864667268,0.02383812106882107,0.01943566987089155,0.013358639961927649,0.011893875159473618,0.009917336719741222
[8.0-8.5),,,,,,,,,,0.07839053955687383,0.05792044002432295,0.04597374773545904,0.033810167910660494,0.028952132609025048,0.021753175657552085,0.016994930647806432,0.013439446822718281,0.012195704779964761,0.009362038757856295
[7.5-8.0),,,,,,,,,,0.0739531648472392,0.05630226215865129,0.045021899147263095,0.03419897493167832,0.02559312324518954,0.020587204988564225,0.016918918697540645,0.013610688747164203,0.011286512912330932,0.008163227682049797
[7.0-7.5),,,,,,,,,,0.07392245340395592,0.05323567349589821,0.04246824017032413,0.032804789176113354,0.02497445253648716,0.0197240033269768,0.015719689525619928,0.012907005701058884,0.010998627583650505,0.00763695005863874
[6.5-7.0),,,,,,,,,,0.07212322557056405,0.055228180114455086,0.04140172245127866,0.032693314463767865,0.023821599039875723,0.020545833639557302,0.01513038832670327,0.012671218383440524,0.009807173274113106,0.007712846144263142
[6.0-6.5),,,,,,,,,0.10022438884167645,0.06952263927337346,0.05386173433043935,0.040954336389073254,0.02979540343381623,0.024725515269246285,0.01960815383411818,0.015246372196071766,0.011073795830181206,0.009248278865503676,0.007554560861361055
[5.5-6.0),,,,,,,,,0.09873400544784358,0.07425611874730742,0.052107306709972684,0.0381946987121715,0.028926371908623728,0.02256938403271639,0.01769563118711085,0.014122880256554508,0.010048674834106599,0.008562076407620179,0.00696374769127351
[5.0-5.5),,,,,,,,0.13985768254178313,0.09764764576085616,0.0709543147311073,0.05088194863999915,0.03665273992226037,0.028624013001245886,0.021331739841437224,0.016646771393425415,0.012425487422437997,0.009539959867079702,0.008000018255788376,0.00614778741406409
[4.5-5.0),,,,,,,,0.14003287248427476,0.09388584984217757,0.06408528235738632,0.048478828004161464,0.03617871157559368,0.026459412028901164,0.02038593400879726,0.01612035967274226,0.01177325357675832,0.009627200802818005,0.00723151281020807,0.0056180625509946545
[4.0-4.5),,,,,,,0.20594380316302388,0.13683382226194926,0.0976435051309273,0.06429938644583108,0.04766973524402516,0.03523166427332091,0.025567506184636112,0.01925290104667575,0.015468435062438527,0.011196813392622221,0.008792911832822763,0.006672337223388198,0.0059481146751119915
[3.5-4.0),,,,,,0.3094109996046825,0.20251254112061004,0.1346314200211041,0.0878064234428855,0.06518825945618492,0.0464354731917122,0.03344519134372957,0.02430763810686765,0.018947529461420868,0.013509625379231144,0.01081163892593991,0.008249745488955355,0.006235077018578749,0.005283221609272784
[3.0-3.5),,,,,,0.31284864903326876,0.2061912064738916,0.13401355614872001,0.08907787374741401,0.06112772506967017,0.04250562108937818,0.029988394383606377,0.022944029656953305,0.01719397396888756,0.012655442129607678,0.009917066527822161,0.007785095310045989,0.005654285767604817,0.004227741202151885
[2.5-3.0),,,,,,0.3148911890775244,0.20141519565256952,0.1330098356083559,0.09174600633460149,0.058552495079533445,0.041539500785727344,0.029456139988119193,0.021409927585044116,0.016017992835267877,0.011360116834770636,0.008779922904713642,0.006889397832680242,0.004917548928479795,0.0040971530782437605
[2.0-2.5),,,,,0.5091442264168582,0.31885545116265396,0.2021172960805335,0.12792352872304052,0.08666792633249924,0.060435359272760385,0.03997336008926735,0.027650977927736495,0.01926465919117315,0.014357364397473898,0.010457032659939438,0.007971671958298619,0.006060253246397554,0.004340185154339872,0.003532133684067449
[1.5-2.0),,,,0.787493044915109,0.5262252563971632,0.3252299243116233,0.1988233436061371,0.12924783784816213,0.08672537598926762,0.05638169802856762,0.037394005665296,0.02550053005994681,0.0186210704684033,0.013302486559182047,0.009988973284572662,0.007293200579547683,0.005292515584772158,0.0041382079103433585,0.003159020572609733
[1.0-1.5),,,1.0577541808540183,0.8280243233962112,0.5458446848234507,0.3447653349073986,0.20973235379500874,0.12981826977433192,0.08333362469654074,0.05447779947637065,0.03615286924545653,0.024963448498285704,0.017979365108001202,0.012411139857034173,0.00879332707283901,0.006622867799550736,0.004897388775439944,0.0036606344969765123,0.00275672667667055
[0.5-1.0),,1.086168604375511,1.0967529194073053,0.8720983232310062,0.5904344369736264,0.3607669344259109,0.21908103367317208,0.13773802579874386,0.08449943856128181,0.05585958268783708,0.03613671696273631,0.02459587961972767,0.01709445271316807,0.011885154496591874,0.008385687590401496,0.006211927382273126,0.004553365884232567,0.0033246311213693523,0.00248072756409038
[0.0-0.5),0.4714109929759664,1.1464782258634305,1.1514284014439506,0.9568357348083553,0.6751194578410172,0.4171545111021612,0.25483962389807313,0.15177652454359075,0.09493447493039402,0.060103005917975474,0.03812810720413988,0.025374195786608184,0.017570754158185164,0.012128723589705867,0.008569793793975492,0.006173660746655986,0.004511498653908595,0.003274003858887403,0.002439859653441313
