"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Peak To Average Force Ratio [none]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,6.177242587740656,7.989278596951857,7.1751180016595955,7.074494333820538,6.876774152311003,8.725249321739106,6.8713220404976925,7.926000974152533,6.735973870478688
[8.0-8.5),,,,,,,,,,7.857272106337649,6.5739993210332885,7.727384329348929,6.063829159816443,6.357859136119851,7.259647315218367,6.713795234080601,6.464773893617769,7.69552909155113,6.876729249545378
[7.5-8.0),,,,,,,,,,7.115815548200268,6.542975400236096,5.994311214123647,7.6880136772076595,7.175076997066955,8.064402373095637,8.167389214429923,7.35678821024864,9.150568516830345,6.195728999925192
[7.0-7.5),,,,,,,,,,6.229360176157077,6.709940773929506,7.639558829025782,6.7370611026479175,6.999977028380402,7.266512650322444,7.046091823714275,8.19205704793948,7.87240493047134,7.01766482356151
[6.5-7.0),,,,,,,,,,8.92010356980318,8.087008847050871,6.811600988919576,6.891249137260822,6.696452345280653,6.687116116190824,6.8810246667438735,6.859096302827541,7.335764744558924,6.9362798526714275
[6.0-6.5),,,,,,,,,6.698271449337796,6.371596023164216,7.197202680063625,6.744049227211823,6.69023638275432,7.802919293418718,8.971820480280837,7.798104963226991,6.557784700064265,7.104398399900555,8.617845650802252
[5.5-6.0),,,,,,,,,7.912972286230192,7.098224537867683,8.931890983667902,6.642705071685439,7.001394390546659,7.284012151806014,7.5426691339562835,7.721770137606834,7.331667006333405,6.981560919708571,7.9064527835363
[5.0-5.5),,,,,,,,6.2947583171153365,7.519293081846471,7.2057422713406645,7.753464219490186,6.160342092547915,7.284441816350798,7.135666998852282,6.777319752182128,7.493298682729051,6.210514949908151,6.739856541391488,6.872279460649207
[4.5-5.0),,,,,,,,6.582718034410249,6.549675210062881,7.218265719924663,6.88572517457384,6.80283239872445,7.104978119134954,6.213058684688882,7.156376864584765,6.832011582509727,7.392649296562588,7.225999935639631,7.992006370914387
[4.0-4.5),,,,,,,6.197642672285392,6.601212274660115,6.411175038102709,7.14720477294463,7.353899247106757,6.796745756061305,6.500329593964591,6.777669430285585,7.300721671120507,7.018347816827352,7.769310849264286,7.596894473836938,7.512649989459535
[3.5-4.0),,,,,,8.322592779521765,7.599158383669138,6.5630115862353975,6.15200099580594,6.320570447554667,6.185182920008213,6.4533134793083065,8.011146477424067,6.833268007503861,7.920770183287197,7.5032010115680015,6.8627280776816715,7.95238343690099,6.649695192841347
[3.0-3.5),,,,,,6.664120121259851,6.260484602745651,5.993100507294191,6.465664082983722,6.867832607226345,6.199547491751891,7.901048952936632,6.826532629412653,6.967873612211613,7.132366810959954,6.430716831048337,7.85521578168158,6.34391634229609,6.735986416237394
[2.5-3.0),,,,,,7.257223302122007,6.6481471122491795,6.6944824735288435,7.406022435032163,6.8961957471435795,6.078775209714549,6.505348706170743,7.428331787996277,7.433566986073062,6.361297614608872,6.773283781935829,8.186874318605861,7.943106327927,8.296069997268138
[2.0-2.5),,,,,6.405285622268766,6.7821383948069895,6.611810387399785,6.45736349716764,7.580573812078961,7.651666076211052,8.371830650659593,6.709540162420135,6.374495686833021,8.464425808964627,7.048974466003927,8.248508079399135,8.987235675768321,7.163048947114584,8.684130000313028
[1.5-2.0),,,,7.113008546909247,6.540404546130143,6.6955074655830416,6.053206197268318,7.478480684864528,6.09988151794481,6.604990683705709,6.835826913166733,6.716658425033302,6.932924732937678,7.221782856497041,7.63356901229234,8.040248367769324,6.214893073866354,6.93715909522012,7.769339764460818
[1.0-1.5),,,7.698603847444224,7.123412574089502,7.154176722732669,7.710522720541326,6.448500997417732,6.873126503086211,6.771642266369293,7.3264105629533605,6.964852653370273,6.477286877010261,7.760700735882105,6.945684924795046,7.248244607302461,7.259743257649879,7.923757934199845,6.614822708149491,5.677744752698392
[0.5-1.0),,9.11407617532821,7.193710409428969,8.377516562922622,6.885981089831593,6.803936362863516,6.645325293456805,6.522234106321948,7.097376408220215,5.801817751271642,6.641005332192336,7.609554692050233,6.816293276053293,7.379135868228304,7.029772626330767,6.726663114393815,6.641001089320591,5.988705093394342,6.705300431384471
[0.0-0.5),10.03459115114586,9.5604410122664,7.568769901594272,6.526232502747269,7.073544692184506,6.807559420239228,6.426292278401016,6.758641738635574,6.5385553184180205,5.943813859136694,6.052280950318329,7.152458494305492,7.119081130207183,8.0132964678272,7.081670368062042,6.164396848968004,6.959772292782098,8.021616360362046,6.46180668847813
