"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Power Take Off Velocity Average [radian/s]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,-0.001586795129034154,-0.0019630101327314325,-0.0018616622571179058,-0.005317189763047304,-0.0011510384792874453,-0.00688771439299752,-0.00013526687556653812,-0.008271991032524146,-0.008892324635774997,-0.008788102762727533,-0.00893965588805849,-0.005472995690760329
[8.0-8.5),,,,,,,,,,-0.0030514184068690096,-0.000572632738950437,0.0003821983773427228,-0.001827810800532968,-0.003905343857833871,-0.002011531366088474,-0.0005634482841517604,-0.0014918944351364654,-0.005277812228194342,-0.0033246213612416705,-0.0018086213261691946,-0.0016896428047430171,-0.005782694557368513
[7.5-8.0),,,,,,,,,,-0.0004553901208111828,-0.00019499203889696253,-6.301315261678937e-05,-0.0005380206529718652,-0.0003318337317975268,-0.0015583252748065045,-0.004735976791472414,-0.00161742006816146,-0.005146877023328161,-0.0016121769243123759,-0.005541228180797893,-0.0004157901015835503,-0.002142256466011522
[7.0-7.5),,,,,,,,,,-0.0005297784577937085,3.791180757457371e-05,-0.0004161980319633323,0.000151660429202772,0.00022230685963799764,-0.0016256472922998087,9.366268404670312e-06,-7.965606366023381e-05,-0.0021060047217357834,-0.001413667823242548,8.742829574692282e-05,-0.0013829116184245472,-0.00018868775050819513
[6.5-7.0),,,,,,,,,,0.00035378384523806165,0.00024105628939270705,0.0001227516771650348,-0.00012770153534201126,-0.0007025765355142907,-0.00014058251991083386,0.0002476029974546949,-1.4270558430420143e-05,3.1721200584569845e-05,5.6810079585959784e-05,0.0003569848696385126,0.0005538398521093218,-0.0015458470009006747
[6.0-6.5),,,,,,,,,-0.0005715119148948328,1.5928654842043354e-05,0.00035431624420003663,0.000446677232857327,1.4271355385290097e-05,8.816329430839816e-05,-0.001603214130818904,0.0002653834262019268,-0.0002955903870387724,-0.0002106764745199758,0.00022989754570418378,-0.0002537066839034291,-0.001742044632375274,-0.00034600705909896255
[5.5-6.0),,,,,,,,,0.0001441753220418749,0.0006018770314595606,0.0003260837131769583,-0.00010308992341970393,4.174417982422334e-05,0.000228902359932628,-0.00035081443809373134,0.00017214198638903572,2.223435381043794e-05,-0.00020313726650692527,0.0002213887069735158,-0.0005050234080086921,-0.00035708592160091867,4.9668019945030476e-05
[5.0-5.5),,,,,,,,-0.00023899724342121284,-0.0003757646093403371,-0.0003613663081034698,-7.878251781214657e-05,-0.00020961229190180546,-0.00010615146809327308,-3.678729477484837e-05,-5.059366675852773e-05,-0.00016026103195970073,0.00010006900240156066,-0.00027161570404502525,-0.0002522970128530962,-0.00010846483498515376,0.00046513549169677936,-0.0003705131825792129
[4.5-5.0),,,,,,,,0.000529197079181216,0.00022068221038849963,-0.00013242426802497298,-0.0002606158977494536,0.0003107124062853865,-0.00026599644888815815,0.00042765898894084407,0.00013639426198385943,1.4097862930772936e-05,0.0002340444456393486,-4.614806276998623e-05,-0.00041909904429136624,0.00012986918318947378,-0.00029621038209589023,9.013078894907939e-05
[4.0-4.5),,,,,,,-0.0002620032682865034,7.381028429006175e-05,-0.00015510631338531283,0.00030025728101583176,-0.0003422478664349571,-0.00026641198091317494,-0.0002600926047338264,-0.00040521045229319756,6.366585386217245e-05,0.00022990183888432178,0.0001823605205515029,-0.0002957861782566128,3.175993297272397e-05,0.000188217964657757,9.134339170957155e-05,-6.628084091766505e-05
[3.5-4.0),,,,,,-0.00011102526750846777,0.0002444699848068828,0.0001731041989870355,0.00015522142763629027,-0.00010212105321806208,0.0002640267988300672,0.00020287691356656536,4.578300624746898e-07,0.00011879232762708094,0.000183876928350193,0.00015055644391557746,-0.00015828376065395123,-0.00011031022320161254,5.3126447674044386e-05,0.00018252473960109057,6.443417760612311e-05,0.00013361404307322887
[3.0-3.5),,,,,,-7.240651897118303e-05,0.00031566608177695764,3.9346693263794156e-05,-0.000350743639711794,-2.3035575883600832e-05,0.0003068018079991634,-0.00021143271220515401,0.00017395028278296995,-8.052177218127645e-05,-6.22889669827727e-05,3.6046091751475666e-05,-3.9379021376989795e-05,6.214226182837211e-06,0.0001094963327677705,-0.00014016402097094614,0.00012745550757579214,0.00029836008505520453
[2.5-3.0),,,,,,6.451795373081777e-05,-0.00038318943589475755,-0.00011522615799101403,0.00016944698699237047,0.00044380524725912715,0.00011267961630526799,-1.8012812675642608e-05,-5.053075424267676e-06,-9.742762295213377e-05,-0.00010124714212396634,-0.00031773632216731566,0.0002831908403807254,0.00017020530582085317,0.00016428272003800437,-0.00018937015280752966,3.199104157224678e-05,4.5390281941570396e-05
[2.0-2.5),,,,,9.502362459525303e-05,-2.500208386711061e-05,9.859487660137645e-05,0.00015608052579934271,0.00024693357251396876,2.76760877623381e-06,-1.4699886928757945e-05,9.61989959778092e-05,0.00012892612917077848,0.0003191988294380991,-2.9527854128588695e-05,-0.0001823997203789538,2.038934062416633e-05,-0.00014738662114952185,0.00010744369170452025,0.00038625723872806784,0.00014127248302450853,0.00016831159185097598
[1.5-2.0),,,,-2.9760320941822695e-05,6.625145331679784e-05,5.115761135562505e-05,9.25166832955604e-05,-0.0001789687151662208,-4.491843744362312e-05,-0.00010781494430018249,6.453229444025574e-05,-9.95126624286014e-05,-8.03483773126477e-05,-0.0002924871351006452,-2.612106572313418e-05,-5.162358720989238e-05,6.373481612475154e-05,-9.223511996843628e-05,-0.0001342166510562866,3.409787951071286e-05,6.336980358505734e-05,-0.00023358265104110165
[1.0-1.5),,,2.0162552411218512e-05,7.673793649934029e-06,-3.06159733329319e-05,7.389419491315587e-05,-0.00016840988496300165,-9.030849969462853e-05,0.00020832324052736688,3.94006394595774e-05,-7.796210832195539e-05,2.6036592874103604e-05,-5.631914239563205e-05,2.2727729087654458e-05,-4.818082476780438e-05,1.4275454164031027e-05,0.00013705911515557757,0.00011665534889950481,-0.00012124990024944668,-3.202045909665373e-05,-1.4621676902172138e-06,-0.00013916944734702387
[0.5-1.0),,8.979008789176865e-06,1.7191934683011428e-05,3.004113148042727e-05,-1.0658061984721443e-05,2.31006161257276e-05,-1.0483149457445053e-05,-9.398315326226615e-06,-9.083361242315863e-05,1.4552450460156488e-05,1.2859406436032995e-05,3.966029004075814e-05,3.38836166933576e-06,9.160752794399793e-05,-0.0001757735459200066,3.230356961704744e-05,-5.4700251255553657e-05,4.314580044586147e-05,8.837920470012557e-05,0.00011819382124667106,7.994866094161627e-08,-0.0001080495588179257
[0.0-0.5),1.9003704066522398e-06,-1.434933931119874e-06,3.6760654556873914e-06,-1.2027849388661533e-05,2.0602765968087694e-05,2.8895293803075143e-06,-1.6380187648950634e-05,-7.941591162381772e-06,-3.114776780981345e-05,4.934932874225144e-06,4.0656231665822787e-07,-3.742707202840992e-05,-7.1735733550680034e-06,-7.511011397479213e-06,1.8477851211525226e-05,-3.039525128962512e-05,-2.377256171800908e-05,-2.188976443063671e-06,4.448942078132798e-06,-5.6792984858671655e-06,-4.332234002224173e-05,4.742502840774512e-05
