"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width [m]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,1.8933276492841324,1.482476033752035,1.186933879181083,0.9531214604940864,0.8682357288749059,0.7407604934438495,0.5823054139099106,0.5195901653446031,0.4370381320456864,0.2950258956591455,0.25812898313626303,0.24762506959265645
[8.0-8.5),,,,,,,,,,2.557424896012835,1.9985422047292511,1.548373047415265,1.2801506471135993,0.9612775922205032,0.8905697378636953,0.7612886084811399,0.6121234204806499,0.5490633919831249,0.43718021471263496,0.29704379522534347,0.2599657744388156,0.25371026131028956
[7.5-8.0),,,,,,,,,,2.651119182774723,2.0861653334902357,1.6783646872650064,1.3818685962970516,1.00092267602716,0.9673308760231482,0.7911731781919067,0.6681958053508401,0.5754396769502759,0.44299972809959176,0.3220667217762495,0.2639850552213581,0.27189738175841754
[7.0-7.5),,,,,,,,,,2.8441082279157976,2.2695169866275684,1.7227463571205526,1.456659709398934,1.0537832309926993,0.9924812331406312,0.8353429627261346,0.7131788919467724,0.6036060137140549,0.4734008319321973,0.30818172666837546,0.2924976151871325,0.2717958264232356
[6.5-7.0),,,,,,,,,,2.9645586812683415,2.3028256849822117,1.8373263618128357,1.5412311871541504,1.1440488081385476,1.0317083646059269,0.879225769946936,0.7557780919815769,0.6178517293326402,0.5062153095544717,0.3573891197781047,0.297488609741421,0.31380736933326475
[6.0-6.5),,,,,,,,,3.044968438412736,3.2832393171304854,2.530381841182308,1.9927911704632255,1.6209175144952686,1.3100504876777077,1.1196830664073871,0.9387945494956726,0.777365180068039,0.6818320606986353,0.5239352060826127,0.36344049519009747,0.3384243841165563,0.3237650370495629
[5.5-6.0),,,,,,,,,3.398006123126596,3.5663181241144413,2.669573263953791,2.140940546879478,1.7674868140684554,1.3349489211697985,1.2294165724528654,1.0265530376229588,0.834519737566372,0.7023594401423451,0.5794643889868121,0.3961749859390491,0.35468694658889166,0.3513733797791906
[5.0-5.5),,,,,,,,4.549037926485256,3.588044114020831,3.543474575826621,2.851472459411318,2.3680564908633066,1.8267111786751689,1.4276243238857573,1.319987783438729,1.0289427917895635,0.8942351514075673,0.7882528860266692,0.631978085196914,0.4446112476500555,0.39702327955463096,0.3758388411805829
[4.5-5.0),,,,,,,,4.948191774598615,3.890934054946128,3.8407440229801537,2.985655482175551,2.60454485425137,1.9940502853293585,1.6021593171915296,1.4296349001402417,1.1263170012096382,0.9951455466437803,0.806725146472641,0.6660972025852507,0.48456264747498284,0.4183029344209318,0.40637451018248527
[4.0-4.5),,,,,,,6.64333487028599,5.128586183987452,4.211948746760279,4.114590872589605,3.277518469904182,2.6801529355768103,2.2744006319288683,1.7746101993350891,1.5202205731235106,1.2831950963690784,1.0485157824315012,0.8676323525668881,0.7552220932849637,0.5398784381848378,0.4496290422211721,0.4396594791091985
