"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Peak To Average Force Ratio [none]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,8.13024775856309,12.26014351002634,4.933862042205704,12.926915865117644,8.648381513046171,15.580685149848659,5.253975890374519,11.652894596089839,14.113231204314701,14.044933676785913,11.622509025781223,13.316958051858007
[8.0-8.5),,,,,,,,,,8.770771731734465,5.079501032187641,5.4875525808456675,7.005669168033726,9.804609663817313,8.72531471077822,4.659550820012181,4.846270253463479,13.81954386918139,10.606764283477503,11.789137367940384,12.579101346587095,17.53146466444253
[7.5-8.0),,,,,,,,,,5.684080525001946,5.812890265089716,5.212912275845536,4.57494831843441,5.448991446172574,11.322126268644759,9.738409948191379,9.758159195787195,11.612725234599017,9.008123638570996,13.995868047670326,5.3714864790683725,9.84913996062111
[7.0-7.5),,,,,,,,,,5.540773658264536,4.919894367299302,4.743870817420114,4.975681982213161,6.225641296724152,6.308959562183493,4.385086491444426,5.104924445152387,11.689583703442622,12.02049386726236,4.899630101742351,12.474423777986177,5.523651418902744
[6.5-7.0),,,,,,,,,,5.692444235604096,5.1176578130139685,4.489094835538125,4.597164908923515,4.439710495195861,4.571434774831511,4.88330342206803,4.1807759109644,4.8331217013165375,5.361632906813927,4.37008666922041,4.726914206767394,13.511166913198462
[6.0-6.5),,,,,,,,,5.553692862580653,4.829661847040009,4.488834989110132,5.043526278540203,4.770239863120286,4.252595992752607,11.927934482371874,4.061120218705426,3.9165515464291683,3.763043869746629,5.4601548149920545,5.436746871501201,13.71425453750627,4.148021916082202
[5.5-6.0),,,,,,,,,4.998915039655464,4.678954324989014,5.969098395518272,4.698514025424452,4.470168209256511,4.755792634663946,5.095058413504395,4.263753288501546,4.129137920171279,3.9536992562897373,4.0729433587498,5.56003375075955,4.5835075115836625,3.936838335765784
[5.0-5.5),,,,,,,,5.466748383527251,4.869826598048441,4.4097116622689665,4.998732806527309,5.043022558445917,4.224418922755754,4.474869980140228,4.0687518065209565,4.593746663006879,4.014346631101394,4.315635461390578,4.512761106157335,4.132932074131639,4.820849448591635,4.366934876251832
[4.5-5.0),,,,,,,,4.411604567170078,5.158148044461137,5.291177140958921,4.551396243919082,4.349092665787032,4.078492613709709,4.215840359619142,4.151933825101079,4.169661407971323,3.94076668490254,3.8964636279794047,5.25176783866647,4.239342023482066,4.219144981778329,4.737253939424016
[4.0-4.5),,,,,,,5.068664335836159,4.872830136341666,4.666458595270163,4.563694669807563,4.46239522753271,4.308458944324084,4.173771031781756,4.300235771488683,4.518937889972821,4.212061957650871,4.066237358871031,4.315053974018076,4.37491637637531,3.6187391364206283,3.525875693653797,3.9976617971167787
[3.5-4.0),,,,,,5.032375989349216,6.57168986367774,4.43131659387497,4.238585344102838,4.197117271235779,3.9384625126203954,4.156457953692726,3.944228494997443,4.241518920905913,3.9076490092240155,3.6955267751859915,4.190954229803195,4.469557593765829,4.192811726733355,3.4611133808929884,3.4736459822828336,4.188372059797589
[3.0-3.5),,,,,,4.650368143583392,4.480343826377958,4.800203073423049,4.520217484236618,4.064845130291867,3.751651823415767,4.1041221508702455,3.526261440856929,3.877667831608208,3.9597333909984482,3.9547951502641943,3.678458904560686,3.726855225577944,3.812794923181058,3.7520293290245106,4.464788077636574,3.536647217766151
[2.5-3.0),,,,,,4.959886878673714,4.836635047575916,5.133975972452649,4.469619632052081,4.692692432066244,3.9303610553367854,3.99875801286795,3.636930427369495,4.488896672817625,4.171278046684764,4.265370456214572,3.917753963988433,3.8084619319976163,3.8701345763448627,3.7925017792657396,3.516305877050081,3.4414100322813646
[2.0-2.5),,,,,4.4117340921195956,4.352281002793256,4.7592283987595225,4.967136946995081,4.742160944805838,4.502142642602199,4.891411780811539,3.8120014603544132,4.0098606159907995,4.193589849639343,3.8127667012898843,4.187656441860901,4.843621158068087,4.173919047752401,4.312295294398028,3.518966701122827,3.7412508125275545,3.485894293544369
[1.5-2.0),,,,5.008090746160658,5.209731934455551,4.728364818903878,4.168900238252613,4.704035809020032,5.176146710161535,4.395118047813358,4.004575254464284,4.092503618909951,4.1484112940425755,4.079173239559339,4.761656778098247,4.114725830453729,3.629101924321714,4.322634940198472,4.011614103712789,3.555755193345917,3.8947017636166477,3.922102267103003
[1.0-1.5),,,4.508811486808019,4.434119345698974,5.1359325861476215,5.43375525911273,4.665342933967128,4.657688914348993,4.723352164649068,4.744525255376137,4.336388397599086,3.9616368224215,4.898256542183481,3.957662187552474,4.264873476167183,4.0668053886926465,4.092775029549069,4.412659779844085,3.568798063757606,3.5672891693753233,3.844879623095842,3.9744760400414583
[0.5-1.0),,5.221122437056664,4.979905562449751,5.464959127618403,4.973838524802949,5.313627668196865,5.095502184352725,4.10863444403434,4.980295681456871,4.119360988049973,4.3923678831297766,5.089933626970302,3.974359594572894,4.893411574248188,4.7299443575812425,4.692804707457128,3.761596219518893,3.8878566995820574,3.7287379299956886,3.676688870102708,4.235684938176675,4.392856468984895
[0.0-0.5),5.08771762607884,4.89446659712084,4.906985627090405,4.208985163719152,4.639991192188308,4.69230569630805,4.770748534814693,4.944522108049423,4.443980435855879,4.606694115687835,4.650112064064305,4.7572852921992785,4.962504246512164,4.399390381714146,4.536238063738495,4.523951619334728,4.286228474951392,4.762231363656121,3.710751688038336,5.080025085659397,4.452753814111844,4.7220937841621495
