"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width Ratio [none]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.16378786807299242,0.1282459426023586,0.10267920065931592,0.08245257078877415,0.07510928130743234,0.06408166173442825,0.05037403977474624,0.04494867303377916,0.037807266978555416,0.025522081449878463,0.02233020568401006,0.021421533798094885
[8.0-8.5),,,,,,,,,,0.2212375505280945,0.1728897621551495,0.13394655727639992,0.11074319090109709,0.08315814091431338,0.07704135033900222,0.06585750660670178,0.052953533993960994,0.04749834105250843,0.03781955825688668,0.02569664577743051,0.022489102709389603,0.021947951176842513
[7.5-8.0),,,,,,,,,,0.22934284993844828,0.18046985821463152,0.1451918658030839,0.11954260079077669,0.08658775530711146,0.08368179800517711,0.06844275906580781,0.05780424030415998,0.04978009903776196,0.03832299235147262,0.027861327518739046,0.022836802396133362,0.02352128143783136
[7.0-7.5),,,,,,,,,,0.24603793400223967,0.1963312313828611,0.14903123248106367,0.12601262565435223,0.09116061283984463,0.08585750350184826,0.07226379598186403,0.06169563430333191,0.05221671071018411,0.04095292911159485,0.02666016524353407,0.025303365123331308,0.023512496095343397
[6.5-7.0),,,,,,,,,,0.2564578541732137,0.19921269814528658,0.1589433122520628,0.13332872968238285,0.09896930165642992,0.08925096170003653,0.07606000708271114,0.06538080319523165,0.05344907817242681,0.043791641858283666,0.030916995282391602,0.025735125763345152,0.02714682798200465
[6.0-6.5),,,,,,,,,0.26341393633887955,0.2840262583866849,0.2188981116578346,0.1723922520480092,0.14022222942855897,0.1133297644102144,0.09686147161778191,0.08121317928176851,0.06724825764080655,0.05898388461599306,0.04532455354206729,0.03144048728231796,0.02927639513389257,0.0280082452685733
[5.5-6.0),,,,,,,,,0.2939544979530151,0.30851482184799534,0.2309392744213994,0.18520834889671678,0.15290163709004895,0.11548367651389527,0.10635429079155741,0.08880498500071628,0.07219258047201155,0.060759665853583826,0.050128268571081366,0.034272280529647904,0.03068323585570571,0.030396586028517282
[5.0-5.5),,,,,,,,0.3935278841165817,0.3103942924033894,0.3065386736230966,0.24667499847288388,0.20485568055880987,0.15802501466316937,0.12350083436789489,0.11418941936096942,0.08901171770243049,0.07735843770113082,0.06819013061659282,0.05467112006862193,0.03846240158242544,0.03434566465988474,0.0325130426100663
[4.5-5.0),,,,,,,,0.4280578598660707,0.33659667618184763,0.3322548400832038,0.25828289488661516,0.22531380088365027,0.17250117547690483,0.13859949648720377,0.12367476517086219,0.09743535962845283,0.08608798776521592,0.06978812775041102,0.057622694509358995,0.04191851474188344,0.0361865236919695,0.035154620325310235
[4.0-4.5),,,,,,,0.5747011911596611,0.4436634079798669,0.36436699475942097,0.3559447659621166,0.2835313596980602,0.23185449998243837,0.19675370546051324,0.15351786645041646,0.13151114481782752,0.11100655992399171,0.09070493673415368,0.07505708446808794,0.06533270489528654,0.04670376965249788,0.03889648063659346,0.03803403430389098
[3.5-4.0),,,,,,0.6242956667067138,0.6087917827845957,0.4675036632233488,0.39051968982299196,0.3925691099745983,0.312344654655004,0.2424548811555445,0.20604435965767495,0.17118896627331776,0.1380463117837755,0.12121189548515798,0.09659222852296075,0.08321371263958828,0.07007991718780779,0.052326497271867875,0.04552330235347372,0.03926295135416809
[3.0-3.5),,,,,,0.6113656137563773,0.6011033610506533,0.4957231303506292,0.42414208891602023,0.40072399871464565,0.3249334992582013,0.2702605540323308,0.22287215276876998,0.17800036117195991,0.14967466050120293,0.133676657401313,0.10998028603498759,0.09029994296515016,0.07554502266858282,0.05793223600663603,0.04939035637550864,0.04594237503416946
[2.5-3.0),,,,,,0.6021086227035862,0.6016138981968451,0.5513353449509188,0.4863278304687274,0.3990985130713217,0.3671826250415846,0.2776743373899541,0.250108031264602,0.20282282238321886,0.16347698056347207,0.1414132641644498,0.1166835452590714,0.09575009572132015,0.08642143877585765,0.06780453468402294,0.057159724604079996,0.051097888285633074
[2.0-2.5),,,,,0.4504838759387485,0.6045269928281117,0.5755708040197742,0.5302052791274233,0.4853112660159834,0.46132053369353765,0.3734288240571361,0.312660207000784,0.2506299012534951,0.20166484402889726,0.1786173937581677,0.14537369578721995,0.12591457590863567,0.10294758813387113,0.09654301524048634,0.0811675172952952,0.06615822654913454,0.06000944080922664
[1.5-2.0),,,,0.41092198136194563,0.4360380335311731,0.610052965509568,0.5627115640915549,0.5335874283818255,0.5497196698229719,0.45886319724399804,0.3951695265434924,0.3127908127709658,0.28707624776120494,0.2347625186812044,0.19917237441631236,0.16086243604021094,0.1427917459906275,0.11777767952527918,0.10516251571465716,0.08785739228412319,0.07545393671067882,0.06363467607814498
[1.0-1.5),,,0.37594575954509823,0.41036034166657315,0.43297810628443756,0.6018534558699965,0.5525194853808075,0.5271831809436358,0.5040971943941635,0.4398869234095832,0.39796208606255623,0.35917774160417076,0.316282980234564,0.26864544933963713,0.2115738643120206,0.1854946273385323,0.15178190389875745,0.13408554878743328,0.11573194018985007,0.09989898701652651,0.09267213682666924,0.07527882612011816
[0.5-1.0),,0.4723115503842609,0.3745344376793373,0.4063479506325206,0.43420998147011036,0.6048038604807437,0.5577734339263284,0.4786971678870318,0.515738242458575,0.47345404772642363,0.41893626855555277,0.37943068767939897,0.32315255373437013,0.2950948838073373,0.2105828100524124,0.20498879868600534,0.16888390014209273,0.14081509009138807,0.1327787089108604,0.12134765845252558,0.10244675420516723,0.08857048925182844
[0.0-0.5),0.25782747673894485,0.4776041929847808,0.377412101477218,0.4113346004049944,0.4422636640684049,0.5926846499216237,0.5403366411569266,0.4794897578263325,0.549977724729007,0.48404436505775744,0.4341555225395198,0.3586688125082789,0.32856484147241627,0.30120876425912363,0.25980346265909593,0.19498350803999462,0.17792564933833246,0.13954286719646664,0.1450798869010755,0.14584955793961643,0.12188603450253531,0.09478150311236633
