"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width Ratio [none]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.00978252706596908,0.007788870422922325,0.005663688497763685,0.004911712278176521,0.004188550461553042,0.0033882390833634623,0.0023497793656798577,0.0020636621110888165,0.0017057001011435808,0.0015059871220634961,0.0011394572506349843,0.0008281946792496322
[8.0-8.5),,,,,,,,,,0.013150505741634786,0.009887577515716787,0.008007520367930473,0.005923399923661242,0.005104733921478532,0.003802026630570467,0.0030189393577410746,0.0023763905854209777,0.002141949240235018,0.001633591430824454,0.0011697549806848615,0.0010211077175694256,0.0008180359906557797
[7.5-8.0),,,,,,,,,,0.012627088983591096,0.009808769069091651,0.007839300547819901,0.006018860949504356,0.004500706274851735,0.0036139404871208475,0.0029784803840214777,0.002405910415774429,0.001956435115473655,0.001410199858383443,0.0011723758864561498,0.0010096176342782779,0.0008102173557453656
[7.0-7.5),,,,,,,,,,0.012692625841145489,0.009286768914742007,0.007314628095964301,0.005753307928297797,0.004362848803151491,0.0034375657303333455,0.0027731087049183895,0.002272629775783269,0.0019280495769521879,0.0013215509111951943,0.0010402058412552443,0.0009247824510283962,0.0007122685701227553
[6.5-7.0),,,,,,,,,,0.01220521235261008,0.009542045869562843,0.007186335971578513,0.0057382244391256335,0.004187242293332036,0.003592757559573276,0.002670835012818812,0.0022469914684547887,0.0017137974913577344,0.0013350623265481853,0.0010983005313617458,0.0009657440413236337,0.0008091213774785055
[6.0-6.5),,,,,,,,,0.01681575001042217,0.011913480403378262,0.009371341265940952,0.00712323910177445,0.005148909150993466,0.004326051127907511,0.0034273564177875,0.002674812639102938,0.0019408300436145201,0.0016140856971852537,0.001306923469420526,0.0009918142418071302,0.0009250331807693637,0.0006421047414505213
[5.5-6.0),,,,,,,,,0.016608906592147258,0.012576288735796783,0.008981752155606022,0.006593842298011612,0.004995092999702203,0.003923749519941816,0.003061744314861492,0.002471503995199945,0.0017468214133401227,0.0014906281147315373,0.0012112525734120673,0.0010599708514486812,0.0007787679357532694,0.0006263418029541204
[5.0-5.5),,,,,,,,0.023190318024745346,0.016401129047220468,0.01199816635416784,0.008716914152059758,0.006257757550129835,0.0049405541527519385,0.0036673665979260104,0.0028743356770112886,0.0021490428322193836,0.0016498238965348764,0.001396007476438271,0.0010682671362797068,0.0008609491939808332,0.0007484979365922707,0.00047908951009499677
[4.5-5.0),,,,,,,,0.023152385587788267,0.015681451893161363,0.010614367901911153,0.00824486797500359,0.006134421628651674,0.004477541340105223,0.00350751201564081,0.0027622435026898513,0.0020248222384305022,0.0016759605495630888,0.00124316646619012,0.0009705921745624918,0.0007794428071374165,0.0005928720418889811,0.0005804565136288744
[4.0-4.5),,,,,,,0.03343765266914424,0.022317429604597393,0.016090749832236545,0.010604497459305983,0.007985972727037138,0.0059162816636296085,0.00432348084831604,0.0032652685508440427,0.0026327296335717193,0.0019187795536414818,0.0015149527845392794,0.0011355882004044442,0.0010356188044266046,0.0007465459734626237,0.0005525962869217806,0.0005042374398837048
[3.5-4.0),,,,,,0.050339078164076116,0.032577420923063656,0.021560439884537663,0.014202976406747805,0.010608931374505835,0.007658897576136993,0.005544088782298495,0.004037672892949579,0.003166431429373597,0.0022448609571468284,0.001843121333214781,0.0014086345487499445,0.001050577467574986,0.0009105643643029689,0.0006319981485748244,0.0005897854070204334,0.00040010311980536
[3.0-3.5),,,,,,0.05010662759918688,0.03271735475471204,0.02116654532736393,0.014058817253518346,0.00970815149839762,0.006816669226502498,0.004826899891035257,0.0037460917550288706,0.002822412382990164,0.002063949947623973,0.0016485243501226418,0.0013076051937063148,0.000938604977871615,0.0007024469158658566,0.0005859758779998628,0.0004486449835175331,0.00038929315420702646
