"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width [m]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.043556904453617665,0.0289403215963049,0.01973018142056505,0.013949262410014561,0.009825205429671977,0.007012897870972833,0.00516820104304883,0.0037023462904376115,0.002654673132728198,0.001855453418660536,0.0012662951741056838,0.0008791254823877531
[8.0-8.5),,,,,,,,,,0.0678273710521218,0.0440062828656992,0.029430379606494413,0.019917159975189266,0.013936193049984953,0.009872342554942829,0.007042486556741146,0.005188912575507771,0.0037208646769843158,0.002663040025568488,0.0018567846545876864,0.001262405477317643,0.000877798614606329
[7.5-8.0),,,,,,,,,,0.06849228715840565,0.04414949665584278,0.029544102505117784,0.020097180652503596,0.014017725211495866,0.009873119557084933,0.0070674881234035845,0.005209420532063443,0.0037236917384603175,0.002654100489326304,0.0018639386468783218,0.0012664827435194886,0.0008835399786096194
[7.0-7.5),,,,,,,,,,0.0679599343238868,0.04495724131264223,0.0301431099905104,0.0202196171404175,0.014029531553932807,0.009973287789116098,0.007078317904952443,0.005212420409072113,0.0037377137602744035,0.0026800077716065736,0.001868025956152248,0.0012685112581549984,0.000881709764951246
[6.5-7.0),,,,,,,,,,0.06897433644304438,0.04553091872933137,0.029988947581993722,0.020413634386277243,0.014133862100087529,0.009993686913707396,0.00706038119022699,0.005270483408001555,0.003749079652389664,0.0027002319113057735,0.0018657414995876542,0.0012685909416527254,0.0008861510568253156
[6.0-6.5),,,,,,,,,0.1122368104943791,0.07003013219487715,0.04541281724463855,0.03024605701872526,0.020533086914059216,0.014273508849948971,0.010072070855965159,0.007144951114490814,0.005273238422545606,0.003767268362107374,0.0026936963987046645,0.0018669832487830562,0.0012748729966268076,0.0008825814419401507
[5.5-6.0),,,,,,,,,0.1127077767330477,0.07100508701619307,0.045888383908164194,0.03046547471270153,0.020741266459738183,0.014318776814555841,0.010057421865838051,0.007156477578181655,0.00529057408917595,0.0037650524701112634,0.002709775790708653,0.0018804453090380047,0.0012789735433542183,0.0008850270717687669
[5.0-5.5),,,,,,,,0.1854121131341999,0.1132305256272497,0.07181396549428576,0.04622274690757865,0.030638797753821972,0.020757789267339625,0.014479223582446086,0.010067896928778628,0.007211395278019818,0.005327329018978421,0.003785956350260508,0.002703404866715476,0.001877062546508526,0.0012777981671686655,0.0008829636486101312
[4.5-5.0),,,,,,,,0.1875656683927294,0.11468601946584403,0.07166716474231398,0.04657595166015205,0.03087228375010559,0.02095015438559199,0.014481408980837482,0.01019755517946869,0.007238255708328866,0.005352852100744403,0.0038005286455466223,0.002702682615670525,0.0018868789684200163,0.0012742318189566198,0.000890611055003853
[4.0-4.5),,,,,,,0.33286766385611777,0.19245615604690874,0.11744464803819665,0.07303281803676977,0.04724603452718762,0.031455654364039624,0.021195704273599583,0.01456565870862182,0.010238534854657795,0.007263134731382545,0.005373926792313173,0.0038041755960571246,0.0027446636731953177,0.0018978805775771697,0.0012776772168756304,0.0008853020032669681
[3.5-4.0),,,,,,0.5953810496820638,0.3313113837759894,0.19543187802481596,0.11685020116720111,0.07426896001310311,0.0481301597624298,0.03151841886259488,0.021261345657186664,0.01469561833938264,0.01030775657848553,0.007287302227125152,0.005442008380842762,0.0038317983891023935,0.002734122883005986,0.0019014166089003615,0.001286543839577439,0.0008903976191069954
[3.0-3.5),,,,,,0.6147857655695201,0.3425442102317583,0.1974373936395003,0.12084125087828748,0.07537074376174234,0.04828348981509755,0.031711337687881806,0.021650428642318958,0.014781956117161436,0.01030858530175105,0.007353712895243291,0.005464126230633371,0.0038573129774718104,0.002734813574972121,0.0019035026063189602,0.0012836018528602534,0.0008914128210968488
[2.5-3.0),,,,,,0.616711385993572,0.3455338181246685,0.20179955789297993,0.12174675477810352,0.07488480997729427,0.048887540191284495,0.032255932289478956,0.021688933743969373,0.014838282458859271,0.010417619941615493,0.007370980784112942,0.005462460320738683,0.003853494039739818,0.0027566930073990087,0.0019132120293357028,0.001288791697225523,0.0008944086140471053
[2.0-2.5),,,,,1.1656887271445142,0.6352864330152332,0.3507428031538248,0.2034262668789149,0.1261641943404939,0.07700021186473524,0.04887352458389071,0.03222505334023718,0.02181430431535244,0.015022791270292934,0.010467984725437618,0.007402183396964001,0.00551338139209826,0.003870821137609884,0.002765938363362842,0.0019183385856687363,0.0012937639077438053,0.0008942292161079618
[1.5-2.0),,,,2.0026696690568397,1.1823510326518054,0.6397985163769236,0.34784564313305055,0.2069580771225302,0.12768160769249434,0.0788945746828418,0.049734940703777,0.032513143571947775,0.022008143278718185,0.015011445746857805,0.010563328043946689,0.007469815141841563,0.0055401557705859064,0.0039084628962712895,0.0027721825661746083,0.0019103373739170141,0.001293860037627113,0.0008967274982756406
[1.0-1.5),,,2.50209943820645,2.0708108043472313,1.2339782235770247,0.6869071162491958,0.3729250095380947,0.21000712457740034,0.12757879275106818,0.07925967332431301,0.050604213019528825,0.03336324118591319,0.022303168357475357,0.015158188273635166,0.010557667059686807,0.007486598900213386,0.005578876826515645,0.003913773210298502,0.002789465025836814,0.001917048330431751,0.001296814975158839,0.0008993716449913417
[0.5-1.0),,1.374448329366564,2.5633588404955643,2.1584674745932806,1.2771212247743857,0.6906346148681785,0.37277749812578054,0.21857453930184087,0.12932382348993735,0.08074522916162424,0.051314198784685544,0.03358284949103705,0.02244676344093317,0.01541038924739239,0.010733062881813542,0.0075870482903844525,0.005642325483851278,0.003924205625223085,0.0027846627852130506,0.001930119830186974,0.0012963230648543843,0.0008988709235114072
[0.0-0.5),0.12765670716378483,1.30315956972006,2.7275178239917173,2.362816905632367,1.4055372791600862,0.7288801213582038,0.3900873688525966,0.22248778472879382,0.13451697551768133,0.08276778114703014,0.05121061332582511,0.03365417141555305,0.022615222356518444,0.01539620773918176,0.010726402950973563,0.007597648370253095,0.005676549440289115,0.003945558656245768,0.002796951847042532,0.0019382497908581645,0.0012968837970942304,0.0008992064203022181
