"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width Ratio [none]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[4.5-5.0),,,,,,,,0.1572960132731579,0.11561860004642249,0.08685465494507054,0.06665413271969671,0.05481283214624151,0.044301675951500474,0.039117853130958447,0.031994921094358954,0.025736996522486625,0.022404284530805146,0.01849735105760644,0.01583272333595237,0.012969878643014627,0.012187835358220975,0.010439381892862035
[4.0-4.5),,,,,,,0.24237883410613922,0.17395430738023315,0.12633194178286536,0.10095699246112383,0.07444654978887737,0.05825965070582418,0.048970395316928164,0.04315624059935415,0.03521807047240008,0.028692411242561514,0.024231374856672133,0.01986255075106072,0.017714370885250554,0.01507456327009604,0.013213421026791195,0.010987725284482988
[3.5-4.0),,,,,,0.40267992924279306,0.2710651893038302,0.19586954629108494,0.14318312555840917,0.11228421381451698,0.08612508649402849,0.06651025295717895,0.05244611554412537,0.048569328702805885,0.03893802228505565,0.033131797976798195,0.026829408102991156,0.021881460747558458,0.019190252676690774,0.01607295140674462,0.015364058114928067,0.01144650002400897
[3.0-3.5),,,,,,0.45397681165106224,0.31216772702820633,0.22659577727050878,0.16870074444914349,0.12453401605780576,0.0971116086352828,0.07661384713591123,0.06167747171151184,0.05350471446033418,0.04344341744808421,0.037260907655839545,0.030469493125180568,0.02511409220547362,0.021160320640881476,0.01799808611428511,0.01604871236502988,0.013420753112280047
[2.5-3.0),,,,,,0.483854289061654,0.3594353434213484,0.26530996005960616,0.1932749744356654,0.14324157026315912,0.1126770012540732,0.08800554912206304,0.0725849706630207,0.06102681502436265,0.04918373927558187,0.041486101537191275,0.033842066155712835,0.027715964682636807,0.02418902476667207,0.020658776924464967,0.018276506391698106,0.014883073665810318
[2.0-2.5),,,,,0.627104625983354,0.5331216245838328,0.39359205113762885,0.2991144833824857,0.22872677056102425,0.17660390888996635,0.1349944081300085,0.10414811281390551,0.08388057184755884,0.0691625621134533,0.057926601004736004,0.045703946617456824,0.03994344716791222,0.032915728019009084,0.02844129539196403,0.024106129060590217,0.02097909568868684,0.017308533537558395
[1.5-2.0),,,,0.7491465723234441,0.6246133419711081,0.558859846467929,0.44800864101491594,0.3471721741046745,0.27973404299894045,0.20803150702622625,0.16360109993199473,0.12363720758624876,0.10242524491305516,0.08268150172737647,0.0682389415496872,0.05455055494707685,0.04775683064894893,0.037931729587545135,0.0320709588811575,0.027347120572308488,0.023193875552711886,0.01885944230919682
[1.0-1.5),,,0.8293307413458492,0.7550319933239481,0.6357070774747824,0.5597891065911051,0.48222664832886775,0.41771672059623666,0.3195697249741069,0.24027016074460308,0.19476050800332992,0.15985735457724298,0.12713347020452462,0.10014094819457972,0.08282834589345692,0.0671651865501908,0.0542714385204904,0.04610725078886191,0.037960269076617634,0.031014840117091266,0.027520278571882672,0.02229379249273576
[0.5-1.0),,0.7289326282542093,0.8285292449270193,0.7544289329441088,0.6476535390243563,0.5685374694242111,0.5249119354822986,0.4479074732110204,0.3901371278841868,0.3090899112058485,0.24724589926525667,0.19882146615712232,0.15993813890114622,0.12167364234808517,0.09429649446292984,0.08204142564033579,0.0665744941987138,0.05536072521917814,0.046232658391180056,0.037477108644754425,0.02975687817881987,0.026933405234974873
[0.0-0.5),0.4510980706236862,0.7327672457145278,0.8377281182614448,0.7674026229221835,0.6647834136885026,0.5589299934305275,0.5170044733567153,0.4819780948646615,0.477384801989747,0.36083322538400275,0.3079221831639563,0.2341468801113411,0.19427635862032527,0.1407266914083276,0.12660892925926492,0.09158238089876015,0.0786118831958918,0.060492842583995426,0.054111025080174444,0.044035205274202904,0.033961119839402885,0.03058533205636537
