"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Power Take Off Velocity Maximum [radian/s]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[4.5-5.0),,,,,,,,3.175027455633666,7.677727889256282,3.1793324547144555,5.697118378361072,4.905930779971415,5.554613499493097,4.025331446756334,3.61419534380009,3.7250592516448857,1.3352713306504544,3.1796970320319846,3.754480803934846,3.1615423339239976,2.574042950412923,3.5058209675349414
[4.0-4.5),,,,,,,3.523776768156925,4.815377767711898,2.471585947571308,2.667194543616436,2.5691363649661487,2.0653744670553325,4.3483658890076535,1.5558268400610114,3.902684771951704,2.2527186618709734,1.2871785317727555,2.8232156198634373,2.699216187656922,3.6203745157364957,1.9679182744871166,0.9981404217372887
[3.5-4.0),,,,,,3.652147062583589,3.3245025163050013,2.5781520102229267,2.512418488076302,2.1059717671654608,1.9035026796020371,1.7032525422556277,1.9497295693646022,1.545042308906732,1.3165294481590513,2.8090875443192687,1.2188435647570666,1.1905161829212205,1.1307460578296231,0.9090787268801523,2.412794644967766,0.9061408895995391
[3.0-3.5),,,,,,2.725655087994354,3.138202489900369,2.561227599935758,2.4912775840070145,2.017407062889675,1.5671703158320942,1.7046156269840302,1.422884544257785,1.1987733023603497,1.109932193252064,1.136445725213928,1.0412506026977235,1.0288191333835695,0.9464680906925097,0.9419751973277678,0.9493122753553496,0.753051511477453
[2.5-3.0),,,,,,2.588806644986286,2.3326168947727126,2.44072471030148,1.981543478749789,1.7771043775264177,1.4769391034647872,1.4259846601859218,1.3249819139716075,1.1276398948016573,1.16507232751047,0.9462452142099071,0.8600775999396217,0.808278714670224,0.8467632278892389,0.8606414778237523,0.6982033680118216,0.6576947824997096
[2.0-2.5),,,,,1.4037758920451493,2.0465230470534674,2.1033228967644804,1.899837597813095,1.8187282766927282,1.4719627872040861,1.6223515328305127,1.1919175733067133,1.087944616657772,0.937011569538782,0.8742575297461063,0.76234035705957,0.8566003648364554,0.8562065818503405,0.7274768794885227,0.74875372569497,0.6729841504452397,0.601395624271749
[1.5-2.0),,,,0.9783593471405311,1.2923705077029315,1.440923769517619,1.6356309825942899,1.4330556377998818,1.5962527686178427,1.1235020609116149,1.106499647964857,0.9374177108610895,0.8956251671006272,0.7967254823604076,0.92487285586489,0.6716084892226566,0.6390768234800073,0.6321945394260717,0.600776540815892,0.5652114176153296,0.4797585106161355,0.5285360893323539
[1.0-1.5),,,0.532283402824793,0.6588414787184317,0.9000810810494957,1.1491110944766072,1.232767850022052,1.2030187598526858,0.9323330800638143,1.0235967763339373,0.8438848539687954,0.7520224670321013,0.8397494693775455,0.6027992665207361,0.5829757697906461,0.5274766264576851,0.49544566112883726,0.4937965220569153,0.4313172522305543,0.38169571189714346,0.34049690399660787,0.3541321685386213
[0.5-1.0),,0.28161701746637907,0.3672217094035244,0.4695571846153504,0.5591162412920202,0.7604048027475946,0.8377580975169248,0.6853715199949422,0.7136309069938307,0.5868033730482348,0.5677949882240719,0.5273288553056995,0.45775237391165335,0.43220222927320917,0.40471909459162564,0.3841248139326378,0.3245756851108612,0.28535499331821684,0.27038998129971664,0.2561161075282327,0.24760256497499286,0.2660919390004107
[0.0-0.5),0.07089644462173839,0.08616717188718469,0.1160625448510436,0.13459354782003155,0.19728626353771317,0.23561454812633736,0.25739662269029073,0.2924771051906216,0.26412065767155757,0.22828312070592344,0.22794957718855335,0.21677622749956663,0.2288409415164766,0.16879953778373677,0.1675535252178162,0.12683406329651717,0.12942168115252972,0.11437385526348028,0.10707447237841253,0.11443439523410451,0.08302908862187665,0.10623276832583711
