"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width [m]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.2968268037174417,0.2674209107638394,0.21702791603347363,0.19955166883241052,0.18602397920610958,0.16541873162239001,0.13004489655599236,0.13260437623780535,0.1294412717979176
[8.0-8.5),,,,,,,,,,0.42304616255334526,0.3134579500238871,0.2908316662928622,0.23156833392181456,0.2128368358125074,0.1777872175647982,0.15639124855768569,0.140660011905132,0.13482426457826235,0.11694589431078917
[7.5-8.0),,,,,,,,,,0.4000676933983141,0.30558879493292607,0.28695210487599715,0.2526382935946997,0.1997948870796275,0.1765311450518749,0.1563858774043028,0.14825874761981955,0.1374784203606583,0.11417640608495554
[7.0-7.5),,,,,,,,,,0.412039547682966,0.30951070967299793,0.2781449258569434,0.2450520947478641,0.19748263158695126,0.18047173862258648,0.15690563774145946,0.14210076458005727,0.13330544151798263,0.11317614281467601
[6.5-7.0),,,,,,,,,,0.42183628366621323,0.31735625645590954,0.29218882171053356,0.2547205769098434,0.20875355432869133,0.18922361034160223,0.16922094394685205,0.1573917045449113,0.1270815676351064,0.1127554529231665
[6.0-6.5),,,,,,,,,0.5537874000558681,0.43394849651015094,0.33252371126401575,0.305284643283234,0.2581486733489316,0.23006050492983918,0.18876170236400278,0.17207937068159337,0.14808536345818335,0.12909948585314265,0.12613904891129452
[5.5-6.0),,,,,,,,,0.5697358563829392,0.47850839822113084,0.3400306166312897,0.30159369310287976,0.26393548687926266,0.2145668106248123,0.1874361432261116,0.165551922542957,0.14752408218309726,0.1350238599588302,0.12547879465331455
[5.0-5.5),,,,,,,,0.6725597574027283,0.5571295856962218,0.45078597829928574,0.35115055630239167,0.30837597936860855,0.2631557547589817,0.21371686996918254,0.19519822708739248,0.15953833326129047,0.14204461179772346,0.13664839052485442,0.1269037613173588
[4.5-5.0),,,,,,,,0.6818542913164805,0.5643460892765298,0.4471851834946387,0.3421945319841571,0.33425401090799506,0.2722765739378113,0.23274750207104358,0.202874718046789,0.16410225206534754,0.1532158773073956,0.1379782343391884,0.12780846652548256
[4.0-4.5),,,,,,,0.7819918166712712,0.6622952627254265,0.5925836024309725,0.4818765454623669,0.3546463419706604,0.3340990258465458,0.2882376792512911,0.2367263682355927,0.20803098645403717,0.17774174301700563,0.16242300376199403,0.14073596782032666,0.1322228718058764
[3.5-4.0),,,,,,0.9336536752867614,0.8166961651564948,0.6492679792980616,0.5654258977167865,0.4967129007241183,0.3745057528996672,0.3347583938680781,0.28498221762284737,0.2502742318008366,0.20107677842824315,0.18696619834218361,0.164177048318786,0.1383436775163247,0.13585609192064776
[3.0-3.5),,,,,,0.9329473137051589,0.8226687442770169,0.6739185235686345,0.5596549020281524,0.4696098645032092,0.3703721043420954,0.33542490290804317,0.29492672085336613,0.24567616336776069,0.2129087168413843,0.1886298038107423,0.17401250621808548,0.1409528626296391,0.11681425848540909
[2.5-3.0),,,,,,0.9281198873340583,0.8292946445432553,0.6958623159008346,0.6157711042302747,0.4804301649848801,0.39631446068214826,0.33906169838649797,0.3061882709709376,0.2544741625624271,0.2123582971982844,0.1857084878502125,0.17174047101543582,0.14029969301355902,0.13528021505113852
[2.0-2.5),,,,,1.0990049797939525,0.9546578413283187,0.8382007578395156,0.6916553585788286,0.5910713146240881,0.5232486985475863,0.4037989188061326,0.35989296133697374,0.2974640778076499,0.2467762085886267,0.221826700907273,0.1910003487988155,0.16613044057206322,0.14467797059616774,0.13986299827716822
[1.5-2.0),,,,1.235159970363449,1.0990587894940949,0.9853919419013396,0.8331538641986284,0.7021542555796239,0.6319816044121146,0.5067596306976639,0.40802989683890406,0.3325791133226399,0.3075316158732645,0.26090678276731605,0.2331229068892634,0.1972298841068511,0.18246699727804358,0.15371343521188569,0.136693492490856
[1.0-1.5),,,1.2058257880340413,1.240571471327671,1.123730787473319,0.9863349525303706,0.8349161584946748,0.742060552078224,0.5887304769348883,0.48820611133369457,0.39970399547709196,0.3620354658732686,0.3245514237139883,0.2630919536201158,0.2319779124504051,0.2158544172021697,0.1848697278409776,0.16137619649014842,0.1390262104414725
[0.5-1.0),,0.8344587920413457,1.2146030252550961,1.2740808243283257,1.1598215734416606,1.027413000515672,0.8822924455292934,0.7482413756926742,0.6400643651999234,0.524911766642235,0.39903707815641903,0.37434700433031,0.3297050541346642,0.2636262346782026,0.2326411498181534,0.22474106715104838,0.19977737761679365,0.16573265906919915,0.1491912604984878
[0.0-0.5),0.8166702406911228,0.9268661134782756,1.367717312635296,1.4574792627379667,1.365789239089299,1.1621671068720125,1.025504481361267,0.8762739965993078,0.8146610766281002,0.6595362590867917,0.49229493001023533,0.4253970220027052,0.38806258279245615,0.3314873085491858,0.337251052195138,0.27860828438900165,0.2537251625668469,0.2281582549625199,0.1994812680763045
