"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Power Take Off Heave Position Maximum [m]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,1.325371179686675,2.604471894332053,2.802570999085324,2.589962255862251,2.7560460160200986,3.776343160948791,3.3516281472758584,2.6979197033701108,2.3582547868414916,3.333526560855547,3.610427502200659,2.503697470216092
[8.0-8.5),,,,,,,,,,2.3499166362990667,1.9081529365551329,2.7871285901170877,2.5498281895286503,2.2081379855574523,2.4524602802659223,2.559630571102456,3.330817562443464,2.759528942672019,2.513689605197494,2.0352005579259673,3.385268293958689,2.6658915810265458
[7.5-8.0),,,,,,,,,,1.9145169118214653,1.5333241246612015,2.1939303488149835,2.743093561995496,2.1398507708831884,2.615913049070392,2.8281094901215624,3.2698898875827385,2.8975669475177557,2.857775715364119,2.9014596734963463,2.865856234916753,2.8312650040147367
[7.0-7.5),,,,,,,,,,1.9899893802506161,0.9718506129037351,2.0958905864771893,2.815831156464884,1.973631892538615,2.574180845719723,2.2867238702994395,3.375086977578211,2.588047520728555,1.9908534113768068,1.9414976489253832,3.2856277816326505,2.283031863423121
[6.5-7.0),,,,,,,,,,1.5582729535255346,1.2473550328245049,1.9732146129083306,2.6666910195771822,1.9319572484057002,2.322580747556677,2.9207540225013635,2.6524888445543713,2.241503670389552,2.0897310255578074,1.960926611278579,2.39624765047163,2.3629841126588516
[6.0-6.5),,,,,,,,,1.8104708334624622,1.643294958481619,1.0532217047567598,2.0389535121708935,2.3748712833878574,1.7873134321596085,2.412319807473594,2.116203585998255,2.502840092668657,1.9749459459082535,2.089832268715517,1.7682210636062692,3.0887206912143834,1.9979179062085706
[5.5-6.0),,,,,,,,,2.0630506271072298,1.3862703859289216,1.022407633812508,1.5334142123899208,1.9625310710484112,1.7025639571743245,2.227445331325938,2.001115896827933,2.1104550971410014,1.7702817047536312,1.7830767521365654,2.0368440764653113,2.610346138418406,2.156092429680856
[5.0-5.5),,,,,,,,1.1641181570502868,1.5717313823501717,1.4285917061440958,1.0854955320505908,1.672192343157482,1.8448949894603042,1.527290487735735,1.630588027835009,1.6615273182191745,2.199158530355477,1.6874574535060574,1.5655341448732423,1.503103780897288,2.151301967116603,1.7965561641972134
[4.5-5.0),,,,,,,,0.9061649530574193,1.5726876058074966,1.062648480628523,0.7197799712320511,1.4749388193741533,1.5269061961104566,1.2262570167137428,1.4983864970510008,1.627714733493066,1.7240995810390871,1.4692894750451309,1.3221474251233996,1.5204529219479737,1.9147909912828687,1.8258922902977512
[4.0-4.5),,,,,,,0.8717035283089218,1.1959317588548053,0.9515531159840174,1.1325691576150154,0.8243000202003782,1.3666598212565242,1.222170853225732,1.3165726019611947,1.548246051236373,1.4769577471655353,1.6946593567943053,1.4269686986252443,1.3362708701398305,1.4847302613013955,1.8360801893489351,1.4612572334300362
