"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Pitch Angle Minimum [radians]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[2.5-3.0),,,,,,-5.836618381788497,-2.051512936570146,-1.9596545835931694,-1.7877956498027838,-1.6628746934984497,-1.5738694302291945,-1.606483527336917,-1.4710287643321591,-1.4330763020270383,-1.3782641051170514,-1.2766932141808989,-1.250023411273406,-1.1623433188791508,-1.1756779318701471
[2.0-2.5),,,,,-2.2554665485019756,-2.0601922808760325,-1.951950483438039,-1.8990667857004528,-1.7458464318051552,-1.6303805783090621,-1.5876244332824632,-1.4375730140509946,-1.313885852164702,-1.2708342479966737,-1.1764073016203698,-1.1699112177320405,-1.1647866523949926,-1.1287323326049004,-1.0512749392798604
[1.5-2.0),,,,-2.281821146738466,-1.9989721290514393,-1.89980110485048,-1.8125903242750583,-1.7074451741498586,-1.6377699381847157,-1.5138517507421392,-1.3320839948322407,-1.252009943648245,-1.2422734389634653,-1.1638090188022712,-1.2821280263324368,-1.030706325018099,-0.941755514706673,-0.882482041383087,-0.9259218276585193
[1.0-1.5),,,-2.0622999404677262,-2.0484450332695294,-1.881260303544304,-1.7656918409849052,-1.535051111693127,-1.4621200105246417,-1.438059302892684,-1.2124856568721396,-1.1564627143921367,-1.1498415597203142,-1.2142188202938198,-0.9205283264689259,-0.9323019894341664,-0.8710699366528284,-0.8356916912077735,-0.6841317355543722,-0.6624131174720037
[0.5-1.0),,-1.1994467745106157,-1.6028571032742653,-1.6656621096669944,-1.6001074292043242,-1.4752311017886202,-1.3665580204533039,-1.1777095744145871,-1.09288656375039,-0.9859247209933412,-0.8894930371948786,-0.9688108289681319,-0.8190523448028756,-0.8078086278818005,-0.7342634302347577,-0.664027479228316,-0.5424217749392455,-0.4692800851929746,-0.49237238273367023
[0.0-0.5),-0.1453141466560048,-0.45841362722030227,-0.8385201008338707,-1.0161594144745585,-1.0887638438090919,-0.8546676306259637,-0.7851945076580307,-0.7260643044634696,-0.701306574180365,-0.5110275685142257,-0.47065200953525327,-0.4512609945268729,-0.391078046381024,-0.30722565954855724,-0.31664644794190605,-0.2657004767043747,-0.19669280812728873,-0.18033968054407634,-0.17081822944833802
