"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Power Take Off Velocity Maximum [radian/s]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[2.5-3.0),,,,,,11.019333423325596,6.215420674483044,5.255924065932192,4.485191115389149,3.6622627928103157,3.2185677440497478,3.0680737797560194,2.6787962340337996,2.4415116327375643,2.313066523948085,1.847098463222127,1.5366557919322632,1.4226866817607529,1.4684142307127765
[2.0-2.5),,,,,7.195056334341122,6.389131904981327,4.8989504576096135,4.731738040968726,3.628101422652737,3.370746546219393,3.242509116380167,2.3500824451265094,2.042047834287058,1.8980079810032242,1.4929306530516635,1.4635843158888389,1.5024696534734596,1.4184225181096726,1.0287788737325945
[1.5-2.0),,,,7.112275565723178,5.56364050089002,4.9123863710412365,4.516976141732685,3.550700551767407,3.354546023368246,2.5815134230328955,1.965664714828109,1.739115145670659,1.6663454683089247,1.472074780146871,1.837664118443682,1.0440818731493144,0.9148011675683834,0.830705432365024,0.8740768154933255
[1.0-1.5),,,6.0043122509997735,5.60125917324605,4.231123166663922,3.9388641247165808,2.7536136449922624,2.2385715352911584,2.4607755904803685,1.5482411685047655,1.4131206889435062,1.3945457988813423,1.4854330810251866,0.9738351014498529,0.9511700723009138,0.8921080740313536,0.705489716054972,0.6496784760432377,0.6027981496369601
[0.5-1.0),,2.7428358671772908,3.83020847650881,3.3087361466672833,3.1185880746775934,2.670751207442171,2.1711580850529026,1.5731909827333643,1.399458990575504,1.206549727570557,1.0165866473857963,0.9717625113898638,0.8067391309854439,0.7755790269455927,0.6345538990546127,0.5147221649156953,0.4612565507038203,0.4008258365161326,0.3660175487024507
[0.0-0.5),0.5430070299406116,0.9430965816366059,1.3880908808689587,1.2945479993191058,1.404942689501205,0.9640771999563938,0.9284115643502732,0.8044682759660957,0.7788325792663269,0.5281427803812607,0.5275617206321719,0.45670778173364934,0.36654866859200824,0.3045340334628419,0.27535185124988915,0.23247153378233631,0.18985426583396534,0.1606607595654966,0.14144093518919265
