"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Power Take Off Force Average [N·m]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[2.5-3.0),,,,,,8234.664712404396,7810.49477096626,7342.214852304822,7079.246812904133,7175.461477000582,6998.329191886522,6608.592335633269,6478.845452026041,6487.630158265032,6261.860651321182,5975.033274615534,5983.243462491,5679.271777823056,5608.413096246899
[2.0-2.5),,,,,8361.993901939019,7697.475038742827,7253.050609657239,6826.044116541423,6477.670241192675,6738.072312062635,6294.251800267358,6027.199063397825,5688.595646864422,5681.116244720056,5468.537083445804,5156.296932663908,5103.201988604585,4837.006436342789,4760.878897392953
[1.5-2.0),,,,7457.961714826571,7668.346746469772,7107.279472755811,6588.569805700295,6285.566478709501,5887.757225883677,5923.038291085715,5494.05183015554,5250.225427500189,4954.325068250211,4887.361252708578,4684.914440458192,4320.243516647902,4270.4277824141545,4029.2902499652105,3800.9499673843675
[1.0-1.5),,,10733.034420435844,6711.793739560132,6866.215554145374,6384.862435747327,5838.159827501418,5486.453494863954,5011.09361803328,4992.876200615035,4670.827010977341,4320.315092967047,4063.547977536064,3868.2341073793227,3602.9921760123802,3475.9379336266343,3262.534179018432,3064.058721290336,2831.414735765769
[0.5-1.0),,8835.486547425564,8236.647008216702,5487.890831145236,5609.511190748424,5150.904139878836,4694.736795453691,4302.617992434441,3941.846282341932,3800.9747523992182,3445.914812124399,3140.7101794176174,2878.519560602646,2735.0577032273127,2450.1104033141996,2318.5060567639757,2141.276844101179,1972.1477564824631,1814.7912532124917
[0.0-0.5),808.3798356872496,3349.9766530853544,3948.394225785119,3003.9604632102737,3207.158359487077,2906.764929482192,2533.273526836664,2269.471113166596,1950.2642836642087,1739.2646456015027,1521.7309243045283,1350.6539142941892,1208.8765521923747,1086.6364177022265,982.2157442682856,878.9592323835094,791.370273852208,724.0898137598351,648.3945558480511
