"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Maximum Constraint Surge Force [N]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,6117.764634730583,3851.747024607416,3125.6375167892957,2683.311343465806,2436.5098297378804,2597.8828580720306,2229.8913634255887,1883.3877488570668,2521.373678944402,1324.9020871310124,1445.1886129082773,1274.2485689806094
[8.0-8.5),,,,,,,,,,7105.035657181349,4464.983785213487,3156.1932103619606,2973.78504555592,2609.3084449798903,2466.9900516690063,2300.5773899892533,1924.2629137077522,1734.397230126835,2334.3489705490674,866.5111758957208,907.059157030551,1344.908424027399
[7.5-8.0),,,,,,,,,,6179.3796196102,5994.957199760994,3911.183219443029,2992.9719803431294,2545.0649287215833,2284.7220779198638,2579.0823454052766,2195.4621492662277,1543.7554756048655,723.9542919786787,2267.595434859979,1163.4404699912388,466.67989232263193
[7.0-7.5),,,,,,,,,,4512.137090444318,2405.1265105472357,2555.649102514304,2651.5410754824534,2450.1495683718167,2347.25197417062,1491.5399304649118,2484.2995715594357,1972.999248748578,734.1366419180068,438.5714198316938,1233.7866815133366,569.842586663275
[6.5-7.0),,,,,,,,,,3879.808713896614,2957.621544548828,1955.7351859342818,2426.612170584409,2208.8967526877095,1440.2411053221908,901.7491671984251,868.759590381838,1307.1414240846218,497.0360731419197,556.0130818712823,567.0699652992581,536.0450045409867
[6.0-6.5),,,,,,,,,5170.434789870656,3110.7115015034933,2900.442014032216,2192.280000556729,1529.5433916992786,1119.8305922778718,1977.3425124535213,979.3308308534229,754.4032298455069,479.47029942189664,568.4012188409803,487.0424840870389,425.63081564760915,271.2045841737642
[5.5-6.0),,,,,,,,,4276.787624571922,2741.7923733977677,1978.5545628373995,1355.2378969152692,1421.0568200640046,1828.0850231928932,850.0945857971117,719.1685583748398,717.7870235080109,396.09653038166965,435.44603704120925,395.30551122035456,279.55825960520565,298.878800156136
[5.0-5.5),,,,,,,,4455.510755159086,3849.9922784123837,1864.6881424425044,1278.2230145219253,1533.622963939289,1245.7502549390347,870.6019858712299,663.9775341276712,618.612215708846,347.16973477042626,655.1949013115733,311.39720288934865,271.32790989613187,239.4528232200624,233.11904426820385
[4.5-5.0),,,,,,,,3054.4921203909134,2747.84729567951,1559.8828572399366,958.2397180641818,1145.8003390447818,1021.3402865184502,907.8343210800928,452.27385814975344,603.2580255657474,357.89197403467347,403.81212503033925,251.51769179825666,262.8901201334486,216.47851910855343,220.28466261796527
[4.0-4.5),,,,,,,2835.353596745826,3327.961272674682,2832.618231135281,1208.744567820573,839.0929939513627,862.0544929131456,965.0212947980731,466.99304051079474,476.56115593525163,407.2782989464624,331.8635672289442,264.3130063081704,285.88656013474167,222.54536846183325,206.47066540199282,172.24985080587243
[3.5-4.0),,,,,,5333.512311646913,3927.357616087818,1838.0157622751683,1223.3645371905595,1050.6212641554478,625.3763178216809,536.2239730112774,511.1515941419693,449.79701696112903,619.585948587679,299.58571190337517,296.50333720373885,262.00680011355655,212.33202313689992,189.39316226961844,173.39660030818075,151.01147260742155
[3.0-3.5),,,,,,2298.479920531016,1945.0706951562254,1132.4088358248646,1240.4092119043617,679.9653903805523,553.0815392047863,487.1318078895165,392.32795060315055,366.3442268433394,265.94382963516676,270.47775689825943,215.98196283719477,226.60374547736396,177.97507909631358,149.2683308004408,152.23736067553898,131.0776818995538
[2.5-3.0),,,,,,1817.7652652185614,1088.210798152816,1140.180766319419,758.2424994884533,594.5893787768157,482.17297108259385,346.51433099605214,350.774374909503,329.20604342254194,329.15039651173356,229.10411325159697,186.1165163920483,178.2219348596651,153.82706739021026,127.30213435745218,121.35435579762222,112.13300913663025
[2.0-2.5),,,,,1452.5798769974217,1128.8180658813037,889.7349332795134,631.8793146191099,653.1775092832113,442.7526657690114,381.8562452659907,270.2228866864114,271.922021879028,245.6810729016662,211.64298960146547,172.83873871076287,154.41038252057382,147.0487779169148,128.9501628440973,128.12057827332234,97.85951227588247,96.27349069460539
[1.5-2.0),,,,2394.6740211368115,1043.444715812824,824.5298730664714,586.1432761256466,623.2430514230648,406.64829459364876,333.7938994876947,272.79272276002064,227.3059965346273,229.57115836184605,196.0006734384455,172.75479386745175,135.78629522042516,112.52218381862644,123.75510530710129,99.45427641720275,101.38973220277816,84.19217381330611,79.7314426888944
[1.0-1.5),,,1782.1660411505782,1011.6719499989399,817.8367191896995,552.9587657105728,483.220895758843,367.981151581615,283.41886846743523,229.79408026700443,193.09001377995574,166.03208634568955,166.84757690880795,130.6493882556863,122.11611646706199,95.99440642046712,101.74507777608697,75.42376451248806,76.72079339730911,61.974029675731146,58.08959785698037,63.409878666792686
[0.5-1.0),,1589.209088164332,776.3902675184328,577.4898488767877,456.29921316379546,380.7977982107588,264.68638229534747,217.85356589881943,175.9940506338079,131.6489999200181,121.18036539395938,102.76662485780855,86.08727471140867,79.67130742825157,70.65081170394996,58.21730445285797,54.451526882943014,43.34516647842169,44.80644151652689,34.22460497354794,34.21826532739411,31.249708950843896
[0.0-0.5),475.49719025048717,425.66514201321326,279.03382263791366,210.87781913308908,181.96422269794544,120.23096615671915,87.8197477538,70.0427857079039,62.73520158274714,47.191833545814085,43.44818094432572,43.45743185311636,33.56065586611217,27.066086592954772,22.892838875567,17.780772894798982,17.623220305826894,15.764748899246893,13.709759844630554,13.28947767656935,11.770877028097168,9.583123677962199
