"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width Ratio [none]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.031250484021718504,0.02621130824055262,0.02095792426592019,0.020408405035530566,0.018358394402758844,0.016779627225542826,0.013003237678271265,0.012853615333096893,0.011922968556815286,0.01166186283551818,0.010124102367341993,0.007977276507918591
[8.0-8.5),,,,,,,,,,0.0407997640991157,0.032895440990964905,0.027781905022933113,0.02251264247683657,0.021007260101105592,0.017773449983519995,0.0156045359317913,0.013914884619002475,0.013370455319932192,0.01119643629124962,0.009875128518014024,0.009630762309930329,0.008560711021019378
[7.5-8.0),,,,,,,,,,0.03730426665683164,0.03197320933624804,0.027403607480183306,0.024060139080093218,0.019301255128948806,0.01722774159491658,0.015603729228326358,0.014404621082466994,0.013237553050518458,0.010647865820715176,0.010163304246984042,0.009061071262689386,0.008461824961908527
[7.0-7.5),,,,,,,,,,0.03813095139150702,0.031028787840429953,0.026160421373089698,0.023307692425103426,0.019165539168773168,0.017370137392520385,0.015611059966652331,0.013994204455509026,0.012951261676687859,0.01052699671723555,0.009213417222922925,0.00937597735975871,0.008093752108603322
[6.5-7.0),,,,,,,,,,0.03774381149662081,0.032175647927082385,0.02691787305289839,0.023911997932378252,0.01981673475270221,0.01867775528360142,0.016346703199599882,0.015143272861928566,0.012600924743467209,0.010790971125713531,0.010734676591009355,0.010613235355854043,0.00990354432986437
[6.0-6.5),,,,,,,,,0.04842158086414803,0.038689734546396695,0.03295623714665141,0.027443389548556713,0.02403645808389999,0.022578219334606478,0.01814812150665849,0.016354884144343017,0.013955591641857239,0.01252015128963976,0.01195010428135006,0.010164109849038983,0.010063663046659533,0.008270626144190817
[5.5-6.0),,,,,,,,,0.04969743991386976,0.04245650262592152,0.03340858296143705,0.027065359539801347,0.02361275162141831,0.02050575908062307,0.017942435620024098,0.015844930608936988,0.01376181754774153,0.012833828550193112,0.011742221880404802,0.011244862099791761,0.008910998401491375,0.009087222073615404
[5.0-5.5),,,,,,,,0.06033946782118683,0.04852270868650725,0.039825514186681496,0.03353291864713507,0.027262690719371777,0.023463587120006547,0.019629696292795894,0.018141018517756655,0.01482780258461886,0.013159341980883832,0.013215973103845712,0.011492821250513131,0.009847382626889894,0.009945174906790796,0.0077300498976560165
[4.5-5.0),,,,,,,,0.06180706487061353,0.0490752457322305,0.03873023483172813,0.03258629592111673,0.028817736920567816,0.023767475777651086,0.021284952004871082,0.018575214767663807,0.015134130337480664,0.014197008431240181,0.01236432068436462,0.011550598201512283,0.010062501389002516,0.008224882578037516,0.009045527391608302
[4.0-4.5),,,,,,,0.07457200749619104,0.06040070447454796,0.05148556107816358,0.041707085181530656,0.03333511538557226,0.028742317996476058,0.024913495703510823,0.02121044446827734,0.01861212725987663,0.016084384701659443,0.014681895916541007,0.01276084362373322,0.012300634308869378,0.010609169762255299,0.008821550834017776,0.009089832498358194
[3.5-4.0),,,,,,0.097035484199244,0.07787683077234912,0.06006672856860307,0.048939264231238434,0.04292703183521208,0.034543022843225274,0.028536127997870406,0.02417421817168555,0.022230640209926843,0.017590298047056207,0.017202359148331233,0.01478591728339936,0.012465007447843325,0.0124921174316093,0.010013407152535861,0.010232761492671471,0.00800448990443563
[3.0-3.5),,,,,,0.09643420952052349,0.07886369380023882,0.06180552311490055,0.048714803143788205,0.04029605033475326,0.033647688668971706,0.028518968731948497,0.025214182527557274,0.0213357270546673,0.01855727245643012,0.016612678848988743,0.015270850943066249,0.012574293457634752,0.010578228791057126,0.010316016295695063,0.009303462028839651,0.009286932110222162
