"X:Energy Period Bins [s], Y:Wave Height Bins [m], Values: Power Take Off Heave Velocity Average [m/s]",[1-2),[2-3),[3-4),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[10-11),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[17-18),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,-0.0003284403346296578,-0.0006357008220886255,-0.0002604249743009151,0.00026587103739529833,-3.2872193932740037e-06,0.00036224297110496573,0.00013405392483581074,0.00030649215091719693,-0.00016966211656094607,2.7925408536685026e-05,-0.0006259147297241341,8.480849631851323e-05
[8.0-8.5),,,,,,,,,,-0.00010069744023051876,-0.0007284912723086574,-9.05696424873956e-05,-0.0005706987957251686,-0.0001617096226100857,-0.00028960367074961946,-0.0007461231555096909,-0.0003803517588382103,-0.00016716292679770927,-0.0004809623732516443,-0.00022992660183589683,-0.0004178694284331456,-0.00021395143499675944
[7.5-8.0),,,,,,,,,,-0.00021164197021185312,-0.0004744786116581995,2.042911961752718e-05,-0.0008628340203529422,5.483981448745415e-06,0.0001324547014195816,2.449343527096297e-05,0.00032303744378945677,-0.00017538300814863754,-0.00012293173104659298,-0.00043649540670717273,-7.748388157586736e-05,-0.0005452231235897126
[7.0-7.5),,,,,,,,,,-0.0003918765072206353,-0.00023646181884641896,-0.00048479276835486417,-3.1020532494724765e-05,0.00010818309360204422,-0.0002411050158669526,-1.1006068080312659e-05,-0.0003110832351172202,-0.00046238398863803447,0.0002930332130313589,-0.00031431645582869866,5.1063864157857904e-05,-7.510225355239125e-05
[6.5-7.0),,,,,,,,,,-0.00026158139895168477,-0.00022116574598562692,-0.00037846624750668143,-0.0003479109428769017,-0.0003461300071310057,-0.0001049163712690087,-0.0001457201540939863,-0.0003693999358831605,-8.745004992413649e-05,-0.0001494233795489134,-0.00027912737368026376,-8.260739026544704e-05,1.4285035854403598e-05
[6.0-6.5),,,,,,,,,-0.0004838944835397009,-0.0002686286518485283,0.00014172837872108112,-8.699260650967802e-06,-2.745795469685749e-05,-5.0906202754357415e-05,6.267492309457044e-05,-0.00019026125083648865,0.00014705011381038743,-0.0005684487307009936,-0.00015075829326977608,-0.0003107253521582715,-1.6184045412233584e-05,-0.0005536177333352418
[5.5-6.0),,,,,,,,,2.538714903658764e-05,0.00011167897880589506,-4.001614944895971e-05,-5.91715070144007e-05,-0.00012579087648975697,-7.591437706148124e-06,-0.0006433846664562146,-0.0002804803318612467,-0.00019517046748357907,-0.0004067479297390654,5.307191702750301e-06,-0.0008430242305721475,-0.00018913051046807593,0.00020189116533351307
[5.0-5.5),,,,,,,,-0.0001520073703248832,-0.00041100650400525317,-0.0004437611109835493,-3.387214952489239e-05,-0.00019907556571101165,-3.8251376149900083e-05,-0.0003064360393747008,-0.00023921018608065512,-0.00022238250244558763,7.055591207361187e-05,-9.428692826378792e-05,-0.00017720040194558554,-0.0002660454825987303,0.00012793103269815253,-0.0003874792942416212
[4.5-5.0),,,,,,,,-6.809413034080564e-05,-6.207586953357607e-05,-3.430434717071098e-05,-0.00028077885304320267,-0.0002100754425565402,-0.000359626687079952,0.0001866987965757101,1.2243561558012979e-05,-0.00023744530966055108,6.199946323848322e-05,-0.00013800816698917467,-9.593859526166338e-05,0.0002628426772284734,-4.968515501299444e-05,0.0002392259381880401
[4.0-4.5),,,,,,,-0.00012199286453830796,-0.0001389094290467995,-0.00014481807378796842,-8.598587599844041e-05,-0.0004611045301852904,-0.0005278299541237958,-5.899939769782545e-06,-0.0001339932617349966,-0.00010634933857007426,9.618279802711857e-05,0.000186053961664871,-0.00027444328161689287,-3.79524202358318e-05,5.0566391966010325e-05,7.697835088208397e-05,-0.00013512880067377813
[3.5-4.0),,,,,,-2.6474128336658833e-05,3.864181552806014e-05,1.92876316082331e-05,-0.0003045438550709502,-0.00011589587682196894,-2.664996555142024e-05,-5.6963341450833865e-05,5.4309272664725e-05,-0.00021549555073603553,-0.00022910454270643415,-2.0165060103860637e-05,-8.451719252125278e-05,-0.00022260830031261254,-0.00030349570030574155,-0.0003877240511935078,7.228776540597857e-05,-0.0001548736910838617
[3.0-3.5),,,,,,-0.0002128280127521487,-5.098883852774204e-05,-4.233570443895929e-05,-5.7316769259210034e-05,6.840125836936094e-05,6.704210125324964e-05,-0.00012468924562302123,-5.646917226691006e-05,-3.491560332642496e-05,-9.203473837908195e-05,5.2590389838100856e-05,2.3986377227082694e-05,1.2395871320542782e-05,-9.036749125857836e-05,-0.00016567100442993788,-1.1433687599930138e-06,-0.00014374330235339807
