"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Power Take Off Force Average [N·m]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[3.5-4.0),,,,,,39910.65460956129,36839.15654831432,34335.40014830726,33188.92556836754,31984.46556451806,30551.321615292167,30055.24113713854,29215.10047407968,28269.24060893396,26684.155976599373,27554.63795983367,25256.343480679265,25267.133000674803,23601.380054155794
[3.0-3.5),,,,,,34951.544958118284,33980.41304940006,31414.642831058525,30509.540972809038,29815.821864182177,28209.268307554372,29194.665892530367,27415.52384177681,26018.171707918802,24708.440853929194,25714.99278755238,24573.968535755375,24496.08219492252,22199.47405370669
[2.5-3.0),,,,,,29680.57223440004,29614.816947707826,28993.091981312577,27938.48731396844,26088.746355604337,26602.46288205961,25921.831015083015,26003.201167544015,24184.778445520635,22989.451144751674,23710.221185579787,22350.600392452314,22008.026929016945,20894.782045216594
[2.0-2.5),,,,,24387.101001565723,24531.486480440442,23704.681989548873,23781.089640011473,23841.266610415467,23930.91349120437,23146.474155792053,23929.846845804754,22641.345712168615,21256.193778416433,21013.625862228204,20381.440496013787,20008.372772373325,19625.620754076474,18549.96333281324
[1.5-2.0),,,,31920.790442648256,18267.912461949112,18939.875718546948,18850.136892523733,18915.95212656906,19921.625493737407,19689.552293522796,19414.86195536945,19428.463007972965,19641.36919686023,18327.851950830776,18049.437395943613,17578.85953420512,17642.745769201214,17086.752491185034,16008.369123736917
[1.0-1.5),,,27955.868811010583,22471.622746213296,12839.707267757203,13161.422329641453,13158.705479803984,13868.194757926483,13679.940495459457,13543.52833968106,14329.341669008461,15279.791671011264,15055.921748399503,14320.448893663475,13753.392011478167,14246.308870056448,13381.070949025107,13421.922710846246,12289.451307650854
[0.5-1.0),,14982.101970392432,16628.459303645468,13218.395511665032,7535.038245879957,7625.843641492081,7760.844805467056,7652.991266547124,7883.126013234105,7848.418131475068,7938.275621972962,8619.753285650631,8560.458597427662,8293.183130235371,7907.763971680006,8880.921966227546,8348.796249902407,8118.680623226107,7886.861242391442
[0.0-0.5),1538.3358089875373,5060.242000528376,5617.30917239493,4369.647984882492,2508.3470504379375,2497.6893742744232,2473.887764421356,2464.1708029188876,2543.9151591766285,2401.778875148615,2380.0270412184823,2477.274331372904,2491.968605935648,2403.3198203235224,2506.1843003841163,2477.019701614735,2542.5051756042126,2433.938972252311,2447.337621790822
