"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Power Average [W]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[3.5-4.0),,,,,,45442.04516883945,39367.550912333296,33891.80256227351,31752.27497507217,29521.552394778933,26479.99610333453,23031.52349790597,21970.279049823086,20569.161430858556,17985.080135871518,17932.22133664542,14798.571724318806,13723.214022017233,13272.677701890236
[3.0-3.5),,,,,,34306.81801921243,32824.27317673819,28146.01895678966,26445.88088216998,24807.4143398325,21982.248629830898,20564.829401865878,18467.60141651607,16858.916565241416,15391.032118804544,14694.611138757457,13563.420726489734,12449.708562292531,11053.542807897644
[2.5-3.0),,,,,,25319.38142177272,24459.14982189568,23623.369361614154,21733.861987815686,19191.837455408462,19127.202590351975,16404.192462290648,16097.589290239346,14272.711424669154,12862.668247022464,12273.27341707478,10847.739966706085,9758.440377983525,9801.696370467691
[2.0-2.5),,,,,16392.70511959268,16693.49632730134,16128.598835518185,15980.439829237945,15360.590582089599,15610.597673527505,14253.29346448282,13607.74802553817,12040.457983348928,10655.28907886685,10358.770042725098,9124.693775792362,8571.74172653343,7414.46369188148,7424.720133332828
[1.5-2.0),,,,14066.965896010772,9183.957145283719,9993.746369191926,9695.604647973347,10048.218648756178,10777.33618720222,10491.278517601286,10233.334091575123,8983.67901530249,8967.311241275118,8000.0711706721695,7586.615756510893,6591.712618650355,6407.129179535207,5559.667588907492,5339.9476625872585
[1.0-1.5),,,7354.632901973617,6972.045973464446,4513.776979900845,4765.6031601729255,4835.245630101883,5339.128519023206,5266.054232932635,5184.0462643727,5527.475731844462,5491.091525326814,5400.1573707468415,4803.580153425179,4419.48405026802,4200.807341072251,3744.1614369212734,3465.472963443845,3163.7719223104937
[0.5-1.0),,1751.2090201899412,2605.4475258378466,2412.9814188675946,1569.3570154935214,1621.1625888620797,1648.2098735865409,1611.7506726075144,1719.9490780689382,1697.1006693322245,1752.1691567143132,1824.3177816769812,1783.96747653541,1685.279900791667,1529.7115775440682,1691.6858394037797,1497.1892923151054,1258.7734195044802,1295.2051201012366
[0.0-0.5),25.746330798846884,198.5032504604317,292.7102962314333,269.3903946755847,174.0605985812128,170.7419983148202,168.69250378227338,168.31773367696232,180.1240327357461,159.01699820652934,154.90132379295474,150.12721148319903,152.52827853288952,141.0642087427917,153.2615246659164,133.17973614945163,140.06217044666275,117.11405421508672,128.91877617200683
