"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Power Take Off Force Maximum [N·m]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[3.5-4.0),,,,,,257880.50408648612,253848.67819619112,221470.5613153743,200083.89801202744,239180.19067670318,180605.887583996,191983.13622710534,174413.47467084418,164936.0996692163,178705.94547383036,192823.8862173523,166076.3554616874,162593.9020440614,160895.32847057623
[3.0-3.5),,,,,,208204.66684776475,201185.26339515016,195678.8909545735,199872.2272308571,172005.8699355873,159908.70976792576,177161.81874257885,157131.3609970981,156342.9711278728,148875.83608140846,143230.78358667117,169980.49379502027,134146.31130371042,123450.89231657263
[2.5-3.0),,,,,,182777.10849698551,184774.67374119756,189980.21014003316,146271.07045383975,180280.02889885192,139601.6615546535,138526.00880122068,140344.13714873014,133169.7258210598,140371.51361543545,146783.15048194275,128576.8384034555,128623.6589383476,112794.10377791258
[2.0-2.5),,,,,139609.70719931507,147747.20153193915,148629.08088121176,140635.96810376202,170656.59015721746,120495.9756481241,142355.5817764723,122959.66378371904,118847.48826860283,105924.81596604615,104989.43643920949,101046.80768854839,109229.15132096238,91969.04749347847,121055.66793496348
[1.5-2.0),,,,167921.54204660738,106613.56475704149,105253.66294114299,95910.35224060276,124217.73646357472,100765.70980359676,111952.52851198889,96602.43773003317,92646.79183060519,97469.48754683258,90712.77104858572,85300.51978293303,81178.71760012642,70379.20425663228,89275.16645875367,72489.63742204258
[1.0-1.5),,,120611.06201045438,98872.28838482562,70351.51213121168,75820.16298647567,67879.55411172169,81962.44992030245,85642.71362487502,90537.74197009506,67559.82934772939,74191.36726773945,87354.22301916966,68563.69073941755,70212.58038464667,59460.584115367696,61197.33326058077,65257.261747272125,49668.71938866127
[0.5-1.0),,69932.8690897404,86679.80130862466,70410.95723504976,36816.00312485623,41736.17035495119,42434.81290172372,34393.87021790566,45844.814932095964,34693.60875811257,38743.4331514628,50028.13936967693,39578.67440487419,46876.80369384567,41480.96488065487,40636.44278499543,35440.964583062894,32920.413655484874,34524.72322007315
[0.0-0.5),7339.313283608111,25175.085988254188,26632.706801943707,19727.248833791764,13268.50624012814,11689.088664251864,11415.189480373345,12022.585562471297,11559.850515187356,10356.83792726489,11570.434907153558,11968.263645352876,11522.707837136739,12223.682701839647,12050.43788989186,10915.78697938849,11212.185014941397,12574.921290485341,10042.676689904052
