"X:Peak Period Bins [s], Y:Wave Height Bins [m], Values: Capture Width [m]",[1-2),[2-3),[4-5),[5-6),[6-7),[7-8),[8-9),[9-10),[11-12),[12-13),[13-14),[14-15),[15-16),[16-17),[18-19),[19-20),[20-21),[21-22),[22-23)
[8.5-9.0),,,,,,,,,,,0.010713571731635566,0.008439793208950244,0.006262631697171431,0.005265446637152741,0.004568220614568762,0.003643029970515854,0.0025544280664869224,0.0021782851043678038,0.001759423433587144
[8.0-8.5),,,,,,,,,,0.014112797312160837,0.010464382107979162,0.00874744336522212,0.006644494235827698,0.005635615378042652,0.004173836489496957,0.003318769879319055,0.002571759478812558,0.0022848363178772386,0.0017346793214368275
[7.5-8.0),,,,,,,,,,0.01369606900265708,0.010869985082538867,0.008518090577303636,0.006810228942742866,0.0050668288893056905,0.004042236336373882,0.003239340483627825,0.002605429054959293,0.0020488912740885324,0.001496197360955974
[7.0-7.5),,,,,,,,,,0.014583759862981386,0.010677293259658533,0.00824095039751065,0.006578508649279957,0.004964564640900977,0.003816689430273152,0.003127554762436303,0.0024912331685730867,0.0020768391734992653,0.0014143591903222998
[6.5-7.0),,,,,,,,,,0.013836323240103112,0.01059784275198023,0.008185668792235083,0.006627440785638412,0.004806889951916647,0.004039942869134784,0.002989373568267414,0.0024829168462114303,0.0018618883123291386,0.00143595178206346
[6.0-6.5),,,,,,,,,0.018939787990923985,0.013632457619263221,0.01077206673221065,0.00811603791789916,0.0058832760106211955,0.004941907406231651,0.0038422673907157734,0.003012132768021237,0.0021465533709066295,0.0017625521451810529,0.0014078156107689452
[5.5-6.0),,,,,,,,,0.019073241925803387,0.014407290586482041,0.010396908305430526,0.007749269532441203,0.0057503559688559455,0.004507667404015884,0.003450442585412052,0.0027937113375555403,0.0019365917287476686,0.0016380028897773334,0.0013163900744521592
[5.0-5.5),,,,,,,,0.02637795406500803,0.018806209496392542,0.013908742681612404,0.010003984926859914,0.007226941910170502,0.005746457313406008,0.004210317594053978,0.0032613416656528094,0.002422287512357517,0.0018314400668413002,0.001548802935507154,0.0011745530848539345
[4.5-5.0),,,,,,,,0.026358018506489094,0.017977602949522376,0.012178993625745862,0.009509618371345799,0.007102386819808432,0.0051366036138016475,0.00404708969183686,0.003130806953771915,0.0022919754248624975,0.0018770105031620716,0.0013759181073987811,0.001073401931022316
[4.0-4.5),,,,,,,0.037356564798348764,0.025211665103057692,0.018468497238282245,0.01217699980204059,0.009197714007156356,0.006805415085341461,0.004977490722508898,0.003744980743944502,0.0029853977228652693,0.002178798102474215,0.001699215304234801,0.0012575578264403546,0.001151167513515695
[3.5-4.0),,,,,,0.05602200730067094,0.03635077661429626,0.02419871419417177,0.016141035298728228,0.012053591537826017,0.008734394320978394,0.00632149340078151,0.004590468199585189,0.003611315817815739,0.0025154580542728175,0.002100696357450618,0.0015835979968563648,0.0011658437388679145,0.0010137810772828139
[3.0-3.5),,,,,,0.055927755655188385,0.036293247527066266,0.023413801072738497,0.015550574535321939,0.010811711768929526,0.007627376618064929,0.005394061682364604,0.004229122043832257,0.0031804151341040367,0.002295972502304218,0.0018593537133770282,0.0014708703305271402,0.001048009895317947,0.0007787450583261737
[2.5-3.0),,,,,,0.05444207427692688,0.03431625494192965,0.0224510495585877,0.01585813137279929,0.009973020953171173,0.007177364054352101,0.005011603556735914,0.0037326253767580807,0.0027832335152597025,0.0019629579068484193,0.0015458309017527814,0.0012609987190683428,0.0008637994125045362,0.0007408036411208067
[2.0-2.5),,,,,0.09207333102911441,0.05288435512414282,0.03276581960094693,0.02032401185674859,0.013656779998615066,0.00977544552331548,0.0064013106291049135,0.004415669670351745,0.0030669597793181146,0.0022800903742792563,0.0016825901965605,0.00131823672842484,0.0009991813271396852,0.0007021951936718728,0.0006055319175349185
[1.5-2.0),,,,0.16218556069451287,0.09070444809273788,0.05091551352047931,0.030192134396287183,0.01902189651757831,0.012639046945419138,0.008080582940667902,0.005396436514594224,0.0035904816959232053,0.0027216743572516674,0.0019137031952838719,0.001494137291364387,0.0010762572469452739,0.0007896443188813441,0.0006242144024007369,0.0004803562032218161
[1.0-1.5),,,0.31277572575472695,0.16789543654810477,0.08862853935843212,0.04960266076090545,0.028700208871419632,0.01694863866714628,0.010542548813556984,0.006853767987586545,0.004480370608657528,0.0031012979696548927,0.0023082425662597733,0.0015540301186566683,0.0010832513784377197,0.0008477053573813531,0.0006136437508246033,0.000460614196561123,0.0003471032109374016
[0.5-1.0),,0.5137963838595808,0.3401861681804991,0.17503069831083654,0.09046838312200486,0.04712005115440983,0.026063816893977198,0.015247954949881555,0.009113934423530534,0.005756256126119196,0.003660767816403364,0.002446928850403139,0.0016726013274931408,0.0011025521371568904,0.0007483232305370369,0.0005785036742168402,0.0004191812465351155,0.00029932847473813624,0.00021690647918232446
[0.0-0.5),0.4693469480630876,0.5596476965462986,0.383538738769102,0.2022406005316641,0.10104422497615934,0.05012199728180499,0.026620016307647744,0.01471947765692363,0.008658669371155187,0.005173158449942959,0.0031779688834975644,0.002009447113186923,0.001306812783000159,0.0008550131146596788,0.0005665989865010351,0.0003783392238056993,0.0002600882160341626,0.00017946674799594744,0.00012642744156121297
